,Endothelial cells,Fibroblasts,PVL,B cells,PCs,T cells CD8,T cells CD4,NK cells,Monocytes and Macrophages,Dendritic cells,Epithelial cells
12,0.04756443202495575,0.09936948865652084,0.06274577975273132,0.01616581529378891,0.012417350895702839,0.297404408454895,0.021195776760578156,0.031401779502630234,0.09145648032426834,0.08623383939266205,0.23404479026794434
13,0.02098802663385868,0.5035209059715271,0.13959485292434692,0.006548075936734676,0.10589523613452911,0.013889835216104984,0.004638638347387314,0.014502189122140408,0.16328838467597961,0.01857970654964447,0.00855419971048832
14,0.04124978557229042,0.1605338752269745,0.007895136252045631,0.15913251042366028,0.056214943528175354,0.05876757577061653,0.034764401614665985,0.027140440419316292,0.07655888795852661,0.3195352256298065,0.05820728838443756
15,0.03521134704351425,0.22304028272628784,0.032593462616205215,0.10318167507648468,0.05821576714515686,0.3796616792678833,0.04310460388660431,0.005763862282037735,0.06380259990692139,0.04854540899395943,0.006879341322928667
16,0.3033687472343445,0.0024301251396536827,0.0919177308678627,0.11925559490919113,0.004180846735835075,0.0926518589258194,0.11735892295837402,0.19968090951442719,0.0019330857321619987,0.001599831972271204,0.06562226265668869
17,0.03596830368041992,0.09012345224618912,0.06239725276827812,0.04834406450390816,0.07742749899625778,0.0418117381632328,0.16171154379844666,0.2043020874261856,0.05805203691124916,0.11381097137928009,0.1060510203242302
18,0.12299464643001556,0.0708475187420845,0.06188347935676575,0.0874793753027916,0.06638044863939285,0.07552780956029892,0.3039742410182953,0.013120516203343868,0.0700172409415245,0.11228372901678085,0.015491019934415817
19,0.08287176489830017,0.037159521132707596,0.04587703198194504,0.2808387577533722,0.12178732454776764,0.013686306774616241,0.01446414366364479,0.21789677441120148,0.09898301213979721,0.0192619226872921,0.06717343628406525
20,0.021178435534238815,0.10299865901470184,0.006007411517202854,0.033679816871881485,0.1560741811990738,0.08864976465702057,0.3155091106891632,0.03645564615726471,0.13367126882076263,0.014303724281489849,0.09147197008132935
21,0.07656834274530411,0.03218935802578926,0.007568579167127609,0.10222797840833664,0.009788833558559418,0.4743662178516388,0.062373436987400055,0.0986064225435257,0.06910471618175507,0.04985647276043892,0.017349723726511
22,0.011194218881428242,0.16299691796302795,0.08052989095449448,0.0710972398519516,0.20811524987220764,0.009379788301885128,0.04173760861158371,0.1269158124923706,0.1298728734254837,0.017165107652544975,0.14099529385566711
23,0.09351662546396255,0.05223754048347473,0.03208623453974724,0.13455960154533386,0.20982959866523743,0.14403659105300903,0.07953173667192459,0.01772923581302166,0.149186909198761,0.036710236221551895,0.05057568475604057
24,0.02641441486775875,0.03429568558931351,0.013371853157877922,0.04482012242078781,0.017038976773619652,0.06916684657335281,0.058768998831510544,0.05642867833375931,0.03709728270769119,0.040333643555641174,0.6022635698318481
25,0.02158607915043831,0.05034857243299484,0.012652822770178318,0.07259815186262131,0.06498943269252777,0.128268301486969,0.014551417902112007,0.2030743807554245,0.01732216402888298,0.04681862145662308,0.36779001355171204
26,0.06361917406320572,0.13238310813903809,0.02075786143541336,0.06466449052095413,0.050702162086963654,0.007670494262129068,0.4184219539165497,0.058890942484140396,0.03627392649650574,0.013426647521555424,0.1331891268491745
27,0.0364544503390789,0.03549403324723244,0.07751146703958511,0.033292341977357864,0.16870203614234924,0.006820005364716053,0.027218811213970184,0.06770417839288712,0.016767263412475586,0.054058440029621124,0.47597694396972656
28,0.03463577851653099,0.024991316720843315,0.04134971275925636,0.030598171055316925,0.05915641784667969,0.012428962625563145,0.028907140716910362,0.5187455415725708,0.05248205363750458,0.020159386098384857,0.17654545605182648
29,0.34808558225631714,0.09701593965291977,0.022327180951833725,0.005776128266006708,0.03799379989504814,0.020893989130854607,0.29685094952583313,0.016219770535826683,0.024862002581357956,0.11367830634117126,0.01629628799855709
30,0.0160533394664526,0.03614206984639168,0.028271930292248726,0.12029879540205002,0.01279429905116558,0.21345095336437225,0.01478869840502739,0.11970008164644241,0.16624008119106293,0.06611639261245728,0.2061433494091034
31,0.19023479521274567,0.010069255717098713,0.013326995074748993,0.01948796771466732,0.4223025143146515,0.09934719651937485,0.02622447907924652,0.013927007094025612,0.03253176435828209,0.16714410483837128,0.005403850227594376
32,0.022508196532726288,0.038254376500844955,0.04731593653559685,0.17784559726715088,0.0880262702703476,0.02772466093301773,0.009565490297973156,0.13718798756599426,0.020787369459867477,0.040179673582315445,0.39060455560684204
33,0.08194921910762787,0.08311053365468979,0.27861520648002625,0.04827496036887169,0.030457399785518646,0.11168204993009567,0.15538907051086426,0.026359030976891518,0.02912900783121586,0.0425507128238678,0.11248275637626648
34,0.034024517983198166,0.07204866409301758,0.011228235438466072,0.028056848794221878,0.2577325701713562,0.026700438931584358,0.018535271286964417,0.06012747809290886,0.00456371670588851,0.17400860786437988,0.3129737079143524
35,0.3926083445549011,0.09907466173171997,0.17559289932250977,0.027540156617760658,0.06628932058811188,0.04662987217307091,0.028910180553793907,0.015410573221743107,0.07511778920888901,0.05516672134399414,0.01765952631831169
36,0.10392341762781143,0.09617786109447479,0.05080535635352135,0.04661523550748825,0.013021950609982014,0.10748036205768585,0.12639230489730835,0.023693570867180824,0.17231711745262146,0.019859736785292625,0.23971308767795563
37,0.06430771201848984,0.07951653748750687,0.08258769661188126,0.053876571357250214,0.1607012152671814,0.15632867813110352,0.2280249446630478,0.05112734064459801,0.05417397990822792,0.034124817699193954,0.035230472683906555
38,0.03384426236152649,0.1827688068151474,0.013950742781162262,0.09420229494571686,0.2383916676044464,0.022883350029587746,0.018546495586633682,0.09042362123727798,0.0408015251159668,0.18053412437438965,0.08365310728549957
39,0.005536218173801899,0.06958578526973724,0.02843054197728634,0.2684015929698944,0.1976756751537323,0.04439716041088104,0.05404561758041382,0.062275100499391556,0.07869713753461838,0.05051808059215546,0.1404370665550232
40,0.04948817193508148,0.06379257142543793,0.19289492070674896,0.24595384299755096,0.057194240391254425,0.13814672827720642,0.16144005954265594,0.008428315632045269,0.03472485393285751,0.021424507722258568,0.02651180699467659
41,0.017150813713669777,0.18476924300193787,0.015434893779456615,0.021171683445572853,0.29956039786338806,0.033998504281044006,0.25258171558380127,0.05322399362921715,0.09663265198469162,0.011501089669764042,0.013974924571812153
42,0.029025906696915627,0.30565154552459717,0.0344509594142437,0.025640055537223816,0.08133199065923691,0.02288268506526947,0.00332865072414279,0.12021109461784363,0.15328393876552582,0.0788147822022438,0.14537830650806427
43,0.0314854234457016,0.2559109628200531,0.012306333519518375,0.230716735124588,0.005402185954153538,0.3098096251487732,0.08164200186729431,0.02458447404205799,0.015117515809834003,0.02365368977189064,0.009370986372232437
44,0.13423623144626617,0.053872473537921906,0.15769724547863007,0.02936425246298313,0.045119404792785645,0.21514390408992767,0.020840372890233994,0.01997595839202404,0.24551911652088165,0.0325213186442852,0.04570962116122246
45,0.07165125757455826,0.039395660161972046,0.06841878592967987,0.08099579066038132,0.04446428269147873,0.034027017652988434,0.03549496829509735,0.08452919870615005,0.042227599769830704,0.059383291751146317,0.4394122362136841
46,0.06255727261304855,0.021427728235721588,0.03519425913691521,0.3104136288166046,0.008747506886720657,0.267535537481308,0.06764360517263412,0.07930449396371841,0.09679912030696869,0.03325577452778816,0.017121104523539543
47,0.011181271634995937,0.2275942713022232,0.1651175171136856,0.0007829057867638767,0.00930032692849636,0.32087358832359314,0.05453174561262131,0.02656969055533409,0.006507576443254948,0.014932253398001194,0.16260883212089539
48,0.06017712876200676,0.18046389520168304,0.018342068418860435,0.023742761462926865,0.16695629060268402,0.12491109222173691,0.030899398028850555,0.13637296855449677,0.1067378968000412,0.054843246936798096,0.09655318409204483
49,0.022142095491290092,0.07943961024284363,0.0070923566818237305,0.003001417499035597,0.4761310815811157,0.03778804466128349,0.0032336050644516945,0.11016329377889633,0.08981633931398392,0.004753023851662874,0.16643917560577393
50,0.04699992388486862,0.6845538020133972,0.019819075241684914,0.07053472101688385,0.033048518002033234,0.01161250937730074,0.004508105106651783,0.028624797239899635,0.031693194061517715,0.055496443063020706,0.013109022751450539
51,0.029321325942873955,0.11456257849931717,0.33064842224121094,0.06990218162536621,0.053504884243011475,0.013702587224543095,0.008254182524979115,0.06508033722639084,0.0916060134768486,0.12165974080562592,0.10175769776105881
52,0.2571880519390106,0.16920600831508636,0.07280020415782928,0.050006985664367676,0.14199624955654144,0.06745141744613647,0.04984448105096817,0.035344526171684265,0.03972713276743889,0.08360923826694489,0.032825686037540436
53,0.03108086623251438,0.04576578736305237,0.09837169945240021,0.2727948725223541,0.07607678323984146,0.23116709291934967,0.04930635914206505,0.0538213774561882,0.05905808135867119,0.022004470229148865,0.06055261939764023
54,0.20124241709709167,0.17989780008792877,0.07527922093868256,0.10783550888299942,0.07824500650167465,0.032859575003385544,0.04174147918820381,0.024106837809085846,0.18700264394283295,0.016744339838624,0.05504520609974861
55,0.08427692949771881,0.19049948453903198,0.015610954724252224,0.3578108251094818,0.03273526206612587,0.03808983042836189,0.000791671802289784,0.03359355032444,0.18607182800769806,0.033369652926921844,0.027149952948093414
56,0.03901975601911545,0.05951908230781555,0.1416725069284439,0.15623942017555237,0.1020173579454422,0.1064973995089531,0.04096425324678421,0.035002026706933975,0.13346035778522491,0.003170798299834132,0.1824369579553604
57,0.06742226332426071,0.18387563526630402,0.019377324730157852,0.1588706076145172,0.1388789564371109,0.015662049874663353,0.016119899228215218,0.043605905026197433,0.26606807112693787,0.060643430799245834,0.029475800693035126
58,0.0613257996737957,0.04181520640850067,0.02184426784515381,0.020833367481827736,0.008543815463781357,0.4652305245399475,0.13569626212120056,0.011493201367557049,0.11023055762052536,0.09010715782642365,0.03287995606660843
59,0.08796747773885727,0.14208942651748657,0.01446099765598774,0.2677486836910248,0.19429348409175873,0.06134678050875664,0.0012178217293694615,0.004473353270441294,0.11420384794473648,0.09231066703796387,0.01988745853304863
60,0.25346508622169495,0.14613619446754456,0.0990089699625969,0.0011469173477962613,0.1701747626066208,0.03539000824093819,0.019278641790151596,0.11018602550029755,0.014198645949363708,0.1373707354068756,0.013644088990986347
61,0.02744806930422783,0.03250746428966522,0.13307131826877594,0.05588702857494354,0.0620899498462677,0.056279506534338,0.02183232456445694,0.12382099032402039,0.020009910687804222,0.03836790844798088,0.42868557572364807
62,0.04190228879451752,0.12017788738012314,0.06300155818462372,0.032887887209653854,0.08999929577112198,0.015475906431674957,0.07771030813455582,0.1520703285932541,0.09026934951543808,0.0934893786907196,0.22301581501960754
63,0.0894101932644844,0.06513982266187668,0.1445492058992386,0.0017573465593159199,0.0756368637084961,0.1888275146484375,0.03253260999917984,0.13879957795143127,0.10314010828733444,0.09637655317783356,0.06383023411035538
64,0.050200000405311584,0.05438614264130592,0.1255495697259903,0.09343545138835907,0.09037979692220688,0.24498386681079865,0.01265096478164196,0.011951037682592869,0.13759301602840424,0.06636840850114822,0.11250169575214386
65,0.09370236098766327,0.14538900554180145,0.03420284017920494,0.08408021926879883,0.015156392008066177,0.2562001943588257,0.3180486559867859,0.0006100114551372826,0.044521477073431015,0.005380275659263134,0.0027085531037300825
66,0.20309750735759735,0.013723785988986492,0.24109415709972382,0.024000445380806923,0.06170717254281044,0.17462129890918732,0.017582744359970093,0.027671631425619125,0.09103375673294067,0.037466470152139664,0.10800108313560486
67,0.03486664965748787,0.08070577681064606,0.08347216993570328,0.15672746300697327,0.004522352013736963,0.2404024451971054,0.22149206697940826,0.016508350148797035,0.05471375957131386,0.05267935246229172,0.05390956625342369
68,0.024986358359456062,0.30863410234451294,0.0308707095682621,0.011815173551440239,0.24563898146152496,0.07457360625267029,0.024545172229409218,0.11206994950771332,0.09436257928609848,0.04168462008237839,0.030818728730082512
69,0.05157115310430527,0.1709444224834442,0.020906375721096992,0.04283914715051651,0.4238559603691101,0.0546761155128479,0.004788941238075495,0.028718305751681328,0.1576405018568039,0.02234671451151371,0.021712299436330795
70,0.1545688807964325,0.0887192040681839,0.14063206315040588,0.11405930668115616,0.18670088052749634,0.011070383712649345,0.08146221190690994,0.07872255891561508,0.05671657621860504,0.021193092688918114,0.06615481525659561
71,0.0376947820186615,0.10369178652763367,0.024783536791801453,0.18451905250549316,0.18292950093746185,0.14758414030075073,0.14851148426532745,0.0844322144985199,0.06485896557569504,0.010129833593964577,0.010864585638046265
72,0.20711886882781982,0.10548696666955948,0.033529847860336304,0.11606772243976593,0.01591990701854229,0.09453804045915604,0.03162683919072151,0.007464983966201544,0.06926338374614716,0.20065715909004211,0.11832623928785324
73,0.18611104786396027,0.15262000262737274,0.242876335978508,0.04702172055840492,0.01450530905276537,0.1617802232503891,0.014892036095261574,0.07443170994520187,0.05771167203783989,0.010693814605474472,0.03735605254769325
74,0.051986467093229294,0.11235065013170242,0.040394049137830734,0.08169810473918915,0.14695939421653748,0.052409928292036057,0.144473597407341,0.04082712531089783,0.10852612555027008,0.028033485636115074,0.1923411786556244
75,0.0236105527728796,0.02738732285797596,0.061931055039167404,0.06237652897834778,0.011224408634006977,0.021291451528668404,0.06270790100097656,0.043211691081523895,0.018454475328326225,0.04532783851027489,0.6224768161773682
76,0.12109962850809097,0.17798912525177002,0.09765595197677612,0.007834632880985737,0.11183066666126251,0.16005875170230865,0.010982201434671879,0.029273612424731255,0.10806261003017426,0.12992794811725616,0.04528491199016571
77,0.22001399099826813,0.014418198727071285,0.1444719433784485,0.029913393780589104,0.013072849251329899,0.24482183158397675,0.04474424943327904,0.012144926004111767,0.05801365152001381,0.0631449818611145,0.15523986518383026
78,0.01761358417570591,0.38241949677467346,0.033819932490587234,0.002114871982485056,0.2741292417049408,0.0019697402603924274,0.0914701297879219,0.07696672528982162,0.0673939511179924,0.04304782301187515,0.00905443076044321
79,0.03670237585902214,0.13867297768592834,0.09858152270317078,0.11613915115594864,0.03457285463809967,0.045413095504045486,0.0485261045396328,0.13351093232631683,0.16272716224193573,0.061375848948955536,0.12377800792455673
80,0.0556931272149086,0.1510583609342575,0.0972040519118309,0.016781125217676163,0.032448429614305496,0.17991353571414948,0.005418994463980198,0.11899417638778687,0.14724281430244446,0.1502155214548111,0.04502994194626808
81,0.12677283585071564,0.01922161690890789,0.12039540708065033,0.02965116687119007,0.016028566285967827,0.20419254899024963,0.04903639480471611,0.05746090039610863,0.1295410543680191,0.10223383456468582,0.14546559751033783
82,0.0762626901268959,0.05094002187252045,0.22011177241802216,0.01211109384894371,0.0355239138007164,0.06546259671449661,0.06070418655872345,0.0920296311378479,0.030523663386702538,0.19566066563129425,0.16066963970661163
83,0.01423728372901678,0.1431131362915039,0.0024809916503727436,0.25745639204978943,0.03651716560125351,0.15063247084617615,0.17974096536636353,0.01582665741443634,0.11003010720014572,0.07711926102638245,0.012845574878156185
84,0.02518496662378311,0.01680757664144039,0.1394980102777481,0.036069002002477646,0.09213628619909286,0.08499328047037125,0.012342329137027264,0.12538383901119232,0.2494986355304718,0.01651037111878395,0.20157575607299805
85,0.04893002659082413,0.03961563482880592,0.04853401705622673,0.038642458617687225,0.12820829451084137,0.015079538337886333,0.004159651231020689,0.05170685425400734,0.39802080392837524,0.07862204313278198,0.14848065376281738
86,0.0975201427936554,0.07177723199129105,0.033928193151950836,0.22900788486003876,0.1255684494972229,0.008286263793706894,0.15916606783866882,0.054340463131666183,0.14361482858657837,0.0671965554356575,0.009593880735337734
87,0.023486342281103134,0.13558535277843475,0.03595992177724838,0.09314950555562973,0.34774795174598694,0.019750285893678665,0.04213591292500496,0.08287852257490158,0.0363415852189064,0.07022710889577866,0.11273740977048874
88,0.0060017104260623455,0.02742079459130764,0.17111359536647797,0.01590590737760067,0.0671418309211731,0.07368311285972595,0.13765065371990204,0.09177765995264053,0.03184596449136734,0.32145610451698303,0.05600258708000183
89,0.06783563643693924,0.07269207388162613,0.054716963320970535,0.10143735259771347,0.19032146036624908,0.08195479959249496,0.1733977049589157,0.0239082183688879,0.08831173926591873,0.05679734796285629,0.08862675726413727
90,0.11395486444234848,0.08752689510583878,0.0631854236125946,0.03956185653805733,0.26332804560661316,0.09365963190793991,0.04300542548298836,0.12089931219816208,0.06475002318620682,0.07896476238965988,0.031163737177848816
91,0.0709487646818161,0.08518282324075699,0.122852623462677,0.020638655871152878,0.012701356783509254,0.2777371406555176,0.10267410427331924,0.10186248272657394,0.05464209243655205,0.023153753951191902,0.12760618329048157
92,0.1973307579755783,0.05144114792346954,0.19172212481498718,0.1325342059135437,0.1772831827402115,0.01845259591937065,0.09813439846038818,0.03256268799304962,0.057677146047353745,0.021761922165751457,0.021099941805005074
93,0.0993775874376297,0.16826339066028595,0.05206795781850815,0.017920300364494324,0.0381968654692173,0.28480789065361023,0.05339786037802696,0.049252405762672424,0.20682653784751892,0.02046298235654831,0.009426266886293888
94,0.07219740003347397,0.1923765242099762,0.17394259572029114,0.023316137492656708,0.0453864261507988,0.19312971830368042,0.0019132532179355621,0.03966314718127251,0.11549562960863113,0.11466275155544281,0.027916450053453445
95,0.06871995329856873,0.17899420857429504,0.13617783784866333,0.01799841970205307,0.11198311299085617,0.12673455476760864,0.0328897126019001,0.0257420651614666,0.2366529107093811,0.041919395327568054,0.02218777686357498
96,0.009934170171618462,0.4222826659679413,0.04181357100605965,0.01366303488612175,0.059150997549295425,0.11485885083675385,0.04634806513786316,0.0032899035140872,0.22355414927005768,0.047830719500780106,0.017273876816034317
97,0.04186253994703293,0.08264891803264618,0.15383459627628326,0.2221110463142395,0.07654288411140442,0.009084559977054596,0.06143219769001007,0.019984979182481766,0.11863232403993607,0.05163578316569328,0.16223010420799255
98,0.08465084433555603,0.04271107539534569,0.14003531634807587,0.27489909529685974,0.23954878747463226,0.012724848464131355,0.034663405269384384,0.021349536255002022,0.059500083327293396,0.07741346955299377,0.012503575533628464
99,0.025554217398166656,0.11569759249687195,0.18505065143108368,0.025294629856944084,0.04394136741757393,0.0024113974068313837,0.0053140451200306416,0.19493621587753296,0.05718810111284256,0.07886109501123428,0.26575061678886414
100,0.048774462193250656,0.10810551792383194,0.28402483463287354,0.03778935968875885,0.03186539560556412,0.02809094451367855,0.008969414047896862,0.08594127744436264,0.061436861753463745,0.03402894735336304,0.27097299695014954
101,0.13530689477920532,0.15862417221069336,0.062426310032606125,0.040667276829481125,0.09528321027755737,0.20396821200847626,0.0313834547996521,0.055073902010917664,0.13805262744426727,0.024372711777687073,0.05484132096171379
102,0.5732886791229248,0.05987595394253731,0.13996410369873047,0.02630038559436798,0.038115959614515305,0.017388543114066124,0.04030276834964752,0.019352532923221588,0.027314020320773125,0.020471014082431793,0.0376259908080101
103,0.08900734037160873,0.08580946922302246,0.04295826330780983,0.28933870792388916,0.06552356481552124,0.0724637359380722,0.02467161789536476,0.02199701964855194,0.08372615277767181,0.04607858508825302,0.17842550575733185
104,0.14234694838523865,0.1410645842552185,0.03830336779356003,0.049690015614032745,0.2804168462753296,0.062469933182001114,0.059190407395362854,0.018751485273241997,0.05856802314519882,0.020695015788078308,0.12850341200828552
105,0.011878571473062038,0.08381325006484985,0.05260390788316727,0.03967713564634323,0.20659568905830383,0.13769148290157318,0.043742962181568146,0.03274690732359886,0.25259560346603394,0.04248203709721565,0.09617244452238083
106,0.023405274376273155,0.0760110393166542,0.036879852414131165,0.01314206887036562,0.1322219967842102,0.03752398118376732,0.009104134514927864,0.04254436865448952,0.04021275416016579,0.032001640647649765,0.5569528341293335
107,0.01237137708812952,0.06259964406490326,0.010637672618031502,0.02608412690460682,0.017672516405582428,0.499996155500412,0.07191183418035507,0.049156200140714645,0.18678058683872223,0.0060332645662128925,0.05675655975937843
108,0.07244419306516647,0.11338146030902863,0.025619860738515854,0.14300158619880676,0.11470455676317215,0.1756194829940796,0.03628319874405861,0.010853049345314503,0.08726519346237183,0.17400406301021576,0.04682331904768944
109,0.07467585057020187,0.04319183900952339,0.24138256907463074,0.06990298628807068,0.02747572399675846,0.34514275193214417,0.005248289089649916,0.05393783748149872,0.028770053759217262,0.04124665632843971,0.06902541220188141
110,0.02983882836997509,0.207124724984169,0.04369453340768814,0.06793157756328583,0.207857146859169,0.03033759631216526,0.06557898968458176,0.030844511464238167,0.2307000756263733,0.020051680505275726,0.06604044884443283
111,0.04058995842933655,0.3488374948501587,0.024675266817212105,0.04265673831105232,0.018580671399831772,0.0020443983376026154,0.052225831896066666,0.10598454624414444,0.2865210771560669,0.014361392706632614,0.06352271884679794
112,0.11776498705148697,0.18248210847377777,0.008649319410324097,0.06782830506563187,0.17885786294937134,0.013907847926020622,0.02002090960741043,0.2859679162502289,0.06787619739770889,0.0026295394636690617,0.054015036672353745
113,0.042829856276512146,0.11950474977493286,0.053261127322912216,0.24755610525608063,0.13817112147808075,0.020521553233265877,0.015314655378460884,0.061285678297281265,0.035481929779052734,0.06076404079794884,0.20530910789966583
114,0.0070076026022434235,0.22539454698562622,0.11626281589269638,0.09404800087213516,0.08479423820972443,0.03361011669039726,0.10131563991308212,0.13787564635276794,0.12117744237184525,0.02226816862821579,0.0562458410859108
115,0.004916012287139893,0.12399216741323471,0.050006888806819916,0.44064295291900635,0.2374410480260849,0.043770961463451385,0.0025267049204558134,0.02273637428879738,0.01753467693924904,0.0072459932416677475,0.04918629303574562
116,0.03150901198387146,0.11226185411214828,0.024235915392637253,0.18081766366958618,0.1017097532749176,0.0877724215388298,0.039084989577531815,0.05689346790313721,0.0511271208524704,0.09506753087043762,0.21952031552791595
117,0.5935565829277039,0.07113715261220932,0.02575496770441532,0.0134372403845191,0.011966817080974579,0.01067386008799076,0.02393149957060814,0.20827129483222961,0.020185938104987144,0.01514588575810194,0.005938708316534758
118,0.136919304728508,0.017822861671447754,0.32044944167137146,0.08787266910076141,0.08661482483148575,0.20725548267364502,0.005801060702651739,0.049845099449157715,0.027107825502753258,0.022434845566749573,0.03787645697593689
119,0.10892566293478012,0.25568631291389465,0.01788112334907055,0.1458243727684021,0.12156756222248077,0.1049971953034401,0.01329734455794096,0.12714150547981262,0.026190193369984627,0.01249847374856472,0.06599027663469315
120,0.03175409883260727,0.03398406505584717,0.42129945755004883,0.032310932874679565,0.009169517084956169,0.043252673000097275,0.1454983800649643,0.03443535044789314,0.011991161853075027,0.07660751789808273,0.15969686210155487
121,0.06307460367679596,0.13506793975830078,0.02487318404018879,0.03849386051297188,0.1530046910047531,0.15529252588748932,0.25498533248901367,0.015696974471211433,0.08250907063484192,0.04578995704650879,0.031211795285344124
122,0.02116408385336399,0.045826930552721024,0.030650248751044273,0.20927545428276062,0.21468277275562286,0.01842871494591236,0.37603434920310974,0.014755240641534328,0.031231088563799858,0.001444588997401297,0.0365065298974514
123,0.01943742297589779,0.13645625114440918,0.047619257122278214,0.11203990131616592,0.14479991793632507,0.10672944039106369,0.15189407765865326,0.006689969450235367,0.24125677347183228,0.006741993594914675,0.026334907859563828
124,0.010824546217918396,0.08521581441164017,0.0902155339717865,0.010648294351994991,0.19799645245075226,0.2003747671842575,0.057925451546907425,0.034937214106321335,0.25008702278137207,0.046953968703746796,0.014820917509496212
125,0.01186660397797823,0.22000326216220856,0.03756174445152283,0.0014549529878422618,0.04189649596810341,0.2969149053096771,0.2019929736852646,0.004104950465261936,0.07748838514089584,0.059569716453552246,0.04714597761631012
126,0.08393177390098572,0.2678602337837219,0.10909967124462128,0.021628620103001595,0.00458164606243372,0.035146091133356094,0.010437877848744392,0.1534435898065567,0.06969719380140305,0.11000210046768188,0.13417118787765503
127,0.35758742690086365,0.07787948101758957,0.06371435523033142,0.039882492274045944,0.01389501616358757,0.19042253494262695,0.007392385508865118,0.04168340563774109,0.05309544503688812,0.1268814653158188,0.02756599150598049
128,0.11516951024532318,0.0713048130273819,0.016956506296992302,0.1454939991235733,0.0015631235437467694,0.3352052569389343,0.24173755943775177,0.01109650731086731,0.005607228260487318,0.031854163855314255,0.0240113977342844
129,0.271287202835083,0.06779365986585617,0.06502359360456467,0.006537540350109339,0.03424941375851631,0.08335646241903305,0.04981498420238495,0.09580376744270325,0.2426840215921402,0.019860440865159035,0.063588947057724
130,0.028158245608210564,0.04396584630012512,0.021784808486700058,0.0004192799096927047,0.00862411130219698,0.5463460087776184,0.039163269102573395,0.007824365980923176,0.14775942265987396,0.07018260657787323,0.08577200770378113
131,0.033768173307180405,0.13853193819522858,0.011658133007586002,0.012739667668938637,0.05752190575003624,0.40139511227607727,0.014953885227441788,0.11165688186883926,0.06207962706685066,0.12819740176200867,0.027497196570038795
132,0.01878020353615284,0.0468008816242218,0.18457309901714325,0.02798059955239296,0.04544125869870186,0.21994423866271973,0.018849778920412064,0.06366152316331863,0.03029063157737255,0.05773294344544411,0.2859448194503784
133,0.01220706570893526,0.15198585391044617,0.031054852530360222,0.06781933456659317,0.1752995401620865,0.004151225555688143,0.006042564287781715,0.25381478667259216,0.02915949746966362,0.05476412922143936,0.21370112895965576
134,0.14323997497558594,0.05511217564344406,0.005857475101947784,0.3481953740119934,0.015072199515998363,0.10263274610042572,0.060456544160842896,0.06539402157068253,0.029780395328998566,0.02061290107667446,0.15364623069763184
135,0.05551780387759209,0.10349278897047043,0.04589231312274933,0.24902325868606567,0.004476193804293871,0.3329542279243469,0.07329508662223816,0.0030404964927583933,0.09690289944410324,0.011323370970785618,0.024081610143184662
136,0.11046843975782394,0.1054445207118988,0.038858890533447266,0.06892029196023941,0.4304679334163666,0.02443351037800312,0.09134203940629959,0.004146355204284191,0.015759197995066643,0.09115289896726608,0.01900598593056202
