B cells,Dendritic cells,Endothelial cells,Epithelial cells,Fibroblasts,Monocytes and Macrophages,NK cells,PCs,PVL,T cells CD4,T cells CD8
0.0012855781,0.031596847,0.28240004,0.5078993,4.7886926e-05,1.5781607e-05,0.047534432,2.3763634e-05,0.12532194,0.00060543604,0.0032689925
0.01036835,0.003198174,0.0034123007,0.04170426,0.00073304365,0.45304674,0.24818042,0.00058419415,0.019998033,0.01906507,0.1997094
0.002022458,0.07884214,0.045693904,0.49666134,0.05719077,0.016029349,0.016135197,0.14210926,0.10168348,0.042904127,0.0007280079
0.00019560965,0.07152198,0.0117472885,1.0105534e-06,0.036831047,0.1836533,0.011562319,0.47477964,0.0017321403,0.12314698,0.08482865
0.006132375,0.08575619,0.032809224,0.010180503,0.09125612,0.01609159,0.08421042,0.42829955,0.029405093,0.06318572,0.15267323
0.14217557,0.047413703,0.17827885,0.064477935,0.00656854,0.0014164723,0.0055452487,0.024669329,0.02696507,0.064836375,0.43765295
0.5328303,0.008465007,0.04531067,2.817373e-06,0.04370549,0.000335822,0.0006228282,0.0005609121,0.008424167,0.32972917,0.030012814
0.19028011,0.09316299,0.059664123,0.09618136,0.04316715,0.0037079798,0.1444901,0.08032045,0.28597134,0.003027543,2.6871225e-05
0.38454658,0.03659114,0.07625477,9.42794e-05,0.03715259,0.029448045,0.02036956,0.00032748768,0.0022466523,0.037165172,0.37580374
0.00042871025,0.089616515,0.26631114,1.6115002e-06,0.04011793,0.039233305,0.033822995,0.32306668,0.02388296,0.13946956,0.044048615
0.023097308,0.036439326,0.20954189,0.38532266,0.007094362,0.0006119417,0.151283,0.049716506,0.08440983,0.03423674,0.018246496
0.0016046198,0.0052616936,0.017448468,3.8341364e-06,0.3778256,0.30421817,0.0030162272,0.041187994,0.061498508,0.17765325,0.010281649
5.231925e-05,0.0004936417,0.0070759766,0.82928646,9.9563695e-06,7.225929e-06,0.12702963,3.5116088e-06,0.028075976,0.0018164563,0.0061488505
0.02705904,0.06763742,0.08938009,0.3363982,0.0096275,0.24582256,0.08546685,0.03668023,0.03018255,0.070486575,0.0012589468
0.024099823,0.13588497,0.22547965,3.139279e-07,0.032499358,0.4070505,0.044525355,0.067276314,0.06045697,0.0024479749,0.00027876435
0.016491326,0.01933771,0.14932032,0.08761859,0.13551287,0.0885681,0.25068617,0.20754397,0.016612507,0.010712722,0.017595716
0.24123332,0.08033429,0.1014587,0.0029179673,0.059533574,0.013242342,0.18261689,0.15958728,0.011226924,0.06309098,0.0847577
0.0013333046,0.1334136,0.017452478,4.5680247e-07,0.018415812,0.3119203,0.3184722,0.16103448,0.019766252,0.01749575,0.0006953785
0.0006168164,0.0012805383,0.042279318,0.47077572,6.016143e-05,0.014346725,0.04430332,0.0007083979,0.110089146,0.0030935118,0.31244636
0.5526489,0.011450397,0.101461016,0.041273374,0.08339074,0.06853558,0.0028181118,0.011947526,0.011100702,0.019129174,0.096244484
0.00037728462,0.00017687443,0.023470681,0.93575037,0.00021550055,5.243382e-05,0.00877452,0.00017294794,0.014537567,0.0033516278,0.013120286
0.3868922,0.025459852,0.23921764,0.0103540495,0.06179238,0.016941544,0.044726517,0.038577847,0.0071088346,0.071860105,0.097069055
5.467308e-06,2.6398804e-05,0.0010860645,0.99352133,1.0064989e-05,0.00022042623,0.0017219421,4.5272172e-06,0.0029533894,4.0765778e-07,0.0004500183
0.0427816,0.0801368,0.16714653,0.0021458932,0.065199465,0.021038217,0.0347107,0.16254286,0.12251875,0.09560268,0.2061765
0.010791967,0.102397665,0.13191164,0.0018264086,0.06763192,0.05979333,0.03332611,0.18966386,0.0039902776,0.05890938,0.33975744
0.026280714,0.05443896,0.09093076,2.0612553e-05,0.17391086,0.017508555,0.007886492,0.35565677,0.10629566,0.021294381,0.14577621
0.058566574,0.11612497,0.06532984,0.00026157408,0.14606123,0.055643383,0.017041538,0.2439563,0.018840617,0.1701997,0.107974306
0.10433112,0.054751687,0.15959054,0.008004908,0.109422825,0.11830749,0.038173303,0.15259522,0.03537653,0.056630164,0.16281624
0.015749576,0.015265791,0.09768943,0.0018202665,0.15925524,0.16542637,0.043767884,0.02326189,0.078985475,0.30437574,0.09440231
0.00038758633,0.027419262,0.12820138,0.0016799611,0.17049776,0.15736747,0.028809182,0.32635826,0.010095032,0.010675017,0.1385091
0.005065867,0.057459645,0.10093264,0.21694185,0.12375501,0.0034391899,0.23208958,0.034698777,0.03265711,0.011957356,0.18100294
0.008387177,0.13491124,0.073411256,4.419394e-06,0.039119713,0.054825544,0.01919224,0.32735777,0.006529911,0.040993318,0.2952674
0.0073487125,0.10963389,0.24498267,1.5691704e-06,0.071111165,0.040474832,0.053386193,0.06770712,0.20329478,0.19033173,0.011727332
0.0008178932,0.0018730924,0.06235656,0.64420795,0.0007705981,0.00089344324,0.23664804,3.6291684e-05,0.012823744,0.0004685026,0.039103836
0.14854747,0.08559732,0.022890668,0.024374096,0.0007577787,0.0170721,0.0016610279,0.00061877177,0.054401994,0.052088473,0.5919903
0.0006547321,0.057523794,0.08209055,0.21939532,0.030194761,0.010139795,0.078216985,0.05933139,0.4607678,0.000832427,0.0008524291
0.013241455,0.2704931,0.0067102076,0.16157834,0.0156709,0.037667725,0.1881582,0.049724866,0.07754438,0.07977021,0.09944063
0.05848158,0.1903398,0.031854615,0.31021717,0.1719829,0.017905837,0.004652965,0.07681497,0.015694337,0.0063522835,0.115703546
