B cells,Dendritic cells,Endothelial cells,Epithelial cells,Fibroblasts,Monocytes and Macrophages,NK cells,PCs,PVL,T cells CD4,T cells CD8
0.054723267,0.11821531,0.10813649,0.0038232342,0.040182263,0.056711227,0.2188548,0.15636387,0.022156779,0.10309653,0.117736265
0.00072031276,0.011662702,0.020946383,0.6121068,0.0010618375,0.00024991765,0.2524886,0.00063277135,0.015799714,0.00010327856,0.08422773
0.032301012,0.1847107,0.013425079,0.17716524,0.011448037,0.0430508,0.018362513,0.36110607,0.09006907,0.06376069,0.0046007675
0.20434907,0.1133969,0.008222107,0.032118026,0.0009738446,0.00079648744,0.05057263,0.020815168,0.0147586195,0.032991562,0.52100563
0.0005436376,0.012368081,0.023901124,0.8684232,4.3385207e-05,0.0002378787,0.0196282,5.9010184e-05,0.07463777,0.00013656204,2.109856e-05
0.34492606,0.029481664,0.01685612,0.007002604,0.006540092,0.022006426,0.023211371,0.083719544,0.0013620132,0.022666851,0.44222727
2.0478046e-06,4.1686967e-06,0.0007220943,0.9909601,2.5257766e-06,1.5165529e-06,0.00598635,3.0813528e-05,0.0018714371,2.1338245e-08,0.00041899082
0.035855375,0.043328024,0.06322806,1.5803654e-06,0.011892872,0.538499,0.06907959,0.0212336,0.022167537,0.19061112,0.004103211
0.011570261,0.010925997,0.10989547,7.498304e-06,0.28033417,0.062411837,0.03755899,0.118496105,0.052591227,0.26865888,0.047549523
0.00029320415,0.000662244,0.0007873445,0.62391776,0.0001562695,0.146485,0.05501628,0.00015176648,0.00448971,0.0041987523,0.1638417
0.14660043,0.044377998,0.100378454,0.03657575,0.17067862,0.022605414,0.051466394,0.04883012,0.039185043,0.06003165,0.2792701
0.0009763918,0.00032048638,0.25335997,0.51944447,0.0005906238,3.304935e-05,0.038248815,0.002485248,0.05311075,0.08582056,0.0456096
0.0041169524,0.018034723,0.002854435,0.25523192,6.457541e-05,0.13651039,0.4942374,0.00010281733,0.062454462,0.020962724,0.0054295775
0.05482672,0.14444797,0.42558485,0.22657272,0.017490728,0.0021853794,0.011446816,0.0037134953,0.05298288,0.010490562,0.050257884
0.48620227,0.048351035,1.8648472e-05,0.11772322,0.00016515332,0.0003686636,0.14107351,4.9039354e-08,0.19910279,0.0069238273,7.089268e-05
0.021055037,0.08260607,0.04220646,0.0062028025,0.25225505,0.09569933,0.02309763,0.14165029,0.048754696,0.27818173,0.008290866
0.003993661,0.0043409257,0.01633087,0.94199693,0.00021179017,0.00015102266,0.0031248624,0.0020385862,0.02762722,3.0247622e-05,0.00015381648
0.000722806,0.12779064,0.006463016,8.81316e-08,0.0061480263,0.34801644,0.1134257,0.3355243,0.00827721,0.052308906,0.0013228483
0.004259674,0.0017347632,0.012772863,0.7146394,3.473006e-05,1.6888822e-05,0.1510028,3.5154022e-05,0.028599586,0.0010077278,0.08589629
0.0007917029,0.0043894975,0.03194783,0.8234527,5.8899222e-06,0.0003644957,0.121557854,0.0014043082,0.0070256265,5.5039374e-05,0.009005045
0.003633761,0.032931462,0.08216626,0.4100873,0.10306832,0.0036294644,0.006773766,0.051511995,0.30347502,0.002236394,0.00048631767
0.02626173,0.0013127037,0.49888158,0.10471572,3.0890904e-05,0.015097618,0.0011181375,0.0035173926,0.34886974,0.0001876191,6.8543773e-06
0.003927644,0.105859354,0.07930336,4.8675778e-05,0.123916544,0.001241649,0.060784496,0.22398192,0.024523396,0.19602066,0.18039227
0.0038482756,0.106526494,0.08825518,7.654582e-05,0.15964422,0.0013307318,0.08384465,0.044625856,0.057288677,0.4097666,0.044792715
0.013807798,0.07446773,0.07745403,0.00013281398,0.111126006,0.044806138,0.06264594,0.24645899,0.003208953,0.32989895,0.035992637
0.029764356,0.03835029,0.07051693,0.009774292,0.069488436,0.032960188,0.22706378,0.16197911,0.043297175,0.25432327,0.062482174
0.0013443704,0.14469615,0.36168364,1.0102277e-10,0.027732493,0.3611463,0.06769305,6.532456e-05,0.019690135,0.010945896,0.005002659
0.0005541169,0.16422667,0.1836682,0.079988636,0.10741687,0.23586659,0.10055093,0.0021801998,0.09809929,0.0004096086,0.027038932
4.3732987e-05,3.9692437e-05,0.006139589,0.9431195,1.2233859e-05,9.579737e-06,0.0012920399,2.2116724e-06,0.049295064,2.735647e-06,4.3575077e-05
0.0048384694,0.0015270888,0.060508057,6.299587e-05,0.11524604,0.17628108,0.44765463,0.0010875246,0.19269396,9.306576e-06,9.092191e-05
0.0016446551,0.0047806595,0.029828096,0.38520676,0.0242999,0.0066340766,0.017476013,0.18879882,0.34129307,1.9882633e-05,1.8093871e-05
0.00054150855,0.00017111869,0.135048,0.72385585,0.0005697384,7.744774e-05,0.014687447,2.293141e-05,0.12427144,7.4935956e-06,0.0007469777
0.002735186,0.16036767,0.079618305,0.13360843,0.016318485,0.08881693,0.032431565,0.28291208,0.17189446,0.022330739,0.008966142
0.0018462306,0.0031263593,0.031845212,0.28403604,0.0009665179,0.35417408,0.22103718,0.0051398524,0.07890771,0.0064863255,0.012434484
0.00078194356,0.01488527,0.07397297,0.36902356,0.0006267525,0.00067186996,0.15808906,0.075953774,0.08738853,0.20873544,0.009870787
3.4528908e-05,0.0037943136,6.247614e-05,0.1495831,1.9276472e-06,0.6727254,0.025005354,0.00090847735,0.0030194258,9.9109246e-05,0.14476585
0.18090254,0.1298826,0.22302425,3.4711455e-05,0.007902217,0.0024623089,0.028692544,0.029884472,0.004720686,0.03494985,0.35754383
0.042023238,0.09825526,0.040170304,0.2560196,0.16633274,0.0059877094,0.26262787,0.008302808,0.036928236,0.0249255,0.05842678
0.0022336417,0.013086895,0.003768165,0.76399237,3.8933325e-05,0.002157395,0.1886227,0.002186873,0.020626226,0.0005273374,0.0027594122
0.08147442,0.035652746,0.09324309,0.00013754661,0.06349555,0.17980438,0.03138117,0.30468714,0.014797211,0.1952575,6.921334e-05
0.00022827729,0.0004494187,0.06555129,0.5099926,0.009040603,0.34152994,0.00028390874,0.0012241143,0.06523816,0.0064615197,1.7592683e-07
0.008945403,0.014737,0.009682224,0.9120438,0.0014947387,0.00031250485,0.0023961083,0.0056496626,0.022316359,0.0012976397,0.02112451
0.009089623,0.0018200995,0.14580156,0.12111277,0.00039901817,0.32644397,0.17527594,0.0029899382,0.21011302,0.006261981,0.0006921401
0.00023492725,0.004042636,0.0005531571,0.85516393,4.4526214e-06,1.138849e-05,0.048456028,6.484177e-05,0.09114037,8.596968e-05,0.00024230895
3.663612e-05,5.840397e-05,0.0011620615,0.9876447,9.53718e-06,4.0242798e-05,0.00773142,2.1734924e-05,0.0031282026,6.4015217e-07,0.00016658628
0.001785052,0.12070958,0.3708762,1.3591961e-09,0.039128333,0.34008354,0.07230352,8.604014e-05,0.04048945,0.009217837,0.005320421
0.015164123,0.052473407,0.07359941,3.2115258e-06,0.023749847,0.33703527,0.3100008,0.09131446,0.015769616,0.07880563,0.00208423
0.035445727,0.18884906,0.032794468,0.008040492,0.09854299,0.0069584185,0.08176703,0.00709246,0.15187868,0.27550215,0.11312849
0.0029568092,0.0033204341,0.09155469,0.39269763,0.0072915475,6.481159e-06,0.1745354,0.0041115796,0.3147999,0.0036575713,0.005067995
0.0016414451,0.0009988332,0.0022176132,0.9459313,3.0279338e-05,0.00026393213,0.0065126503,0.00016922255,0.042108726,5.8265396e-06,0.00012015988
0.00365275,0.10107514,0.15637383,7.18368e-06,0.0418697,0.22363698,0.07291058,0.09562603,0.019256867,0.10321765,0.18237332
0.065994315,0.061758645,0.08439918,0.00022263397,0.085338995,0.172409,0.15880214,0.19464433,0.10213962,0.0664583,0.007832812
0.017607683,0.13587168,0.025265317,5.9237263e-06,0.0058423216,0.0024302944,0.0916823,0.20221588,0.03465209,0.46792436,0.01650217
0.009991756,0.008557538,0.3241803,0.2418094,0.012303633,0.00011315979,0.2550129,8.456177e-05,0.1064506,0.00042844837,0.041067753
0.25536096,0.075835,0.020603206,0.005942177,0.04709431,0.0068878066,0.01259641,0.12441381,0.002974629,0.41849053,0.029801145
0.12117464,0.022269221,0.051756106,0.0018950247,0.09700175,0.14997946,0.12595578,0.020912787,0.03629884,0.06955059,0.30320576
6.568568e-06,0.00018285558,0.000107423875,0.19359387,6.50306e-07,0.39054018,0.3932954,1.3011731e-06,0.018560769,0.003710668,3.5351377e-07
0.01436724,0.108277775,0.1285553,1.8716748e-05,0.08996444,0.16620776,0.036590427,0.20604078,0.01041338,0.039977964,0.19958621
0.23346695,0.045264654,0.0445651,0.00010812419,0.077366374,0.019416777,0.009327998,0.1121887,0.008200496,0.38069534,0.069399476
0.017992109,0.027743412,0.10421507,4.7315452e-06,0.025661875,0.00081701536,0.0025550174,0.06836406,0.041904718,0.48188448,0.2288575
0.031537265,0.081804365,0.007645357,0.16203745,0.12556906,0.015836865,0.11399822,0.00015878998,0.01695728,0.07365561,0.37079978
0.00033156818,0.0015020237,0.007794383,0.8100858,4.9941824e-05,0.00011092023,0.048301898,8.664168e-06,0.010218069,3.384656e-05,0.12156291
0.0027024525,0.014734955,0.0073571443,0.6288508,0.00024393854,0.00017613225,0.29197705,0.008357411,0.0450629,2.820761e-05,0.0005090027
0.008141037,0.1917284,0.0055247326,0.055063635,0.010773282,0.0069022756,0.040083736,0.20825796,0.022966707,0.10315909,0.34739918
0.24403009,0.021431774,0.07103327,0.0034989885,0.027917452,0.0008072317,0.025629284,2.4954965e-05,0.024636611,0.02547237,0.555518
0.0577389,0.07851458,0.0076537314,0.0077955425,0.03458742,0.15710732,0.018093081,0.46572417,0.025519911,0.022812601,0.1244527
0.25288227,0.042455964,0.14363803,0.1038609,0.013537426,0.00037568057,0.024780493,0.0068806796,0.010565975,0.08680826,0.3142143
0.09588587,0.2526907,0.06588144,7.1108775e-06,0.07044926,0.14290383,0.033251975,0.08170804,0.0038643451,0.24605548,0.0073019317
0.027669575,0.21703953,0.016500937,3.8146518e-05,0.0035627992,0.1475336,0.0002431164,0.00385259,0.0046588574,0.030759558,0.54814124
0.012383141,0.073426396,0.23844023,6.288184e-05,0.03358249,0.040114973,0.12593646,0.15107131,0.14125757,0.091729164,0.091995396
0.040049464,0.10196306,0.2056258,0.00011439787,0.03117225,0.0051590037,0.06942815,0.20828256,0.015535622,0.28886002,0.033809695
0.0035285354,0.13247907,0.13266057,5.3819683e-08,0.18537974,0.07245944,0.03206647,0.24404468,0.020652894,0.13117874,0.04554984
0.0031298927,0.027051594,3.4858946e-05,0.17324866,0.0001722821,0.009579574,0.270965,4.144246e-06,0.02105121,4.008477e-06,0.49475878
0.00031489873,0.0009476713,0.0026515678,0.45874256,6.0206818e-05,0.044048388,0.04387682,0.091119,0.004514892,0.25580913,0.09791489
0.021504391,0.009329209,0.008565276,0.16904983,0.00051853387,0.14215274,0.010642574,0.0019309471,0.005640556,0.0131187495,0.61754715
0.0023022774,0.06842611,0.20905435,8.204512e-05,0.12983045,0.407677,0.011413973,0.0003116027,0.1507465,0.018802056,0.0013536804
0.0024581961,0.037019227,0.0014308187,0.56231123,1.3029447e-05,0.26522917,0.0035097713,5.9644215e-05,0.1277912,0.00013727488,4.039843e-05
0.13369691,0.055662148,0.035568193,0.30229568,0.088885844,0.0011761439,0.019262787,0.1603564,0.16303459,0.039754853,0.0003064091
0.014421596,0.016589005,0.044566017,0.43639088,0.0005858239,0.061161473,0.008135816,4.169754e-05,0.004949712,0.0020053242,0.41115266
0.0066733607,0.13429543,0.05734835,0.1772472,0.18095878,0.34785753,0.014012605,0.07850054,0.0026670962,0.00042276314,1.641752e-05
0.2951336,0.011331366,0.023395358,0.1154407,0.03696791,0.16513711,0.23307772,0.03917434,0.07779449,0.0002679625,0.0022794139
0.047402874,0.105398156,0.16017008,0.15302742,0.09902716,0.014317696,0.025782691,0.030546218,0.058373224,0.22873087,0.07722365
0.14186308,0.07683183,0.026294269,0.5670464,0.00017928577,0.048389316,0.099985875,0.0027838177,0.034532636,8.641837e-05,0.0020070444
0.015404021,0.017278764,0.016142434,0.7095423,0.00012146094,0.00012311622,0.008809687,0.0008556394,0.004953514,0.05099204,0.17577708
0.043024134,0.0016184463,0.027035682,0.18581875,0.28359348,0.0050436845,0.09401207,0.18271664,0.16911651,0.0024302825,0.0055903117
0.00089255674,0.011454165,8.165272e-05,1.0149051e-06,2.2462207e-06,0.6944661,0.27056643,0.0021016,0.0024141513,0.017216956,0.0008030831
0.032422554,0.11762979,0.24022418,3.1957286e-05,0.14694974,0.015818503,0.025368815,0.15897533,0.051043704,0.16259179,0.04894365
0.14257129,0.069790855,0.042482372,6.886513e-05,0.19865787,0.017177623,0.021866936,0.18501875,0.040627234,0.27252376,0.009214412
0.009701765,0.0674438,0.114629515,0.0018245305,0.033669606,0.14357264,0.090142004,0.21380565,0.0052893525,0.03470281,0.28521836
0.03235643,0.031380843,0.1637119,0.31742743,0.07080468,0.01849647,0.006534856,0.1358147,0.22041774,0.0027221977,0.00033277637
0.1888636,0.016292399,0.15819111,0.00142328,0.019331357,0.06944815,0.043456174,0.005620444,0.021154346,0.08444287,0.39177626
0.19496542,0.02549417,0.05122734,0.009488354,0.07055305,0.0067506135,0.12776394,0.27998453,0.016179403,0.20325136,0.014341823
0.12158965,0.05222362,0.16360447,8.214928e-05,0.21432745,0.124140754,0.071032576,0.009164845,0.02752782,0.20047721,0.015829429
0.00449829,0.13455904,0.13413557,9.4286753e-07,0.09292267,0.094228394,0.015738325,0.16831848,0.011619527,0.10303134,0.2409474
0.03725155,0.15824701,0.07847404,0.0071107466,0.109958015,0.030205801,0.042672608,0.19025311,0.015638739,0.24123861,0.088949814
0.0007803094,0.01648486,0.020243432,0.5955059,0.0044159833,0.20246634,0.1319203,0.00828992,0.01848016,0.0001438125,0.0012690128
3.5704522e-06,9.764827e-06,0.0001901502,0.85621905,1.5359392e-06,1.8342913e-05,0.0006259219,4.406276e-08,0.14292945,2.0578982e-07,1.9945196e-06
0.0002261427,0.0016329926,0.03940114,0.84150624,8.084461e-05,3.249384e-06,0.027289016,7.950319e-06,0.08976721,5.634136e-06,7.95948e-05
0.0010891685,0.024174834,0.006211195,0.7615258,0.00014310026,0.00023259145,0.15816732,0.0002849574,0.017367186,3.7515616e-05,0.030766375
0.000546974,0.018209908,0.07126948,0.14460328,0.17942822,0.022771684,0.09196149,0.14142519,0.051540166,0.008070413,0.2701732
0.0017060179,0.09404375,0.15352887,2.4368412e-06,0.0333889,0.20654388,0.15191013,0.06663998,0.042212583,0.16416366,0.08585979
0.01153352,0.20094107,0.03237715,0.3963011,0.09136265,0.0025107397,0.19239861,0.0028226099,0.06613445,0.00083045627,0.002787593
0.003562181,0.011683793,0.010409509,0.52349985,0.00073869503,0.14512269,0.08917582,0.078047775,0.13739681,0.00033346578,2.9449067e-05
0.00030293904,0.00042585007,0.044787817,0.70188916,0.0003562994,1.4599569e-06,0.1579175,0.00082520576,0.092518315,0.00018254238,0.0007929054
0.047478497,0.07091728,0.03108321,5.9025433e-06,0.10627961,0.18640645,0.019746533,0.45855582,0.011142403,0.06606597,0.0023182968
0.2768954,0.008599574,0.082451135,0.00015580271,0.12152294,0.002038358,0.016589561,0.03526121,0.018352376,0.031247426,0.40688625
0.0004256664,0.0021692764,0.001967628,0.7585561,0.00018587678,0.002041728,0.0036986135,0.000152989,0.2307885,8.742069e-06,4.907845e-06
0.10443441,0.15284118,0.01719924,0.22606719,0.044823688,0.0069815814,0.01339017,0.0720534,0.015822329,0.09904923,0.24733758
0.23099466,0.06970819,0.1717043,2.886834e-07,0.016497826,0.0037825194,0.0011219224,0.08711395,0.015436189,0.40198058,0.0016595561
0.00017340839,0.014663765,0.006936424,0.6943679,3.8079834e-05,0.0001779955,0.034867365,4.5955976e-06,0.034836203,0.0032304216,0.2107039
0.012041566,0.088455185,0.010913081,1.2666874e-08,0.0046861027,0.58832276,0.1200022,0.043071445,0.0043389727,0.12786898,0.00029969172
0.040522877,0.22998033,0.040768623,0.15382655,0.27375,0.0025019955,0.0042314357,0.08687137,0.06601178,0.10100638,0.0005286034
0.00042732412,0.00438995,0.14454542,2.390752e-05,0.15392219,0.007830225,0.0005040752,0.38172603,0.18049192,0.12385733,0.0022816102
0.2946967,0.15335333,0.026049215,8.899995e-06,0.008111225,0.0024175644,0.00013553743,0.11503852,0.0018729406,0.36363405,0.034682002
0.0016272382,0.036799643,0.20230052,1.9507152e-05,0.21184772,0.00832219,0.004835721,0.18438822,0.037989475,0.31062996,0.0012398853
0.054644134,0.07495735,0.02812383,1.4858113e-05,0.13108835,0.06527226,0.043218434,0.24098265,0.010469511,0.29393372,0.057294905
0.0034019402,0.12616023,0.022507805,0.038276017,0.030020777,0.0027281658,0.13991405,0.35985535,0.12802757,0.10087374,0.048234366
0.008191346,0.05871015,0.2188867,2.2352772e-06,0.050717738,0.018615393,0.074708596,0.24871927,0.15400368,0.11493236,0.05251255
0.003140144,0.001633406,0.12140013,0.70271146,8.7953376e-05,0.0011032685,0.0018298961,0.000348556,0.16726366,0.00014244334,0.00033910573
0.009437424,0.026566088,0.0074862526,0.73251927,0.0029550341,0.00029742924,0.17717311,0.01866229,0.020383202,0.0001445811,0.0043753274
0.005424046,0.1402386,0.035484947,0.0017139799,0.016292643,0.00037256625,0.044309136,0.03331468,0.06636744,0.6536552,0.0028268714
6.475784e-05,0.10924524,0.026627708,9.198922e-08,0.009632834,0.08446033,0.016235175,0.7226356,0.0032196846,0.02055358,0.007324856
0.0070225163,0.009205171,0.00083900045,0.9621985,0.00020260931,1.7279424e-05,0.010519114,0.00010137577,0.0073425462,0.00020903278,0.0023428383
0.31533527,0.042911332,0.33352926,9.874122e-06,0.015131257,0.0018785428,0.04176572,0.013123325,0.02916624,0.085253306,0.12189582
0.0009407281,0.047479853,0.37722823,0.1871287,0.005148078,0.04389966,0.023822686,0.013946782,0.19546449,0.045728907,0.059211828
0.03439943,0.07546721,0.18655562,0.45285153,0.004693232,9.262297e-05,0.00065100356,0.00068627024,0.23922247,0.0053604227,2.0175652e-05
0.0023866608,0.10178975,0.17233385,7.2932425e-09,0.2637185,0.32371157,0.003991072,0.00020411809,0.07602714,0.041921265,0.01391607
0.003720146,0.14034578,0.180564,0.0010403427,0.011716815,0.0037270722,0.14670469,0.022339817,0.03395319,0.35106915,0.10481898
0.0074439896,0.00784159,0.015318391,0.5911093,0.00021601579,1.6582931e-05,0.091315284,1.161662e-09,0.18372557,0.10039309,0.002620173
0.00012342377,0.0011162095,0.0052736006,0.8612746,1.3675279e-05,3.1178536e-06,0.08521948,5.2929736e-06,0.023603145,0.009877618,0.013489811
0.051787466,0.012540692,0.015119909,0.58050907,0.00024738323,0.00010478178,0.21990831,0.041541565,0.050930027,0.024771469,0.002539364
0.004820701,0.043277394,0.15176995,0.32288104,0.080813445,0.14788654,0.004036218,0.004222288,0.23672578,0.0027717857,0.0007949129
0.056842003,0.10335956,0.10318665,0.22673732,0.0014978272,0.00027116074,0.119784184,0.08734668,0.13481823,0.015047633,0.1511088
0.00033675716,0.00028407524,0.023444207,0.88549626,0.00059746095,9.0786e-06,0.010167737,4.5722863e-06,0.078950986,1.4146421e-05,0.0006947169
0.002385332,0.055618078,0.07294023,0.0010235177,0.24989656,0.0047201565,0.17340812,0.06951311,0.070276834,0.23445165,0.065766454
0.2708093,0.059561536,0.21925092,5.44685e-06,0.021652926,0.00059686945,0.0058285114,0.0019840114,0.046064857,0.117900826,0.2563448
0.01107221,0.07434259,0.16816738,0.0010053731,0.045148022,0.21048671,0.103623085,0.0029592726,0.32057774,0.011958494,0.05065914
0.1059031,0.01178181,0.0032964288,0.42514282,0.00011822348,0.17769176,0.16471748,0.00021806988,0.0059825294,0.004917441,0.10023034
0.052941725,0.13448009,0.08405085,0.11144057,0.07331863,0.0011996878,0.027471513,0.16883145,0.041598815,0.020736646,0.28393003
0.03660131,0.019858293,0.041752145,0.03720081,0.07690967,0.0062301997,0.16503106,0.06996155,0.06366484,0.091640964,0.39114913
0.00030314128,0.0035170864,0.30158818,9.8601e-06,0.23374003,0.09385429,0.0109629175,0.0024436149,0.23256916,0.100677855,0.020333854
0.14720653,0.009191232,0.013603043,0.35053974,0.00046932965,0.09744884,0.13770017,0.06769245,0.038965363,0.0063947053,0.13078862
0.10082349,0.02442315,0.14133579,0.0019082617,0.25161123,0.13807318,0.006362172,0.14732881,0.0154926665,0.16163667,0.011004588
0.019767115,0.046896808,0.16092548,0.046057343,0.15988056,0.0061711264,0.12424688,0.11744145,0.09505782,0.033252046,0.19030342
0.011455746,0.009383035,0.0032074866,0.1371217,0.0002491622,0.28516984,0.0189776,0.00052107556,0.014977224,0.009395056,0.5095421
0.00030912258,0.07418637,0.027335342,4.1368793e-09,0.014666199,0.34937033,0.022558978,0.4950983,0.0017273021,0.007189942,0.00755816
0.0031421022,0.087133475,0.004547553,2.3896205e-06,0.14747724,0.05189419,0.16364871,0.5097173,0.008561931,0.020074397,0.0038007265
0.00901678,0.0050958754,0.004010095,0.9266823,6.252883e-05,0.0019636888,0.017437553,0.01712979,0.018279672,5.8362486e-05,0.00026333737
0.02275692,0.0027706216,0.110688396,0.011385548,0.2793901,0.0104303155,0.0034807248,0.008547924,0.3361209,0.16912042,0.045308113
1.0720017e-05,0.003035086,0.0032163977,0.98444724,6.27529e-05,0.0071377135,0.0009579323,5.513456e-07,0.0010366251,3.4368932e-07,9.461364e-05
0.0017029744,0.00699788,0.05764822,0.47024202,0.02907303,0.00012388527,0.25324476,0.044424575,0.08974887,0.04559166,0.0012021407
0.0010380626,0.16436608,0.09375202,0.29534483,0.00032420433,0.016166482,0.088140324,0.0001718059,0.009015267,0.086478174,0.24520278
0.009871127,0.1518106,0.08128655,0.0015350672,0.1763953,0.0041770497,0.04922115,0.22733063,0.25246668,0.041877136,0.004028704
0.010044925,0.066357255,0.040150862,0.25051254,0.12049302,0.001523575,0.020993344,0.0005068935,0.13771403,0.05640497,0.2952986
0.0024849337,0.13485613,0.011116601,0.0002980246,0.12511778,0.10759174,0.026215829,0.27323788,0.048796337,0.17653802,0.09374672
0.0022600568,0.003329508,0.01740834,1.0924408e-07,0.32328326,0.35629007,0.045140196,0.07117599,0.09145935,0.08955452,9.8555254e-05
0.006546131,0.09462904,0.13509196,2.5238147e-05,0.12859043,0.10207783,0.17955984,0.20812334,0.10541953,0.026579658,0.01335696
0.00017374857,0.00026850036,0.0024544017,0.77154243,2.0815256e-05,0.0011913882,0.09739369,2.6994745e-05,0.008320714,0.00021128035,0.11839607
0.08110009,0.13353494,0.03317117,0.05942437,0.1260227,0.0037819713,0.072195135,0.0025872965,0.06805152,0.28749755,0.1326333
0.0007484878,0.23271872,0.0028983878,0.3313133,4.2359745e-05,0.3054797,4.969275e-05,0.01066234,0.008883527,0.10713954,6.3936764e-05
0.00013929402,0.00041987406,0.0027243344,0.5123533,7.276828e-06,0.023013955,0.018438075,1.2609752e-06,0.23578724,0.20501712,0.002098252
0.019247247,0.3428076,0.011808484,7.7642384e-05,0.1757001,0.34050068,0.0045262184,0.06338599,0.012881795,0.019200157,0.009864059
0.00037078076,0.003684691,0.011962356,0.75020444,0.00013504927,0.00013542283,0.0071768994,0.00019937649,0.22597095,9.1505535e-05,6.849622e-05
0.0009377153,0.008571411,0.005405462,0.9299775,5.6702687e-05,0.00028716144,0.0035952847,0.0012337739,0.049871184,8.5860796e-07,6.29719e-05
0.008958982,0.17241234,0.007411312,0.0017692356,0.030934839,0.07312382,0.004552209,0.23530915,0.0052588293,0.4159761,0.04429318
0.00035652347,0.057889126,0.035520203,9.213321e-06,0.1323097,0.17369223,0.023025665,0.33519405,0.017413307,0.038528267,0.1860618
0.08229603,0.07971068,0.11266993,5.08074e-06,0.05425754,0.06312898,0.34637612,0.2124274,0.0335138,0.014929816,0.00068465865
0.00018886289,0.0007238104,0.007169052,0.88004255,1.11130985e-05,0.00023777128,0.10440551,1.3868537e-05,0.0037471899,5.0476915e-06,0.0034551707
0.272371,0.12325682,0.041292526,0.069918916,0.17510301,0.0012534852,0.0014038973,0.0009057014,0.008758437,0.23497707,0.07075914
0.052492164,0.0820958,0.19522959,0.00065094227,0.014581924,0.019896772,0.011405973,0.020172402,0.002567913,0.0064085317,0.594498
0.0028387494,0.009142388,0.007683995,0.75474644,0.009484563,0.00023289867,0.09681813,0.06343905,0.053707793,3.0941108e-05,0.0018749972
0.0056332597,0.011219122,0.040273372,7.57751e-06,0.011542363,0.0016649654,0.0034118767,0.2384514,0.011834001,0.3211958,0.35476625
0.039512333,0.053457692,0.29792762,1.1849984e-05,0.08472789,0.027396342,0.13532132,0.16779582,0.14427355,0.045828465,0.003747085
0.23816466,0.026286535,0.11798231,0.036953192,0.092857786,0.04450946,0.20378633,0.11661102,0.028029425,0.009907653,0.0849116
0.033972505,0.20316103,0.02476029,0.026360568,0.06445543,0.003096569,0.11601955,0.072720155,0.05345779,0.023945833,0.37805027
0.10343058,0.010804338,0.063633814,0.16002479,0.00027761032,1.8712262e-05,0.25253564,3.1181142e-05,0.1790698,0.04537362,0.18479988
0.085265994,0.025080297,0.02143057,0.007495108,0.22001207,0.0018010607,0.019354254,0.4416554,0.06274015,0.10536777,0.009797312
0.0006577835,0.00050856505,0.0035843723,0.7235926,0.0001402153,0.17388447,0.08746115,0.0005610443,0.0047430885,1.670554e-05,0.0048500076
0.022273138,0.041570194,0.06412928,0.081468,0.052201606,0.22907914,0.25189134,0.15025339,0.07428597,0.029338002,0.0035099736
8.646975e-05,0.00075793767,0.04413201,0.25424817,0.0011443365,0.22783127,0.37918776,0.0007814689,0.08586067,2.847921e-07,0.005969662
0.00047836776,0.0046902867,0.017198754,0.78113425,1.3083223e-05,6.3989114e-06,0.03856488,2.8284371e-06,0.022125974,0.004134524,0.1316507
0.0091282,0.0129058715,0.00077248586,0.69391644,0.016602905,0.0023178305,0.0077332323,0.0005251919,0.25449717,0.0015962707,4.379383e-06
0.016000427,0.003232346,0.0058890954,0.6935625,1.8615487e-05,7.044739e-05,0.18921657,0.002141672,0.0892596,2.1178437e-05,0.00058752764
0.0006610486,0.0022973064,0.0042056944,0.82838166,0.0053943074,4.3741835e-05,0.038133398,0.00051692524,0.11522693,0.00040698628,0.0047319615
0.1375938,0.06756897,0.1331143,0.08071378,0.111970365,0.010200491,0.06295908,0.12237184,0.038582545,0.19363472,0.041290116
0.00028465514,0.0014867495,0.020456161,0.6299848,0.0040800376,0.00038867313,0.12152101,0.0640511,0.15769781,3.1443422e-05,1.757301e-05
0.08651576,5.950056e-05,0.0077739903,0.7896663,4.5806442e-05,7.382714e-05,0.06974834,0.000118362084,0.044382345,5.5951128e-05,0.0015597887
0.001984553,0.12505227,0.0013184458,3.3264723e-08,0.019468097,0.54655004,0.010047581,0.26133716,0.021009777,0.01322912,2.9455575e-06
0.0019478553,0.073109835,0.12617813,2.0235875e-06,0.020291528,0.067465805,0.027899899,0.47421712,0.01920688,0.053245455,0.13643546
0.010492513,0.04839135,0.012425185,0.110520214,0.024180053,0.24422336,0.113470286,0.26146418,0.1701082,0.0046310285,9.366739e-05
0.026623284,0.094186224,0.13202266,2.8455752e-06,0.12526372,0.014249744,0.041661665,0.041344147,0.007823421,0.4933398,0.023482487
0.014367145,0.019864697,0.0040885084,0.5528424,0.045509502,0.112175286,0.014553899,0.10728873,0.1163122,0.011624575,0.0013730743
0.29472762,0.006597317,0.07118688,9.0292946e-07,0.26925683,0.027752437,0.013820049,0.12786743,0.03113766,0.15738434,0.00026854762
0.047396585,0.09419944,0.085983686,1.983143e-06,0.052514825,0.12054746,0.017423462,0.111338496,0.0062272465,0.09878413,0.3655827
0.004313432,0.053308204,0.09615694,0.16629905,0.18160662,0.0011602379,0.07525455,0.10412065,0.084618405,0.22429447,0.008867422
0.011290726,0.0020328176,0.07045583,0.1232549,0.00018006659,0.40538,0.17286922,0.076356545,0.12858364,0.009353763,0.00024250697
