"Endothelial","CAFs","PVL","B-cells","T-cells","Myeloid","Normal Epithelial","Cancer Epithelial"
0.0608945059203659,0.297828850461255,0.0537258641171529,0.112677649997616,0.0373743171827603,0.219772445210179,0.108238757144969,0.109487609965701
0.0588595116575764,0.0591292593850087,0.0566363794332316,0.0335178421397459,0.0797210567138048,0.0277552870483543,0.374138139593641,0.310242524028637
0.111895771322354,0.32734814720799,0.0963504980339108,0.0644885747046316,0.0362896122199904,0.103600741090367,0.146898107077839,0.113128548342917
0.0470829428346313,0.0787146218048147,0.0318279929267459,0.473769709434647,0.0953683071891981,0.117969365178166,0.110572534336788,0.0446945262950096
0.0609688164386111,0.119602397327018,0.0564696379715811,0.0244446771086226,0.0826307623745642,0.0238656285924944,0.353168401393811,0.278849678793298
0.0601766648707541,0.0934876028967605,0.0739398756195164,0.00998807233979472,0.058194090572074,0.0392695861513824,0.352096523722919,0.312847583826799
0.0750059831448618,0.228086622333977,0.0477018160589458,0.234542750906332,0.0304871214111113,0.186061257047024,0.0873336688202557,0.110780780277493
0.0507591963666797,0.0682878147469319,0.100705216631928,0.0350887481053814,0.0462013598991818,0.0833195560256084,0.278723543130352,0.336914565093937
0.0966085143063326,0.125091929314856,0.0808072354196953,0.0370144298073967,0.0636447059052457,0.0237730633301063,0.356240774386239,0.216819347530128
0.0369068686137004,0.214767320168132,0.0472312276300184,0.021401453274353,0.0120019433958967,0.18998616446085,0.226171449046209,0.25153357341084
0.107389091326976,0.0482331345651789,0.0972652361629841,0.0688284007148636,0.100873683632532,0.0255157393983496,0.33967302062886,0.212221693570255
0.0861349384915357,0.132485263769298,0.0875378316496443,0.0644592812316881,0.0428580375886698,0.109786951313669,0.230858144963973,0.245879550991523
0.116606427932671,0.0866243895601122,0.126173735018219,0.083732751867182,0.0567065026288824,0.0307009497016526,0.30831213144677,0.191143111844511
0.0573825093970126,0.0873834204543257,0.0676641965486483,0.0183328340507703,0.0214331936343595,0.0550080595562048,0.337757968234286,0.355037818124392
0.0409152134681649,0.183737682489616,0.0619728615024827,0.0241259205340969,0.0411596151086477,0.173361872452402,0.244207098585982,0.230519735858608
0.151320767597719,0.192061590620654,0.205884914491622,0.0380073203594009,0.040186427862654,0.085699962372451,0.135020228570107,0.151818788125392
0.120409323290035,0.170211494469851,0.125996664051707,0.0840142749028862,0.0239907454971482,0.120252092805644,0.147848997753835,0.207276407228894
0.0431663983621065,0.0698655582460447,0.0697529603159615,0.0287381710980582,0.0338844291681119,0.035090826821567,0.411576642342477,0.307925013645673
0.151146906443728,0.347453326189316,0.0407905165070606,0.0492310660160678,0.0504734088680731,0.0799670053325497,0.131495256399595,0.14944251424361
0.0990553156268097,0.105039633417636,0.0635857627934231,0.0218975259155705,0.0347653065603069,0.0612812020403949,0.338233327573438,0.276141926072421
0.035233592116186,0.0689785778968415,0.0389966492705451,0.0219415842982506,0.0718208971018204,0.0154739488881572,0.407139727527453,0.340415022900746
0.0891407552225999,0.0984076133531297,0.0502072566230642,0.0304695023594215,0.0121730196835446,0.0911912783326348,0.308534376545666,0.319876197879939
0.080937748603269,0.103294424885569,0.0804523911821574,0.0192835014479068,0.0513008719478832,0.0235243188002145,0.322063103248008,0.319143639884991
0.133438707149772,0.0395964238233582,0.0720922006101002,0.124056687540404,0.115673530553866,0.00863947095844084,0.328665849426819,0.17783712993724
0.0313586675821924,0.132718065545249,0.100112912104326,0.0147657591954701,0.012793989330332,0.0776873191382622,0.214218446294836,0.416344840809332
0.068437317496731,0.363389259942502,0.116299669011681,0.0358028374096624,0.0562499666885366,0.0489827122137598,0.141862140184976,0.168976097052151
0.041735291262211,0.103502722390021,0.0477809465358223,0.0260712698994259,0.0528395852493987,0.0413646820169006,0.326411206358035,0.360294296288185
0.0634389166938076,0.193798310243304,0.112392606204927,0.0563941414298606,0.0341577080724586,0.177827309727071,0.189001744732783,0.172989262895788
0.0864967557509283,0.199534422268044,0.0562739046843213,0.0943042672808545,0.0674922529352187,0.237379907505035,0.158328982227046,0.100189507348552
0.093612576791997,0.0987149610822623,0.0852626321322497,0.0687129378589539,0.0456825863660294,0.149567079122689,0.263365837651895,0.195081388993924
0.069899929994636,0.225542950585183,0.025033217292051,0.075167506423722,0.0155601069950514,0.369258684059423,0.115254175185261,0.104283429464672
0.174556821781515,0.24298376207064,0.109911697424079,0.0278635638543013,0.0451918294236871,0.112633670480716,0.144510647293612,0.14234800767145
0.125356693852467,0.129134122310084,0.0840573497625099,0.145552067952126,0.0272453612980573,0.270845021084586,0.121211104737887,0.0965982790022834
0.118245974868117,0.061830680217771,0.0737012383244939,0.136500577497823,0.124282975158121,0.0431802710889227,0.257152173554304,0.185106109290447
0.0267056606749114,0.197580492260902,0.0374154030440924,0.011443663061053,0.00728292842437212,0.115421333143427,0.277053986969914,0.327096532421328
0.0535053100229345,0.261421843636085,0.0425370580869782,0.246148729472818,0.0115190801369335,0.0879795790414027,0.139049690244816,0.157838709358033
0.0749648789315537,0.142703576510301,0.0894514630389097,0.048484776766994,0.0422025119966421,0.0377046183100041,0.325651177784406,0.23883699666119
0.128470857963325,0.160736599776852,0.086160832504246,0.0281570315111741,0.015691989436687,0.134955660957555,0.22407497549268,0.221752052357481
0.0940143138151803,0.130781422385491,0.051018432606267,0.046593191529407,0.0294809161933689,0.138296445690941,0.275856873236843,0.233958404542502
0.0807877649556879,0.237892965373569,0.0863528115454849,0.04540081319825,0.0463343138381102,0.120931254087341,0.202090513373196,0.180209563628362
0.0891149306610755,0.0473556193053737,0.0469710105814859,0.0795166000445374,0.0656585904757755,0.0184626786077868,0.405439892889708,0.247480677434257
0.0952554842307775,0.151698073236475,0.0685165214752509,0.03341129765921,0.0503290629298601,0.165313006439436,0.236221604268649,0.199254949760341
0.0551443577109367,0.1255025774785,0.072784104869266,0.0243112471499751,0.0453932463067512,0.105197238913864,0.303781363612639,0.267885863958068
0.0658487329031478,0.0724397816801979,0.103287545853405,0.0964777437831633,0.0244391437596645,0.0749357095506061,0.283570759565746,0.279000582904069
0.0579765765295373,0.0967558076925052,0.0829766366280678,0.0418639024929627,0.0252593357513196,0.161516892565029,0.313655931627691,0.219994916712887
0.0906910536138639,0.270236666299141,0.108153331823498,0.0546094337250868,0.0287845178652489,0.0672531422989948,0.256028209496479,0.124243644877687
0.107601135517879,0.0733954682319638,0.0633380964659078,0.14153797333074,0.0898136087045796,0.0800515752045771,0.276378405693167,0.167883736851186
0.0729508509109156,0.174560278651647,0.059403544261791,0.0975533171225137,0.0394103131635514,0.174272059648436,0.189171227651971,0.192678408589175
0.0982599721514993,0.109136228874596,0.0599451934040263,0.142545659939639,0.0783390054171544,0.110105030321601,0.249115753191839,0.152553156699645
0.0753301135917198,0.0635221192770219,0.0695254152597242,0.0830398948792277,0.0869084343759519,0.0976395497285042,0.267376449913168,0.256658022974683
0.137991955038879,0.0505353191171079,0.0556163394564115,0.161381524944175,0.103488397782262,0.0116737449878695,0.30236985647414,0.176942862199154
0.139241510944681,0.0834172560182536,0.101792131711678,0.108642051726406,0.065975301889749,0.0810638667854068,0.219523251368674,0.200344629555152
0.157984821866899,0.259831151164359,0.117489846825176,0.0251376830986854,0.0286264731111981,0.138740025392988,0.161781425103942,0.110408573436753
0.0734634349906823,0.138197891487812,0.0817207847386456,0.034635987697818,0.0171158210941316,0.189562540193419,0.187311536369287,0.277992003428204
0.0550366824106383,0.0541931428929598,0.0861008325717748,0.0353530785664432,0.0495685929183984,0.0165853140006921,0.403566666906371,0.299595689732722
0.0680185103321778,0.0940884903907397,0.0591864925028176,0.0345838227255201,0.0719499097435897,0.0261931665048221,0.385507807368392,0.260471800431941
0.130401913539891,0.0549335595558069,0.0689338969965204,0.105918757838444,0.135875767630107,0.066950042161315,0.260485033710839,0.176501028567077
