,EPL-IN,GC,M/TC,OSNs,PGC
17x17,1.11354621052742,28.360419082641602,0.4472363829612732,0.04834300540387631,0.1869481012225151
18x17,1.2753033339977264,2.501057469844818,4.347944712638855,8.309397792816162,6.172360849380493
20x17,1.2338756024837494,3.3160524129867555,4.897277307510376,11.277317810058594,4.21533236503601
19x17,0.9453809261322021,1.2150327146053315,3.598538076877594,8.844959259033203,2.9137586832046507
22x17,0.5823572516441345,8.048512697219849,11.5665922164917,2.7111607909202577,3.1710090160369875
21x17,0.36972637176513673,5.417571496963501,4.733488011360168,3.0182968854904173,3.7494685292243957
24x17,0.6259565889835358,13.784658622741699,11.36338210105896,0.7000099420547485,2.7347029209136964
23x17,1.6953234553337098,28.722698211669922,0.2746504932641983,0.033879995718598364,0.3226292639970779
25x17,0.14528432860970497,2.220827889442444,7.73557984828949,4.091269993782044,2.9788066506385804
26x17,0.8917684674263,0.4477413833141327,4.972777557373047,12.049960899353028,5.372051501274109
27x17,0.3901388168334961,0.757275652885437,1.5014824628829957,6.36119692325592,2.199572241306305
28x17,1.3441122949123383,0.6430983006954193,4.730612730979919,9.882554960250854,3.574063205718994
10x17,0.5081957548856735,2.274461901187897,3.544908344745636,4.489766049385071,2.1578308820724486
9x17,0.5264731764793396,1.9652824461460114,1.6262847006320953,2.4603704810142517,0.9424627125263214
12x17,0.5852552145719528,2.5600120782852174,4.3622678995132445,8.07508134841919,5.636307430267334
11x17,1.6713509648980106e-05,0.000606396928196773,0.00044188920292072,0.0019213137042243035,0.0011298017343506217
13x17,0.7918899923563003,3.3167624473571777,8.008935546875,7.108269047737122,6.9162841796875
14x17,0.40378084480762483,3.132350480556488,2.7784143447875977,4.749986171722412,1.6472701549530029
15x17,0.8258060783147811,19.831622409820557,0.08151483237743377,0.048930858820676805,0.12061735950410366
16x17,0.9358106136322022,11.329088973999024,1.0855924606323242,1.4898065507411957,1.295192974805832
15x20,1.10537069439888,9.718795776367188,2.690721881389618,1.5240776717662812,1.3491853058338166
15x19,0.8135275602340698,19.163494300842284,0.4282783970236778,0.30403433442115785,0.7660985976457596
15x18,1.3201079428195954,20.593089485168456,0.3816215842962265,0.19623417034745216,0.5164011001586915
16x18,1.277571254968643,17.79587812423706,1.0404672741889953,1.1215924978256226,0.8874348044395447
16x20,0.877213579416275,14.59817452430725,0.7437095493078232,0.1600991040468216,0.3473239362239838
16x19,1.148892092704773,17.883856964111327,2.3678365468978884,1.8384497821331025,1.593920063972473
13x18,0.16552555114030837,4.445584869384765,10.104371595382691,4.299722957611084,3.122861850261688
14x18,0.38705680817365645,12.708628749847412,9.235672807693481,0.534803819656372,2.378150737285614
13x20,0.8622686713933945,3.4412206768989564,2.2105029225349426,4.3952120542526245,1.5852073013782502
14x19,0.3634823203086853,10.782158994674683,7.9265153169631954,0.38479648232460023,2.259293627738953
14x20,1.7414188623428344,22.701799583435058,3.042335546016693,0.20390662401914597,1.3439358472824097
13x19,0.6048592299222946,3.3956056118011473,4.796274948120117,4.659107780456543,2.757540988922119
14x21,0.857661959528923,23.357476234436035,0.3227780506014824,0.05819346122443676,0.5298738837242126
14x22,0.8820016652345657,15.255396127700806,1.1095925450325013,1.3421338558197022,1.3922545552253722
13x22,0.5042494356632232,13.932821655273438,1.7082194685935974,0.2774800106883049,0.4175955593585968
13x21,0.9753960013389588,18.20240364074707,6.16126925945282,0.19586632624268532,2.8601940989494326
16x21,1.1290466725826263,24.53231563568115,1.259224933385849,0.0849225491285324,0.3224086195230484
15x21,1.4125807106494903,14.433004474639892,1.762133938074112,4.880429148674011,5.109575009346008
15x22,1.359309321641922,8.657805967330933,0.9204964518547059,1.6838080406188964,1.0806704878807067
16x22,1.2717774212360382,22.71066732406616,3.487592804431915,2.880735170841217,1.6910210132598877
12x19,0.18604231923818587,4.655825114250183,15.000379848480225,0.6218884080648422,11.753755331039429
12x18,1.33357715010643,4.068511533737182,4.971728038787842,9.334775733947755,6.897957968711853
12x20,0.33313804715871814,3.7357908487319946,6.953438472747803,4.870682740211487,4.2017865657806395
11x19,0.8683792740106583,3.827680599689484,4.547668480873108,10.712819337844849,5.321925067901612
11x18,1.3667648911476136,3.5567251563072206,5.424426603317261,7.8440505266189575,4.798754000663758
11x20,0.2813904732465744,2.2032684564590452,6.12275767326355,2.7680228471755983,8.822455310821534
10x20,0.4139220371842384,0.9054707139730453,2.289859449863434,5.213529443740844,4.295018029212952
10x19,0.7302525967359543,2.388554871082306,4.042902255058289,5.315455150604248,3.0356719374656675
9x19,1.2241727471351624,4.120514965057373,4.982312273979187,8.2332133769989,3.904004442691803
9x20,1.0093315958976745,4.4451422691345215,6.314292025566101,5.587113857269287,4.014650869369507
10x18,0.575597494840622,2.9485625267028808,3.4529630303382874,4.281824398040771,2.9263633728027343
9x18,1.280757474899292,3.4665414452552796,5.219162368774414,8.611971807479858,3.0800803899765015
9x21,2.132661557197571,1.9920226335525513,4.426340579986572,9.86628851890564,5.363230752944946
10x21,1.1171449840068817,4.6300208330154415,5.782142925262451,6.990196108818054,8.427228021621705
10x22,0.19296220690011978,3.655131661891937,9.239537143707276,1.6777921497821808,3.8189615845680236
9x22,1.1431052267551423,2.529391276836395,3.4864872694015503,6.037145066261291,4.683297777175904
12x22,1.9032508552074432,22.618281745910643,2.0288532614707946,2.9887965083122254,1.2669074952602386
12x21,0.841939064860344,3.4121312379837034,3.978308713436127,7.633242678642273,3.2856761693954466
11x21,0.5800920397043228,3.3513681530952453,5.139281964302063,8.9209801197052,3.324699950218201
11x22,0.4805751025676727,3.852356219291687,3.7317596316337585,3.445311892032623,2.1335320711135863
11x24,0.13166116699576377,10.601459550857545,19.857386684417726,0.9235919654369354,6.818397855758667
12x24,0.8313394695520401,17.38345193862915,1.2940586805343628,1.599008810520172,1.153588104248047
12x23,1.4340137422084809,23.693929386138915,1.0650859832763673,0.05500266719609499,0.3296176254749298
11x23,0.13210016191005708,7.986520051956177,15.061138486862182,0.7695037633180618,3.5391954302787783
9x24,0.6719150245189667,7.063693428039551,9.734003686904908,2.019707202911377,9.218451499938965
9x23,0.35844688713550565,2.777586305141449,3.7717441082000733,4.719388723373413,5.42671160697937
10x24,0.4458083316683769,7.9633876323699955,7.731429934501648,3.6647919416427612,3.4372097849845886
10x23,0.5252404093742371,4.400314092636108,5.204889249801636,4.395288968086243,2.7701478838920592
9x25,1.6173042237758637,9.90286045074463,6.708171415328979,7.0697407722473145,10.638566732406616
10x25,0.12141152434051036,3.95058091878891,6.683625197410583,0.22716909945011138,3.223307716846466
12x25,0.9949402272701263,26.42382707595825,0.13893233016133308,0.016048213560134174,0.1564474567770958
11x25,0.5915998965501785,4.8006123304367065,5.2817054271698,5.496662425994873,2.6455031633377075
16x23,0.6268905431032181,17.855582618713377,0.7465731590986252,0.024354131054133178,0.2043609604239464
16x24,1.1149742245674132,14.693029356002807,0.9399557203054428,1.1953651309013367,1.3845959663391114
15x23,1.104637086391449,15.004982423782348,1.0107774496078492,1.670542711019516,0.9173537969589234
15x24,1.0902275800704957,11.911507844924927,1.2945452094078065,3.6693472027778626,1.6870560050010681
13x24,0.5031833350658417,10.686488342285156,0.8229512006044388,1.6738062977790833,0.5861624032258987
13x23,0.6721323370933533,11.696001863479614,1.589849203824997,1.218471395969391,0.903573352098465
14x24,0.3944573953747749,5.860268998146057,1.1444005966186523,2.967014455795288,1.5419997334480287
14x23,1.3076563358306885,11.509666919708252,2.046270561218262,3.0119840621948244,2.0303123116493227
13x25,1.0261464178562165,18.987127685546874,3.4136062383651735,1.7122815907001496,2.17187876701355
14x25,1.1219835042953492,20.90810070037842,0.8337668091058731,0.6004585921764374,1.4397033154964447
15x25,0.6531929403543473,7.905913281440735,1.8782972037792205,5.48569085597992,2.83691987991333
16x25,1.608478271961212,14.12724814414978,2.1128620743751525,2.454914963245392,1.6009031653404235
29x18,1.2194768726825713,1.5446060717105865,5.073503065109253,10.343323278427125,4.745482921600342
29x19,1.0571154236793519,0.25262373983860015,3.4958681583404543,8.68275728225708,2.8697859048843384
29x20,1.0896985054016113,1.7695918023586272,5.1699827909469604,12.090838861465453,4.243413996696472
29x21,1.9196564257144928,0.6455201864242553,5.276259803771973,13.341262722015381,5.658216238021851
29x22,1.097071999311447,1.2017467379570008,3.70983544588089,10.245053815841676,4.879411602020264
27x20,0.815887200832367,0.41971195489168167,2.296302831172943,7.743468689918518,6.242820930480957
27x19,0.8153079450130463,0.6731641441583633,3.9151791453361513,10.117829847335816,4.407903885841369
27x18,1.3508522987365723,1.1011035084724425,3.824394202232361,10.779509735107421,2.990264093875885
28x18,0.7092559695243835,0.48879561722278597,2.9061684012413025,10.124431324005126,2.6790165424346926
28x19,1.1306201338768005,1.7796990036964417,3.5225911140441895,8.667395448684692,3.325231409072876
28x20,0.5979117155075073,0.09765861779451371,2.0926953315734864,7.729607272148132,1.8894217550754546
25x19,0.5343184381723404,0.7891850590705871,2.9162593126296996,7.128989291191101,2.052775466442108
25x20,0.4170599222183228,0.8978112936019897,4.4914236783981325,7.52289764881134,2.1334101438522337
26x20,0.9669708102941513,1.2223600089550017,4.993165516853333,7.77684645652771,4.921295928955078
26x18,0.8310188114643097,1.370619922876358,3.5032908082008363,10.317906999588013,9.210344314575195
25x18,0.7260633915662765,1.9008962631225585,5.512095975875854,11.200206089019776,3.5081835627555846
26x19,0.8945210158824921,2.197757625579834,2.2241244196891783,7.476057481765747,6.343712234497071
26x22,0.18116921782493592,4.0376197576522825,11.084462642669678,2.613905298709869,2.483791732788086
25x22,0.5421473056077957,20.579340839385985,0.5843912750482559,0.026897714380174874,0.16163708567619323
26x21,0.5116554915904998,2.2648483395576475,3.2865447759628297,6.65172245502472,2.6508176565170287
25x21,0.6049640089273453,11.574395179748535,13.51324634552002,2.714809775352478,4.244641399383545
28x21,1.0867466986179353,0.29875334054231645,4.500752568244934,10.98610200881958,8.189438104629517
