"","cell_ID","B","T","Mal","CAF","Macro","Endo","NK"
"193","193",0.610775299597032,0,0,0,0.389224700402968,0,0
"194","194",0.573836060501751,0,0,0,0.426163939498249,0,0
"195","195",0.255989513479125,0.0152915578586711,0.31020147953911,0.323325980388951,0.0551842131806798,0.0400072555534628,0
"196","196",0.0902763292509482,0,0.468817765129775,0.258869377371779,0.0651404665493185,0.116896061698179,0
"197","197",0,0,0.968815582217275,0,0.0311844177827251,0,0
"198","198",0,0,0.884594226132497,0,0.115405773867503,0,0
"199","199",0,0,0.936526279793009,0,0.0634737202069915,-6.21088723479274e-20,0
"200","200",0,0,1,0,0,0,0
"201","201",0,0,0.943971307171499,0,0.0540435030331389,0.00198518979536166,0
"202","202",0,0,0.983283144902295,0,0.0167168550977052,0,0
"203","203",0,0,0.989249320726256,0,0.0107506792737442,0,0
"204","204",0.384652356304552,0.0767465844389559,0,0,0.512577000670387,0,0.0260240585861043
"205","205",0.224598840811902,0.0630208768273782,0.337658888062879,0.241353496922386,0.0980277594952138,0.0353401378802415,0
"206","206",0.0475485885063568,0,0.49560863007883,0.314887591057001,0.0868287082658872,0.0551264820919254,0
"207","207",0.00604933297192998,0,0.406170079468136,0.431997685550679,0.0539089988141668,0.101873903195089,0
"208","208",0.0345941484362757,0,0.497362842675774,0.356487482706448,0.0364180407636188,0.0620218016865598,0.0131156837313235
"209","209",0.0563473605753378,0.0238549351391843,0.443632646507555,0.35835305852611,0.0882200197063235,0.0295919795454893,0
"210","210",0.184292194089651,0,0.449756196694768,0.239695445869593,0.0641688598093603,0.0620873035366275,0
"211","211",0.218304300895156,0.0557987707525873,0.0993621532408024,0.367348201962049,0.139533360454961,0.108535283583006,0.0111179291114394
"212","212",0.306265806616199,0,0.238974670258906,0.306841282423233,0.0458368543561319,0.102081386345531,0
"213","213",0.810169639864141,0.0502098432000607,0,0,0.139620516935798,0,0
"214","214",0.868600573881172,0,0,0,0.131399426118828,0,0
"215","215",0.164818054989693,0,0.222292599793512,0.274101118141492,0.0952880191940085,0.219438601505217,0.0240616063760781
"216","216",0.637229654132908,0,0,0,0.362770345867092,0,0
"217","217",0.974245288482045,0,0,0,0.0257547115179547,0,0
"218","218",0.93525728755024,0,0,0,0.0647427124497606,0,0
"219","219",0,0,0.862267778733708,0,0.129789547445444,0.00794267382084794,0
"220","220",0,0,1,0,-1.41178717696181e-18,2.6840172247253e-20,0
"221","221",0,0,1,0,0,0,0
"222","222",0,0,1,0,0,0,0
"223","223",0,0,1,0,0,0,0
"224","224",0,0,0.744921898645192,0,0.135871806904833,0.10624838944528,0.0129579050046952
"225","225",0.186280371834019,0.00137530609437501,0.320514874016585,0.231227794431746,0.151457353891258,0.109144299732018,0
"226","226",0.0791874259447927,0.0624172495812838,0.248317241008311,0.312305442805425,0.107275218155413,0.190497422504775,0
"227","227",0.0796311616414931,0.147890092288519,0.252189970442639,0.277328673983603,0.138484477586762,0.104475624056984,0
"228","228",0.0710016095386998,0,0.356086654245933,0.241131247691557,0.219928927081044,0.111851561442766,0
"229","229",0.0245034727739003,0,0.50106891504736,0.251370857859671,0.114523319115299,0.10853343520377,0
"230","230",0.0301772708075781,0,0.343793106489095,0.453392403539305,0.126004128053837,0.0466330911101852,0
"231","231",0.254866131928755,0.0503852887971924,0.219636378068919,0.259369359799195,0.0469700120207594,0.155217977132938,0.0135548522522421
"232","232",0.699035250781078,0,0,0,0.300964749218922,0,0
"233","233",0.970228345228639,0,0,0,0.0297716547713607,0,0
"234","234",0.971569506439919,0,0,0,0.0284304935600805,0,0
"235","235",0.445411961270555,0.407839654747652,0,0,0.146748383981793,0,0
"236","236",0.0830155750612182,0.450708860495196,0.0908339377353133,0.117863712004199,0.140841577078254,0.116736337625819,0
"237","237",0.153722700995194,0.157709928939565,0,0,0.3720995533627,0,0.316467816702541
"238","238",0.169664372335228,0.117026051933921,0.541874246127878,0.0590142721729014,0,0.112421057430072,0
"239","239",0,0.0202207451043564,0.848594655131678,0,0.114495393858945,0.0166892059050206,0
"240","240",0,0,0.988201313767455,0,0.00668809814502912,0.00511058808751553,0
"241","241",0,0,0.969366449474765,0,0.0306335505252346,0,0
"242","242",0,0,0.969902254020541,0,0.0300977459794588,0,0
"243","243",0.296109077075763,0.00602566087198581,0.398906100636017,0.118923610839829,0.114045720611987,0.0302188463001901,0.0357709836642279
"244","244",0.071613481065693,0.00780665653367453,0.605293027347874,0.181021189840653,0.0606184126859859,0.0652951714317994,0.00835206109432031
"245","245",0.0837042190011738,0,0.531315716438915,0.16750982716305,0.139794105135018,0.0776761322618424,0
"246","246",0.0609760541564286,0.0585540902008457,0.376670297409159,0.284015486972587,0.136283226231572,0.0653746300758895,0.0181262149535181
"247","247",0.00723872759119727,0,0.507609209502227,0.369523569464099,0.073168541206961,0.0424599522355164,0
"248","248",0.0399270007698611,0.0580303789698211,0.259361421969079,0.40093712328077,0.150326535664187,0.0914175393462815,0
"249","249",0.0122716280212872,0,0.388302697739076,0.372322162383064,0.0839687787445967,0.109124134789386,0.0340105983225894
"250","250",0.128815853361348,0,0.529988163779936,0.204857133046654,0.0543949409847015,0.0819439088273611,0
"251","251",0.201009588267524,0,0.190967706855088,0.242815762146909,0.143870824141831,0.20407636334595,0.017259755242698
"252","252",1,0,0,0,0,0,0
"253","253",0.884899364421387,0.00489110962257289,0,0,0.11020952595604,0,0
"254","254",0.238237475277202,0.544870990354524,0,0,0.216891534368274,0,0
"255","255",0.547644152171104,0.210099138696262,0,0,0.242256709132634,0,0
"256","256",0.458179164614863,0.299174080267664,0,0,0.242646755117472,0,0
"257","257",0.166505637800152,0,0.526925502930015,0,0.183956446960749,0.122612412309084,0
"258","258",0.000367758358001497,0,0.550473968504229,0,0.362711836884931,0.0864464362528386,0
"259","259",0,0,0.917807272076809,0,0.00213964966641488,0.0800530782567759,0
"260","260",0.0760000088609864,0.0193828907679806,0.786668428338951,0,0.0570671753008528,0.0608814967312288,0
"261","261",0.0457692487953851,0,0.335393770935522,0.173791880540868,0.0985122248807071,0.342839673633231,0.00369320121428653
"262","262",0.0970087348616182,0,0.302197938832829,0.315732208147791,0.162593342526011,0.12246777563175,0
"263","263",0.0327410270399463,0.0729071987961094,0.333456831195665,0.391765431257496,0.100194160629393,0.0689353510813903,0
"264","264",0.034174522937797,0.000229789112441183,0.807597343153362,0.130057961744713,0.0279403830516862,0,0
"265","265",0.0100211612094117,0.0102213654062465,0.547488399719276,0.322840586509853,0.0480078095427667,0,0.0614206776124461
"266","266",0.02242811508194,0,0.463274692885492,0.380309239237775,0.0270387871578659,0.101434697862034,0.00551446777489278
"267","267",0.00469022036526165,0.053028536344588,0.648681473944209,0.203643982894004,0.0899557864519382,0,0
"268","268",0.223595100949306,0.0394031386769975,0.135144492749482,0.2695201113944,0.156861460725986,0.149319418208026,0.0261562772958017
"269","269",1,0,0,0,0,0,0
"270","270",0.529365463069782,0.343095310639334,0,0,0.127539226290884,0,0
"271","271",0.306123896865405,0.573467391370679,0,0,0.120408711763916,0,0
"272","272",0.93718813908661,0.00697729070207488,0,0,0.0462049084475602,0,0.00962966176375444
"273","273",0.0840630458842448,0,0.634489852846664,0,0.115449197941241,0.165997903327851,0
"274","274",0,0,0.335269919595752,0.521563873341274,0.0638386191674183,0.0793275878955552,0
"275","275",0.174181951245776,0,0.678129173308473,0,0.10829770415426,0.0393911712914918,0
"276","276",0.0831776285719176,0.0443888415797214,0.399736842995527,0.290670412821321,0.0776320526416144,0.104394221389899,0
"277","277",0.0252462483264605,0,0.285487443587107,0.518581161215671,0.0726867926174178,0.097998354253343,0
"278","278",0.0237000918927522,0,0.544591029455308,0.366113112062342,0.0655957665895983,0,0
"279","279",0.0990946158869011,0,0.291246282412019,0.515570977744341,0.0940881239567392,0,0
"280","280",0.0497392332171306,0,0.213489863135144,0.604445345597181,0.0577564957592658,0.0745690622912785,0
"281","281",0.0384226838480779,0.103110320115107,0.558796494995735,0.237028290239394,0.0177885549732348,0.0448536558284524,0
"282","282",0.0644330625081793,0,0.121709904340634,0.523241932547444,0.0402460035303454,0.245554667227711,0.00481442984568596
"283","283",0.878428073907359,0.0657701176522681,0,0,0.055801808440373,0,0
"284","284",0.629720657867934,0.177904242956221,0,0,0.192375099175845,0,0
"285","285",0.301592689150186,0.126088004235792,0.404871760197479,0.164060224983652,0,0.00338732143289079,0
"286","286",0,0,0.838217980938773,0,0.0995223225894578,0.0622596964717696,0
"287","287",0,0.0273946035759316,0.404713141294748,0.323878816348019,0.0876444847149098,0.156368954066391,0
"288","288",0.0850480977167319,0,0.40341980028159,0.373512590831558,0.0814809859142432,0.0565385252558769,0
"289","289",0.130095986004425,0,0.56643816123831,0.170805059390104,0.105987053417729,0.0266737399494319,0
"290","290",0.0624651233438108,0,0.785033948482036,0,0.0751811922349464,0.0703171943853168,0.00700254155388979
"291","291",0.192793875065121,0.0756420156197609,0.200427320974449,0.40377044402651,0.120883622308076,0.00648272200608272,0
"292","292",0.85877696016207,0,0,0,0.14122303983793,0,0
"293","293",0.872662028581301,0,0,0,0.127337971418699,0,0
