"","B cells","Dendritic cells","Endothelial cells","Epithelial cells","Fibroblasts","Monocytes and Macrophages","NK cells","PCs","PVL","T cells CD4","T cells CD8"
"1",0.0486898086406238,0.0291620924869916,0.0523685967998706,0.0565718982134069,0.0231448563077283,0.0613547328819298,0.0369480390912293,0.149218063675631,0.0446264593763756,0.478801960629847,0.0191134918963662
"2",0.11887238560249,0.0822646841091578,0.0830527453394136,0.018853464738115,0.0365766992464193,0.144248151973925,0.0923296702688586,0.218554950677446,0.0423524604001395,0,0.162894787644035
"3",0.0637139461418251,0.0512151866061994,0.0480237085284339,0.0337355712025664,0.0618574326798844,0.0495947348789202,0,0.429775899766457,0.0635039143642391,0.113609830639869,0.0849697751916054
"4",0.12663673019654,0.0876600942926187,0.106887759455291,0,0.0670349854830153,0.175054874576902,0.109695603099969,0.174655276484172,0.0743222378933222,0,0.0780524385181709
"5",0.0850977798465584,0.0569388626356808,0.0536505053268874,0,0.063009291016033,0.0830767739074029,0,0.376796723407167,0.0718311971697544,0,0.209598866690516
"6",0.0295195227875606,0.0639238489194046,0.136750673808538,0,0.0549859232675353,0.0804224182975292,0.088251461836021,0.307439636351848,0.046168835038854,0,0.19253767969271
"7",0.0829737287615395,0.0978157009683694,0.0570087716056509,0,0.0779595315260002,0.145164225626945,0.0230991298655515,0.281085650044113,0.0608721628057065,0,0.174021098796124
"8",0.0957975187878099,0.0653726896026859,0.0446451380858614,0,0.0703361827525632,0.149035646472287,0.0720623517349801,0.282944057624921,0.052301515181061,0,0.16750489975783
"9",0.0648966484609511,0.078502142102546,0.128104666543674,0.0302986815616069,0.029240254195284,0.0760411518270466,0.0480401085405604,0.218976587420239,0.0908141270509341,0,0.235085632297159
"10",0.081417005868327,0.0345520688245455,0.0720716768109497,0.0302947552552719,0.0870512466997832,0.0883637042301971,0.0928604288246119,0.297456524681074,0.0814888207708923,0,0.134443768034348
"11",0.0892353790736988,0.0247219433868065,0.0485442639706306,0.0537672980377445,0.0189687692184278,0.024641634443654,0.0398506958889185,0.0957315554341888,0.0506788016333401,0.55385965891259,0
"12",0.0827433869797142,0.0265691552906921,0.0447893919405802,0.0608790230592924,0.0289734216101342,0.0306490909009424,0.0446171033720696,0.146379175782062,0.0485210937414777,0.485879157323035,0
"13",0.0709563546031811,0.0274913071313046,0.0470718946114804,0.0484025513529447,0.0212640845251485,0.0481464277218992,0.0206024518206152,0.121305068427268,0.0499255163922027,0.531313151157397,0.0135211922565587
"14",0.0154340538081095,0.0863252305630887,0.0933849510309203,0.0139928017253328,0.151035113067611,0.193593072633876,0,0.177881824830131,0.0513127143907174,0,0.217040237950212
"15",0.101476639490771,0.0819608535555044,0.0737913395258545,0.0628148606983765,0.0796087694223915,0.141837407939826,0,0.248506000075485,0.0953385597474243,0,0.114665569544367
"16",0.108235540461436,0.0686470823921669,0.0716751414160067,0,0.0764169670520614,0.0961570651024753,0.0190573304631602,0.207650638206639,0.0198310977755308,0,0.332329137130524
"17",0.0163894523516066,0.0601433815725242,0.107162582153155,0.0592392611182607,0.0545031722412703,0.0590273846230447,0,0.38554141373165,0.0312711546232153,0,0.226722197585273
"18",0.0618559781939219,0.0842128638870282,0.0941822487702147,0.0291179405535307,0.0774978895822263,0.120520154216219,0,0.232904321244449,0.0970994761768962,0,0.202609127375513
"19",0.102267781127682,0.0775684442616919,0.129188015873578,0.0299450364230723,0.0575611387827852,0.118208632975735,0.0429513243983011,0.153137379063432,0.0901866137309768,0,0.198985633362746
"20",0.114493790978676,0.0368277693062374,0.102665262189317,0,0.0483300482153784,0.188364563684502,0.0490260398420584,0.192513603021861,0.10812943929447,0,0.1596494834675
"21",0.0824244749944496,0.0808425328424029,0.0563362430058515,0.0108621088448144,0.101608498743803,0.108547228018497,0.024022730778142,0.342751923939175,0.0480777871465963,0,0.144526471686268
"22",0.119373946796954,0.072230316811527,0.0623815760701736,0.0168958538581834,0.0394199749831831,0.0912950738425727,0.0808154007942294,0.152531748369277,0.0559218660679627,0,0.309134242405938
"23",0.0519932706143646,0.0457799242669085,0.0364499341704584,0.0119007991920455,0.0554936273295439,0.222365572607299,0.0665648259726945,0.2073224818448,0.0452039035670435,0.192314655256659,0.064611005178184
"24",0.145744501144212,0.0798655170153662,0.0672116838689875,0.0206334029383178,0.0530458989064661,0.195045643793378,0,0.216667891120179,0.0616379843736898,0,0.160147476839403
"25",0.0590867214084871,0.0242268157528509,0.0491797814502238,0.048491181157403,0.0198010164454712,0.0379177864140023,0.0673216041846938,0.116301276062231,0.0421663795599336,0.519246982292838,0.0162604552718654
"26",0.0721960731145029,0.0292015217416042,0.0400516232409801,0.0478576132495337,0.0207931053782056,0.0417606434924427,0.0554321744085624,0.146702573822166,0.048844542393137,0.466733704303336,0.0304264248555294
"27",0.131368188506996,0.0755148749588537,0.0636879245470279,0,0.120991851552774,0.109884375404863,0.0240146917212676,0.279985966449554,0.0478245788153302,0,0.146727548043334
"28",0.0605223031019829,0.0287267646029498,0.0374333244807184,0.051811515227569,0.0215942592561762,0.0356513287610572,0.0505153968856705,0.119034095292121,0.0469774441168084,0.53350176794984,0.0142318003251066
"29",0.0534511364876209,0.0493781456620967,0.0814065158556742,0.0713827403800948,0.0361792713276399,0.0861445197696873,0.0334822693482064,0.173421873387185,0.0707243552055331,0.28159384443862,0.0628353281376413
"30",0.0928670866539516,0.0486358342947346,0.0725870877128484,0.025963310588573,0.0678558022710104,0.0661976799930604,0.0370698467227575,0.320378665006649,0.0662003823576334,0,0.202244304398781
"31",0.12345673427845,0.0366851472447657,0.0591323086539729,0.0552107591511002,0.0254792981023988,0.0830491707068975,0.0432174326970252,0.142878103800257,0.0520390265093567,0.311142873534502,0.067709145321274
"32",0.146100229338839,0.0859422775144139,0.0418554278246321,0,0.0479878381911416,0.145799465740196,0.0194969804892159,0.254362158269417,0.0271633888353056,0,0.231292233796839
"33",0.148031747769969,0,0.0314729649450394,0.0346949883571758,0.0170785923731832,0.0287447473905669,0,0.184045372831425,0.0590271176704037,0.411632801372982,0.0852716672892554
"34",0.0635377512909296,0.0387759066051786,0.0641164775022087,0.0535702627450926,0.0278042733138001,0.0464749482343433,0.0406070193744289,0.124488293760694,0.0704644186304475,0.426421812415664,0.0437388361272125
"35",0.103787715655853,0.0232957993479128,0.0442874468499243,0.0543672275041997,0.0181549900890498,0.0696815625235263,0.0897048239491641,0.155964006464378,0.0936024269102012,0.281060712175538,0.0660932885302527
"36",0.077828977432782,0.0776436338110397,0.229526328609964,0.0121697856921878,0.0578196621794989,0.118958704978413,0,0.10330331269086,0.210169325459105,0,0.11258026914615
"37",0.0678927873694474,0.0762752946577421,0.106057058548465,0.04823635661568,0.0628835436733367,0.140085038384813,0,0.260179352338111,0.0917211947831945,0.0202269907518328,0.126442382877378
"38",0.0773523049000122,0.0518897495633969,0.0551902129806227,0,0.0589380763093552,0.121083434105147,0,0.285073569411195,0.0344232057463134,0,0.316049446983957
"39",0.209588405627831,0.0302831826228557,0.0691227178598582,0,0.132264333670611,0.071405759399439,0,0.241264154197894,0.0671275869728797,0,0.178943859648631
"40",0.0825963493267617,0.0644893762108635,0.0802544941433937,0.0396473317406922,0.0528706857473371,0.197598585189366,0.0175282224930438,0.232409533309559,0.0821869890099413,0,0.150418432829042
"41",0.0998690087707025,0.0503814453993562,0.0759450580295318,0,0.0617140585189679,0.0658540801299806,0.0540766562291699,0.126065738077395,0.230332736188835,0,0.235761218656061
"42",0.0821790955480395,0.0367779555679158,0.0818173798616527,0,0.0671857958515708,0.22897719969397,0,0.315180689301206,0.0504220308722598,0,0.137459853303386
"43",0.122082282963279,0.0658448572326731,0.111712278255316,0.026974218962843,0.107939421808394,0.124976907175654,0,0.180950553490719,0.0557442202856,0,0.203775259825522
"44",0.0456773989459419,0.0834060924974842,0.100100819180916,0.0124154308862445,0.130582061164109,0.0991173931859245,0.0415816082694265,0.201441547703762,0.0793349847168321,0,0.206342663449361
"45",0.0486311997099749,0.0966229125585977,0.0902253452812034,0,0.0492275840098641,0.222870245521796,0.040305504025551,0.186833265105071,0.0783771580361488,0,0.186906785751793
"46",0.0427914172480092,0.0321849779362871,0.0444411509800331,0.0575756385829383,0.0188794524013105,0.0389307463875037,0.0501660549215126,0.122059321628057,0.0405311147432896,0.515596640011076,0.036843485159983
"47",0.207433201067119,0.0775083806878572,0.0675174080950923,0,0.0388742307733431,0.0856426944265571,0.0107518412628403,0.117971757078242,0.0463452517539976,0,0.347955234854951
"48",0.09408986601333,0.0790508212448489,0.0850336006620599,0.0631472821909705,0.0606409255843565,0.0649911098104988,0.0760164536186773,0.235220048776679,0.113911774723688,0,0.127898117374891
"49",0.0615443576962273,0.0809794539125061,0.0668212808839935,0.0186573058985092,0.0760763619559693,0.193634972163172,0.052092878208917,0.241873927623797,0.0695906512235366,0,0.138728810433372
"50",0.0921029169241643,0.111753117418618,0.0627245701287243,0.038565456773731,0.0361890995957853,0.0967845942638556,0.0418964635664644,0.178094311194113,0.141064930573108,0.0310486042849868,0.169775935276449
"51",0.162280893249574,0.0528801309172879,0.0937588994876449,0.0146195474976479,0.185665655186601,0.0629595865979731,0,0.177735087605665,0.0828382749878735,0,0.167261924469733
"52",0.0612099111749299,0.0479112636777069,0.0476995649367469,0.0555244232123804,0.0272464318946239,0.0580373409375235,0.062958035121575,0.203765694869373,0.0652926656626739,0.317700603804292,0.0526540647081744
"53",0.159307389218742,0.0466193805362201,0.152629847620095,0.0217562153958908,0.0828643545865426,0.072081378663448,0,0.193377997162996,0.113026874717954,0,0.158336562098112
"54",0.0451458681836379,0.081526585738213,0.0545153076953477,0.0271122727087903,0.0509309892138362,0.169787638994666,0,0.26372766776407,0.0904727592949946,0,0.216780910406444
"55",0.0647825420713858,0.0543413815314392,0.136710869368993,0.0295977840434588,0.0533781187143234,0.0832966821170041,0.0495739938578012,0.147554228701702,0.0938872698022476,0.183023249200045,0.1038538805916
"56",0.12015332623385,0.0421096251005904,0.108930610667078,0.0253672292639556,0.0949005265692605,0.135283383128224,0,0.220750355137468,0.0739558140470572,0,0.178549129852516
"57",0.13986806160874,0.0623470087951205,0.0994369726525505,0.0346620048192989,0.0605235014439849,0.155804461330163,0,0.257439798889356,0.0609320731455763,0,0.12898611731521
"58",0.15292988050963,0.0389580901693366,0.0655864826657054,0,0.075733673913305,0.279287632615762,0,0.249950635888305,0.0497626869371699,0,0.0877909173007863
"59",0.0649614522652806,0.0875538814280066,0.1310260895151,0.0149549979899383,0.0395573952061853,0.144593528361821,0,0.168008400504881,0.09934545173382,0,0.249998802994968
"60",0.0893167814248835,0.0525812170322464,0.0612409862563149,0.0115364654514106,0.0897315976468702,0.0997118910874617,0,0.38249472789602,0.092592713535593,0,0.1207936196692
"61",0.0417271166349605,0.0498451425252582,0.153102236434768,0.0419017059162018,0.0817285967723877,0.0750013617350458,0.0437251994057968,0.244494615042533,0.109401570855622,0.0213207173498256,0.1377517373276
"62",0.0747785780900266,0.0290955982386682,0.0449831606009905,0.0581535735288148,0.0226370843020554,0.0408503171817521,0.0431346825575816,0.130435433904167,0.0536643329721186,0.471807718184219,0.0304595204396062
"63",0.0457560598417579,0.0314351350264272,0.0559031866605661,0.0495647942097063,0.0357931570778478,0.0430575447281811,0.033773212520903,0.156048780373096,0.0562677949066414,0.470690855030018,0.0217094796248551
"64",0.0558662111375945,0.0740363760367613,0.114758920149927,0.0495732172663257,0.0557829238661523,0.100500652520628,0.0819575668398655,0.173009121182287,0.11059870619305,0,0.183916304807409
"65",0.0786195946297224,0.0491737580416233,0.0793704620086354,0.0532707680838211,0.0396374617342824,0.0685490975763558,0,0.159454670352962,0.0895515444907048,0.304882629216268,0.0774900138656254
"66",0.144542823952751,0.0449125150509576,0.146670693851966,0,0.11837206919822,0.0679205662325402,0,0.183574903249086,0.0871322131344936,0,0.206874215329986
"67",0.0776035197392545,0.0298252801357876,0.0706106499947359,0.0403028385512522,0.0219131851764355,0.0444691067183565,0.0479411130973265,0.105905768322772,0.0646835138283133,0.479244535144661,0.017500489291105
"68",0.125959952377864,0.0627140078490069,0.0743385832996033,0.0298002093978528,0.0545637391200897,0.134079011802443,0,0.207893732935296,0.0664780259617438,0,0.244172737256101
"69",0.0623238505197725,0.0310216675370849,0.0527067439867996,0,0.114478392050517,0.202411020586348,0.0224101583592544,0.314050535216668,0.04064394850291,0,0.159953683240645
"70",0.103415181135072,0.0463684982640365,0.0705164225382795,0,0.0822124304859716,0.182695940167438,0,0.365788398153836,0.0374649648620758,0,0.111538164393292
"71",0.0788642376356552,0.0502576301383404,0.0927805034482887,0.0427086718414622,0.0342520954298858,0.0519720081939182,0,0.11242571433977,0.101469566713889,0.350668744711753,0.0846008275470375
"72",0.0860858127449599,0.0537249917928594,0.0673355615621515,0,0.0455681504094839,0.121563537017525,0.056153657458897,0.301055095676946,0.0416308762180032,0,0.226882317119174
"73",0.10302163326465,0.0816786236046897,0.107132744984515,0.0501997379045038,0.0592581274815929,0.0571518638702529,0.0688186479232864,0.206816527746678,0.0984228357404253,0,0.167499257479406
"74",0.0455871911933438,0.0486698375213979,0.123747667821948,0.031760298798647,0.0703821235333464,0.0780151132156104,0,0.171984913156085,0.0703358982001897,0.182874028313685,0.176642928245747
"75",0.0861928890700324,0.0459615369624529,0.0847445632956006,0.0503240797846765,0.0451663851340166,0.0780572663087596,0.0310965745618588,0.189280841875062,0.104733001044155,0.205856056943783,0.0785868050196027
"76",0.0535378084085726,0.0267651727263215,0.0368660171882537,0.0554889795883654,0.0176796635692047,0.0263031301595306,0.0573143105883779,0.0993604314558797,0.0545853031449573,0.572099183170537,0
"77",0.115125356951571,0.118320968595153,0.130473283158354,0.0251290441413581,0.119521526635396,0.108089290477613,0,0.145130691111809,0.109273391035392,0.0149627702207028,0.11397367767265
"78",0.047773835143623,0.0448758399902939,0.0646948701261272,0.0419714596267985,0.0170003879576574,0.0415079118501127,0.0486591442740805,0.125849747259291,0.0612152628114772,0.457594184281648,0.0488573566788907
"79",0.0921442266016508,0.170103672392387,0.0378068357084802,0,0.303845730710981,0.0280839830309008,0.0470269061099163,0.278855341372199,0.01620082710162,0,0.0259324769718651
"80",0.0812146418353946,0.038553710683073,0.0508751579423824,0.0488726475574182,0.0219255586741712,0.0544272267709184,0.0575492925950603,0.084000827126166,0.050402998627399,0.477013137822449,0.0351648003655676
"81",0.0454484335537211,0.0857487567147264,0.118939476548287,0.0149095841672763,0.0901308864821288,0.187686418524987,0.0289481467762282,0.142987155111287,0.0808853335777689,0,0.204315808543589
"82",0.0554010361731783,0.0814559263846837,0.0955423195568297,0.0472856927527715,0.0184860095592988,0.106708751204776,0.0563456798868291,0.199632549222656,0.113013230448784,0,0.226128804810193
"83",0.0441092726189375,0.0383785307209686,0.0575934690918605,0.0572908809812957,0.0204352760118787,0.0313834630912091,0.0448777727434183,0.125968396543959,0.0676673705567681,0.476190226076967,0.0361053415627376
"84",0.0825413209406666,0.0738193528591003,0.0804805932025879,0,0.0577508138942044,0.0805417426278377,0,0.244080293645012,0.108708949609406,0,0.272076933221185
"85",0.105858835637136,0.0573201933964619,0.0809561635541904,0.0553664062206362,0.0332150472239109,0.086089648383663,0.13344824797984,0.218323586051727,0.118484468077662,0,0.110937403474772
"86",0.0587847100037635,0.0875026947768488,0.0853766497450711,0.0273672701363993,0.0410124442919768,0.270514029817783,0.0408754593085476,0.209249044900361,0.0612994128223909,0,0.118018284196858
"87",0.163760428582747,0.0526705860565055,0.0935784674592992,0,0.0424805010689804,0.133352572295951,0.0274012739146454,0.233010487380835,0.0837739784144598,0,0.169971704826576
"88",0.0798404217205382,0.0381472262757258,0.0504920213933206,0.0110610156314057,0.0520149116299299,0.0724903819288117,0.0518978514645008,0.468083076325292,0.0604878644971189,0,0.115485229133357
"89",0.0547794166824814,0.0509715549013735,0.0421961265369214,0.0594345613127516,0.0206875884582662,0.0379637244607552,0.0329249690387037,0.133417759348492,0.0671388530460099,0.443728638617623,0.0567568075966222
"90",0.0683495870178432,0.0749937584073715,0.142268333372207,0.0151745019463115,0.05080552362945,0.0707804295095519,0,0.345926647526957,0.0558896841807357,0,0.175811534409572
"91",0.081775310092215,0.0358628412386314,0.074115952944505,0,0.0662935090936907,0.0770041620370343,0.0528023185949628,0.420586602666443,0.0672313816568892,0,0.124327921675628
"92",0.08294364377872,0.0292353098097961,0.0636232247978631,0.048518742779308,0.0346156993762474,0.0497423478478637,0.0616184132836249,0.1263439374909,0.0633133194248346,0.402548220305095,0.0374971411057466
"93",0.0921488472257633,0.0411090214342687,0.131185522757156,0.0145749399193982,0.0615890853432185,0.0856487194893899,0,0.3681499772656,0.0947081817948451,0,0.110885704770361
