"B","T","Mal","CAF","Macro","Endo","NK"
0.263479484613909,0.0065975815028983,0.275735842822429,0.370038959356375,0.0636016970754658,0.00797337879662128,0.0125730558323014
0.116815105844328,0.00546951594071812,0.737798441479137,0.0747976300236081,0.057656348884617,0.00500924697616718,0.00245371085142409
0.0210824818567079,0.00236204778705543,0.831236312592013,0.0159590837242225,0.117901289965369,0.00979959039382486,0.00165919368080759
0.0082226718604027,0.000555403389322128,0.912457511289303,0.00944498847383712,0.0617954451335943,0.00622099317237394,0.00130298668116724
0.0367918844560344,0.00234471668941353,0.852151789049739,0.0373632025331551,0.0568326707951853,0.0134630253931341,0.00105271108333818
0.364060330106271,0.0229441529468814,0.289631560045967,0.0489957883348872,0.251370746636573,0.00844258345186407,0.0145548384775561
0.881858255997791,5.0371849868663e-08,0.0145828599209177,0.10248635978053,5.80885308384164e-05,0.000961120746566703,5.32646515062388e-05
0.00578453007430135,0.000212918390036463,0.826246841904531,0.0347980922627083,0.127914690112146,0.00490304574582849,0.000139881510448202
3.20817399823655e-05,6.13920981561107e-06,0.964981143570625,0.0109921689584662,0.0186171021286721,0.00534563631719128,2.57280752473344e-05
0.000228894153215551,0.00017166565351553,0.967073976109386,0.00803676897783608,0.0178619575355327,0.00592066499533866,0.000706072575175595
0.0229932306806494,0.000757338477366356,0.762049192233461,0.0245895043422521,0.185915645093383,0.00150093889199043,0.00219415028089806
0.000767100951230427,0.000130810659317214,0.934341562035419,0.0118294727446424,0.047150658019842,0.00566455322702024,0.000115842362528381
0.00966486591667597,0.00229161078311056,0.764271977530422,0.0351146556746793,0.169379829983792,0.01442758933808,0.00484947077323998
0.325501708183351,0.00591579132727645,0.204320039587555,0.369371587773909,0.0233689411211554,0.0411484390718657,0.0303734929348866
0.0930217460852881,0.000225511956773555,0.460983747764313,0.325867602166134,0.118411931052803,0.00129713737727854,0.000192323597409641
2.22046934851598e-06,1.94198764142834e-05,0.928216216741271,0.0407484427409396,0.0190330214975511,0.0119681597313227,1.25189431522438e-05
2.11646518792817e-06,4.11149980231094e-05,0.942435379656788,0.00806113232273222,0.0413783329844918,0.00792284481175839,0.000159078761018382
0.225144708592636,0.00123478982320776,0.396714760201519,0.268936435921826,0.0918807122455213,0.00733020673087699,0.00875838648441337
0.000129755884502294,0.000291332580309696,0.957564076665103,0.0252637147213181,0.00848392626210404,0.00753673325104326,0.000730460635619788
0.00262329197600541,0.000273078126718706,0.897223924107359,0.0231526899733144,0.0595099641821092,0.0162540702448385,0.000962981389655185
2.93903899951644e-05,5.80898779024519e-05,0.976803040151149,0.00722787487190129,0.0126705256453686,0.0031396461420333,7.1432921649934e-05
0.00120024269110942,0.00196279288829739,0.916067161547691,0.0128721660346649,0.0582914208811433,0.00250878902569743,0.00709742693139683
0.0240354779515129,0.000257333657559107,0.723564803790355,0.086180799417017,0.149654372668947,0.0159725518938239,0.000334660620785558
0.000241794751268749,0.000130509662848605,0.903338936734603,0.0160926144206691,0.0684248389900783,0.0108052678086865,0.000966037631846048
0.257762648384124,0.00336675461382616,0.542473225718531,0.0572899011823568,0.092961191059112,0.0447934238208014,0.00135285522124885
0.492262420817853,0.0012118818599319,0.0570696809711116,0.412697231534158,0.0215013143428046,0.00983460803358363,0.00542286244055739
0.0147790340345874,0.000448897866131523,0.362701098382861,0.442991786799394,0.0859986401955192,0.0888176848009444,0.00426285792056184
0.0222801251526234,0.000157076608371224,0.724752292505564,0.0638929524189753,0.181472218825104,0.00659160608923736,0.000853728400124198
0.00067645584125431,0.00136916309808993,0.734601984457189,0.0620061241705378,0.174538683508212,0.0250148433284773,0.00179274559623956
2.79391290688208e-05,0.000191153039215026,0.698326960652342,0.0821871163105252,0.204440939480097,0.0143452424282999,0.000480648960452232
6.36487100748742e-05,0.00137464820506083,0.77931131136611,0.0732653730941617,0.123700752499224,0.0181658635299969,0.00411840259537151
0.0162535525957323,7.18878621954702e-05,0.775966593921775,0.0376282980176195,0.157867870953826,0.0120400891751059,0.000171707473745703
1.38498058973943e-06,1.16887398426109e-05,0.948361570241584,0.0121943980718261,0.0332568845651668,0.00612990954482892,4.41638561618271e-05
3.01206758551368e-05,0.000634848141631991,0.957236886098138,0.00659808516886234,0.0323180814194497,0.00201749509723447,0.00116448339882805
0.012420328168738,0.0050834455503723,0.860330556383437,0.0257897282613235,0.0782943320006597,0.00702630408177671,0.0110553055536922
0.000390631048528153,0.000205230579289788,0.95410375438129,0.0132882169735541,0.024496405016045,0.00710380118406718,0.000411960817225397
0.000618093796653031,5.79109580274105e-05,0.950674266951624,0.0159676811465308,0.0239917256764428,0.00855853192306472,0.000131789547657219
0.004753071059302,0.000530395326036673,0.94993452745808,0.0202920406450726,0.0186305756312942,0.00552441595012798,0.000334973930087066
0.00072764939309341,0.000250437692720112,0.885553874966856,0.0150982145127203,0.0909964087812856,0.00688070550235455,0.000492709150969555
0.429608873513663,0.00459380504426615,0.268885476709334,0.202387249156284,0.0708495175695627,0.0217212097598786,0.00195386824701117
0.254692023887251,0.000263996309255318,0.553888926610016,0.0668759016423195,0.106126994187039,0.0164579130708281,0.00169424429329107
0.0489180091355366,0.00148260109070255,0.751329565275049,0.0900314099328711,0.0838166176369181,0.0160804835397369,0.00834131338918595
4.56684870687224e-05,0.0148845896509419,0.85980035449881,0.0221601969243918,0.0808608224546742,0.0117284343878911,0.0105199335962225
2.17326234198037e-05,5.43579517705818e-05,0.979939498511499,0.00388684283944442,0.0129579691237813,0.00267310688448495,0.000466492065599696
5.69912655144377e-06,2.33541420578978e-05,0.919438781276528,0.0115361907444943,0.063171512229321,0.00566647215277731,0.000157990328270608
1.39835699934013e-06,4.4111949254832e-05,0.905402813434594,0.0215886721597113,0.0689293448922864,0.00376824886981286,0.00026541033734177
0.00103322114533093,0.00164203405098457,0.795176015967431,0.0768361736476936,0.0993362219704218,0.0216482315074338,0.00432810171070396
4.19801109654686e-05,5.86511909081553e-05,0.944891427720481,0.0160369110399837,0.0352918423692958,0.00360978003131252,6.94075370534201e-05
9.3441564526526e-06,0.000155006881355495,0.956160737250775,0.0192454137719958,0.0200158158701818,0.00401034174719854,0.000403340322041253
4.57413288025691e-06,0.000130863041495005,0.932919010645682,0.0130393416690119,0.0469615847514968,0.00645261711014416,0.000492008649289447
3.4613002595208e-07,4.02690660294793e-05,0.966132455541023,0.00839198188420138,0.0199567133850021,0.00544311348779594,3.5120505922296e-05
0.000173677844736355,3.16641312491656e-05,0.943388125808472,0.0159955875319233,0.0366763887247952,0.00358551742998438,0.000149038528839685
0.00116939975892172,4.60848184582305e-05,0.974993547315788,0.00657181048039741,0.0159048255409044,0.000773092713504888,0.000541239372024945
5.26919380234363e-05,0.000179021283989254,0.944186799287113,0.00549272255447711,0.0436601563008867,0.00532750952770313,0.00110109910780746
0.146211657843588,0.00217742048931396,0.732302917280679,0.0350318950702088,0.0785126886130464,0.00402084058380869,0.00174258011935515
0.345064455081299,0.00472943424145971,0.120814080999733,0.433322744165385,0.060683670195915,0.0180746040591498,0.0173110112570588
0.153063859542252,0.0078338754529101,0.631161292137929,0.0857666799679021,0.077070505351319,0.0384747457266897,0.00662904182099887
0.207903782993168,0.0107390520971271,0.496212368817113,0.125756982628897,0.0650361659494134,0.0851892805815996,0.00916236693268169
4.58299108900027e-07,0.0237366001708374,0.620402299731326,0.0538313066439809,0.277441271518786,0.0147530431951333,0.00983502044082781
9.34862897981218e-05,0.00122710511965821,0.828735057083028,0.0471055862910813,0.110511490048214,0.00491450486701654,0.00741277030120344
1.59936182899764e-05,3.06265887523434e-05,0.924334740248503,0.0303029256448061,0.0405083905500772,0.0042751735654437,0.000532149784127974
0.000125116172605573,0.000116641992009281,0.818537274605227,0.0214315820191516,0.155546983417322,0.00417186304529933,7.05387483853761e-05
1.16413552842115e-05,0.00023076132374594,0.858791370796838,0.029710266600543,0.102104215407033,0.0090744633428004,7.72811737559397e-05
1.21616968699572e-06,1.85586403061797e-05,0.928335337386658,0.00540870650165433,0.060848752972521,0.0052578389674302,0.000129589361743046
2.33706401810851e-06,8.79086281583038e-05,0.950875885387588,0.00865911622445713,0.036446458637803,0.00359466148141271,0.000333632576563053
7.74161391911771e-07,1.06145601984548e-05,0.954301465048104,0.0100408077134997,0.0336456282993965,0.00192913582077604,7.15743966338431e-05
3.37850983239902e-05,0.000156238659064771,0.908334362647255,0.0182904301179465,0.0660240041666871,0.00650399672481065,0.000657182585911475
7.06175700281169e-05,0.000159522284090395,0.970297646367511,0.00302855635088376,0.0255295959849871,0.000557906147644555,0.000356155294855461
1.83530752479872e-05,3.96701827543613e-05,0.945012711788668,0.00689476168229716,0.0417029951371082,0.00627655293384704,5.49552000776533e-05
0.0806599060578014,0.0041742898719463,0.852875839251404,0.00310439832919053,0.043434289396505,0.00410085631229244,0.01165042078086
0.694096789920115,3.42038261083828e-06,0.186042188079798,0.113706928213955,0.000420289553556175,0.00546643900431856,0.000263944845646552
0.0359899811966629,8.10327638356242e-05,0.317422525478373,0.477704597677748,0.150361090992774,0.0162070595381185,0.00223371235248837
0.1511739374501,0.00510427592197578,0.635350706061176,0.0949697601300616,0.0578139454638134,0.0242894231062424,0.0312979518666309
0.254382303545063,0.000836539894876608,0.367123462574979,0.204212316194165,0.0738083409769188,0.099602864796746,3.41720172513707e-05
0.248992278500851,0.00150716752953392,0.130292551254391,0.360969701478964,0.170871894553424,0.081662788222855,0.00570361845998086
0.245745228898514,0.00148824916941955,0.406058044967529,0.164750763266973,0.107417540220445,0.0725669242627467,0.00197324921437257
0.0302336571743087,0.00543806556432247,0.647241788990369,0.0544105105867997,0.226066251408359,0.0366051274786688,4.59879717327717e-06
1.22596452425698e-05,0.000150058612222307,0.634600867777473,0.143183241015521,0.195857349398108,0.0155341690457044,0.0106620545057284
1.55193582291334e-06,3.3586185238165e-05,0.97502787823997,0.0106126133912725,0.013447605720909,0.000808217546172624,6.85469806151259e-05
2.20206746685711e-05,2.94608538623788e-05,0.991331057594806,0.00563638001497177,0.00196066230431272,0.000805779197537193,0.000214639359841563
1.27221521517856e-05,0.000104408775851751,0.934593389318271,0.00961433056863336,0.048592762944219,0.00689207922223138,0.000190307018642293
4.33953301951293e-07,2.98425442859769e-05,0.937748480203318,0.00624298374969529,0.0519612972032283,0.00386020623367732,0.00015675611249347
6.13369375398649e-07,3.92971353474461e-05,0.965278703887313,0.00604728613992905,0.023319912904408,0.00523918173716596,7.5004826460898e-05
2.67602714904045e-05,0.000216365764382978,0.971013068673928,0.00855695571305709,0.00424421265082221,0.0157150276603971,0.000227609265922108
0.00115680181406828,7.57605909972937e-05,0.931272878559318,0.0429042694576494,0.0213587931537917,0.00293005065206238,0.000301445772113098
6.49799768968909e-06,7.97207852177245e-05,0.962595125747411,0.0213784189642831,0.00979162226711922,0.0059696013996531,0.000179012838625855
2.60257592583884e-05,5.29765344418056e-05,0.948345789448488,0.00648472327489927,0.0416431558407422,0.00311501472939577,0.000332314412774914
0.0657325743354658,0.00112956511269717,0.801151205840602,0.0345206405533925,0.0906674771674513,0.00646845837498264,0.000330078615408458
0.288256597138028,0.0101415995760431,0.520317286950639,0.0608238459674029,0.108556029199275,0.00764262858156252,0.00426201258704921
0.0719658992146247,0.00113385689382172,0.391994068000375,0.419729659777592,0.0786972097828545,0.031483348280116,0.0049959580506165
0.0501981335172097,0.0058836390643192,0.493149304074087,0.220831015211263,0.18059644502208,0.0406207114631943,0.00872075164784789
0.254913457165752,0.117525920201195,0.374735459733787,0.139135731034145,0.0634117073740408,0.0491645033814327,0.00111322110964673
0.382901594337057,0.00280906524253036,0.152282017861895,0.293425546924434,0.102853226877734,0.0646618852074904,0.00106666354885952
0.411801597880054,0.00282400046093135,0.22134892001608,0.182940134523434,0.117596698806163,0.0606963458958077,0.00279230241753016
0.31893481494697,0.00697262585596449,0.0506122756163281,0.400532479516318,0.155922654833972,0.0612283595808992,0.00579678964954859
0.215555163761045,0.042690289157091,0.101911842284037,0.357118369476182,0.153243207072383,0.120763492991821,0.00871763525744037
0.180406883499453,0.00778989343940234,0.42331873384808,0.182119914036688,0.109204703605932,0.0649823661144262,0.0321775054560184
0.000101692644867523,0.00065715909785195,0.747855438583394,0.038607667039721,0.204120706098266,0.00635977953906657,0.00229755699683223
0.000217626763487535,0.0775626445336127,0.788332799266358,0.00426910453532,0.105881529576355,0.0227596126330293,0.000976682691837051
9.05341707381217e-08,5.09190590717961e-05,0.952349330406955,0.0193644755647939,0.0219171890373085,0.00592638665924032,0.000391608738459554
1.30729119666344e-06,2.94272737325951e-05,0.935786574901218,0.00754064420194087,0.0527906123322239,0.00381157267020085,3.9861329487174e-05
6.37706566858375e-07,2.35732650950579e-05,0.966400270214929,0.0247679717279257,0.00341462217619631,0.0053654583894064,2.74665198809901e-05
1.37968404800268e-06,3.21447540830052e-05,0.964710931736708,0.00855456463884923,0.0225767231017535,0.00389105618108009,0.000233199903478431
6.13337517424809e-08,6.39412685483958e-06,0.967147267150832,0.00892359377418061,0.0169424817185143,0.00694938463469248,3.08172611743167e-05
1.38285770804474e-06,3.39779969574821e-05,0.971613680195043,0.0100765599072887,0.00789264515148205,0.0103367216655182,4.50322260028296e-05
4.98058778045163e-06,3.7971716018494e-05,0.893686875491329,0.0204073219217946,0.0788849629403921,0.00685537435507777,0.00012251298760794
1.02072189812999e-05,7.69108358603008e-05,0.930385630487912,0.0138786060616928,0.0468589007485922,0.00871042439502335,7.93202519376107e-05
0.000319151842375895,0.000192691235412485,0.968574815140084,0.00275267713766824,0.0203435778810185,0.00716035624905734,0.000656730514383387
0.0214244954667682,0.00216799825827231,0.806791286957973,0.0273434383210862,0.110653352161785,0.0210060460323888,0.0106133828017276
0.666049569736582,0.00327389050631716,0.0872939341584503,0.168531773813185,0.0464945359383305,0.0229289515576821,0.00542734428945214
0.067461251134353,0.000251639289373623,0.446719016225839,0.285559107972856,0.149261909573444,0.0500086080688467,0.00073846773528755
0.232165024862553,0.00107021905813369,0.470354247756535,0.184589134124117,0.0548898244366987,0.0559594100726287,0.000972139689333493
0.149880734678427,0.00159557117662154,0.222767885087996,0.446081460514255,0.109622924415068,0.0668330696883518,0.00321835443928017
0.381631120753764,0.00802342389312659,0.201707387891822,0.289729363933986,0.0731959244032702,0.0414863095293912,0.00422646959464071
0.393030443651,0.0012737395429763,0.195023260780403,0.275424787475865,0.0325944034919477,0.101526947139462,0.00112641791834584
0.317955668719496,0.000191654539504659,0.370587822129041,0.209185652174,0.0905996649394745,0.0111663900348587,0.00031314746362572
0.193641988191072,0.00148345070930708,0.147386968786586,0.326285694965243,0.123683089355921,0.203616072922433,0.00390273506943836
0.249117593193605,0.0521439973880681,0.239267580985586,0.212210567444971,0.106581194951734,0.139069092774702,0.00160997326133347
0.112520180417694,0.00538644329986436,0.240707355985282,0.493382965728899,0.0488568364767986,0.096635240223761,0.00251097786770186
0.300381941195304,0.0105757521121572,0.0362538779522374,0.498202920705376,0.0679389260839913,0.0562722064707525,0.0303743754801821
0.13115815290981,0.000806575752733216,0.0716428425205282,0.740639961290575,0.0475702452167991,0.00574522278469252,0.00243699952486202
1.07712236840119e-06,0.0172660455258588,0.628551121351635,0.0549861047489928,0.209804325016842,0.02950939034565,0.0598819358886529
8.70664305482118e-05,2.87025230629483e-05,0.968326938070903,0.0112214741126638,0.0184377919677554,0.000752158403060874,0.00114586849200575
1.26024873104516e-07,2.79988608134199e-05,0.988087053530682,0.00155302161818913,0.00940008395390179,0.000875743850726488,5.59721608138445e-05
5.80946731271486e-06,4.66430778812056e-05,0.905711448068771,0.00355055332229816,0.0871490771041037,0.00267065645619294,0.00086581250344001
2.7790051826453e-05,0.000412844055313992,0.973500152034193,0.000363871228808243,0.0250829751702907,0.000364814487717595,0.000247552971849982
9.12344702506078e-07,2.17515315256439e-05,0.970236774335315,0.00950950300096776,0.0126182355393888,0.00758611476477712,2.67084833232437e-05
1.26566867497352e-05,1.19748975139544e-05,0.930791150495987,0.011996658855845,0.0537654439595234,0.00337830535471557,4.38097496654294e-05
1.78975685400995e-06,2.67071117303346e-05,0.826646322807493,0.12273413175412,0.0252043542003266,0.025340940647413,4.57537220629776e-05
0.429645987033139,0.0113029580348399,0.463896732108362,0.053333276856342,0.0249868361535464,0.014528999322917,0.00230521049085324
0.0254829086042226,0.000273524531794875,0.809295757805801,0.0789818413956256,0.0700029082322773,0.0154800781948981,0.000482981235380143
0.0970272743028156,0.00127071714589442,0.723199718868947,0.0279123929654943,0.117533612455738,0.0290127576775064,0.00404352658360461
0.307187052460959,0.0531224108789237,0.133578903089383,0.296899197252165,0.0653618642908833,0.137529040616737,0.00632153141094859
0.0439996274379392,0.0135498947922106,0.532802839915036,0.183296401299382,0.0751928524263377,0.145835782155174,0.00532260197392024
0.121865494541108,0.00116050194007191,0.292728334405557,0.266185325571012,0.0176657735605741,0.300204483450516,0.00019008653116104
0.183155895444258,0.0331059600713181,0.262276726119028,0.262339618569855,0.180142360856489,0.0765446007375988,0.00243483820145342
0.370497227263949,0.00564284599288831,0.232124277919824,0.220225682351364,0.0849498105299519,0.0789226929392251,0.00763746300279839
0.558831920556186,0.00413359827416871,0.248983145059612,0.0929039707700449,0.0490758561343294,0.0457781929449924,0.000293316260667068
0.682957049304434,0.00197762796888347,0.0642890936800515,0.205736264099506,0.00371618501333267,0.0350372145200692,0.00628656541372332
0.464669927174229,0.0336096714244278,0.118026678572328,0.318116323347153,0.0322208723329452,0.0259327951890988,0.00742373195981768
0.310827863996974,0.0580508113667914,0.237266235690817,0.293028075781557,0.047939956272401,0.0479424843134094,0.00494457257804957
0.424813681118973,0.0017187196271976,0.207242140571138,0.310865787625107,0.031883651208572,0.0100776707929031,0.0133983490561092
0.368671345396871,0.00189486723112151,0.0673914948934197,0.455630154861649,0.015935942252152,0.080294930790108,0.010181264574679
0.249869629651617,0.00518113473778981,0.0107834156641794,0.611227442816738,0.111029093172931,0.00807627816315447,0.00383300579358951
0.241434854830796,0.00108849990873693,0.121958530640481,0.522025714818523,0.0769102548651988,0.0307380433188283,0.00584410161743517
2.11170873141207e-08,8.98403766496652e-06,0.980610130682955,0.00346837679755104,0.0152432549654124,0.000646432381670267,2.2800017659308e-05
1.79884163222598e-07,5.56336881977311e-06,0.944476844153226,0.00299333398566506,0.0500462832983695,0.00243255067080193,4.52446389545185e-05
1.43362486769074e-07,7.80710709802212e-06,0.955044821634332,0.00798609369663316,0.034558596162647,0.00232100650888592,8.15315279176015e-05
4.47621172799597e-08,1.5865575838079e-05,0.964591459351543,0.0117038796967563,0.015299229907799,0.00820031077711309,0.000189209928833699
1.05316199637533e-06,1.54681850163945e-05,0.959035614625093,0.00269697624886519,0.0356689438911725,0.00224339040727363,0.000338553480583045
1.28280949285652e-05,4.6226465794484e-05,0.863801860914787,0.00328352764467727,0.131887497789409,0.0002842795061195,0.000683779584284984
8.81379830246056e-05,0.000109835699081683,0.98103491413266,0.00176181563127105,0.0149872575720911,0.0015022463602331,0.000515792621637975
0.000245174190891889,0.000103924617884981,0.975310601267599,0.0057025069589816,0.0130945997911353,0.00482754914505312,0.000715644028454232
0.405873631654864,0.0040368713331361,0.466398393543597,0.0672940448453049,0.0266554261754261,0.0262217208008071,0.00351991164686489
0.339195211409821,0.0327724467752463,0.30746251556555,0.0631320563831217,0.213932428238973,0.0269890591336984,0.0165162824935905
0.420309141271072,0.000514962887553781,0.203115904951288,0.304018314625494,0.0379003120554317,0.0332669822462015,0.000874381962959335
0.152002265271509,0.00654146180922563,0.237047828627033,0.336047664264997,0.0734024963126054,0.183735511827256,0.0112227718873738
0.0202917302225627,0.0076686927854526,0.637123487816118,0.166414824442774,0.0571869554065096,0.0986940114824361,0.0126202978441469
0.228755219886705,7.49280774353248e-05,0.322186586801077,0.205429183444231,0.0934864735140746,0.146563199950114,0.00350440832636288
0.424011811384123,0.00237041928545984,0.215500695427835,0.203165788377336,0.0947783812893839,0.0600858940007778,8.70102350840069e-05
0.670526164546428,0.0152562133831649,0.0266904418347356,0.183486758709999,0.0409085159795063,0.0505143097166599,0.0126175958295061
0.596145868145812,0.0612505410883415,0.0525296982842659,0.0882159155754627,0.0310332703841289,0.147756904608084,0.0230678019139051
0.830770234601126,0.00103666597990986,0.0137670147735705,0.130043486675134,0.0100642621389503,0.0141434390418357,0.000174896789474164
0.575212258085287,0.00130770309678081,0.0497762350292426,0.337867552957046,0.00745254908143141,0.0267579678251336,0.00162573392507874
0.518086817076384,0.00613693462666904,0.0417365599037013,0.266907145584389,0.0497730832089621,0.116523746221637,0.000835713378258058
0.545178618206909,0.00516115398958058,0.110855031562907,0.167003684820042,0.0762557293755359,0.0922659837314499,0.0032797983135748
0.460205046001827,0.018411305292322,0.0819867177123798,0.327097086612753,0.0816273965106356,0.0262366576045813,0.00443579026550135
0.0933343865159444,0.00698365717942127,0.313507067048296,0.281137264115647,0.130615354036096,0.168225884032974,0.00619638707162212
1.73007258960347e-05,0.00016915602459335,0.92136999102526,0.0102015428081359,0.0568755958961452,0.0106516576279105,0.00071475589205866
4.00428528562361e-06,0.000172520504324339,0.852419418850561,0.00450776291192689,0.138754972746436,0.0036142039527326,0.000527116748733148
0.00120898272241086,0.0001611968557308,0.916395095498368,0.00692963533962648,0.0486984167590159,0.0247721474543812,0.00183452537046625
1.46170104115336e-06,7.95687528842508e-05,0.977169221053836,0.00417410105258379,0.0178534356383923,0.00057085901859755,0.000151352782664765
9.30670003412794e-06,1.63386603675146e-05,0.911215481364638,0.0306325577445589,0.0508438909063959,0.00722251244439649,5.99121796092092e-05
1.09532938776703e-06,7.28313501774424e-05,0.948575014110771,0.00877885376423843,0.0327271899761575,0.00966507182344647,0.000179943645821849
9.15514394225238e-06,5.03081970427305e-05,0.9561226572745,0.00486567539003968,0.0363403481245058,0.0023375033755474,0.000274352494422173
0.224124333616591,0.0110905506351938,0.618546279299365,0.0586481758019121,0.0623549893134041,0.0142438211917108,0.0109918501418235
0.479215431424631,0.0296865630366082,0.175435665995502,0.219659254211971,0.0617756086376566,0.0278890173230441,0.00633845937058699
0.0669653764113811,0.00608844373473691,0.450147991551246,0.368847889618333,0.06467852832358,0.0341600584620827,0.00911171189864109
0.0599419150847432,0.00115023264371593,0.226328072421373,0.576352721109359,0.057483985271801,0.078325768585384,0.000417304883623104
0.036201724411373,0.00951794598948898,0.580416636362715,0.215873373948053,0.0801774481267666,0.0680119648932979,0.00980090626830543
0.145694782073533,0.00403585035597051,0.475067367232214,0.318619447342574,0.0256964040036685,0.0173259147458453,0.0135602342461946
0.456053019374347,0.00732343603698988,0.239569767652517,0.236308340977791,0.0220083654413138,0.0360937886764898,0.00264328184055193
0.420358494735608,0.00743054616454167,0.0680097222629325,0.357977439129969,0.0634995438318593,0.074502844306908,0.00822140956818211
0.539222497377379,0.00112614604241654,0.0701708153754155,0.295811084954289,0.0146330796873835,0.0764591302574406,0.00257724630567578
0.731942265204103,0.00537644886224491,0.0343419985180693,0.142501384471743,0.00106089652967753,0.0840160669072198,0.000760939506942486
0.745632933248855,0.0184960419417081,0.0213855022122304,0.126330071270577,0.00458347199178475,0.0826293954384665,0.000942583896377882
0.302626380418736,0.0171051436386429,0.0240106472590631,0.443599647737869,0.0324338469373431,0.149957398046308,0.0302669359620388
0.557398367801835,0.00696289759236926,0.109985036408157,0.147723746614328,0.0679597609751265,0.109659846220711,0.000310344387473881
0.969161859833952,0.00183631017338625,0.0080989053817039,0.017413935509534,0.000123822691651755,0.00316240170973108,0.000202764700040699
0.900972325202152,0.0185302034109813,0.0144121922831986,0.0550636783195403,0.00334517123068044,0.00685228037377894,0.000824149179667967
3.43159635236232e-05,0.000281220635193175,0.805339478941184,0.0191510476565338,0.156885334512513,0.0155292073497648,0.00277939494128816
1.08812701820964e-06,6.16061569170908e-05,0.971996844413721,0.000600676587611761,0.0263817029320421,0.000861752591512969,9.63291911764025e-05
3.96182426592829e-08,4.83351874347382e-06,0.975318325191195,0.0177248730984616,0.0047565808805743,0.00218222322012794,1.31244726548581e-05
4.25052486408278e-08,1.03466385429011e-05,0.97924380540745,0.00551929361853481,0.0119808889439165,0.00316462321296008,8.09996733465751e-05
2.15254619225324e-07,2.46186367201315e-05,0.987119015560043,0.00143749811290212,0.0109265640132297,0.000441901097878754,5.01873246073311e-05
0.0164781386432144,0.000356462855308229,0.770182285480155,0.0455278574059354,0.154030442160843,0.0108784923667914,0.0025463210877533
0.327659973013661,0.0308748668948455,0.337822252296994,0.168905662064909,0.0916362368735579,0.0242326000608594,0.0188684087951735
