EPL-IN,GC,M/TC,OSNs,PGC
0.0098236445,0.98647505,0.0032104792,5.79622e-05,0.0004328786
0.04800278,0.9331771,0.01684811,0.00048090052,0.001491081
0.1400151,0.13686351,0.6896747,0.0057046963,0.027742017
0.13972792,0.0001802236,0.44478762,0.1686604,0.24664384
0.0799091,2.1757625e-05,0.49153048,0.17690545,0.25163323
0.21123281,0.1370373,0.23005626,0.27781683,0.14385682
0.120073296,0.5966389,0.19427565,0.009712573,0.079299584
0.010034212,0.0045079775,0.49075246,0.08335689,0.41134852
0.0017145793,0.00012784766,0.28510213,0.0069262735,0.7061292
0.0008014319,0.0010758198,0.2367469,0.4970256,0.26435024
0.01990402,0.0039676502,0.51009053,0.0049974555,0.46104035
0.009560922,0.25799584,0.39378357,0.0004558347,0.3382038
0.016340658,0.9814321,0.00075929496,5.7575213e-05,0.001410463
0.02328873,0.91981184,0.005094423,0.027477467,0.024327552
0.02972545,0.19567704,0.47743762,0.0023283006,0.29483157
0.12133768,0.010613992,0.56716603,0.00034178313,0.3005405
0.115696445,0.71383363,0.03358597,0.0019502278,0.13493377
0.071159035,0.19089553,0.072236605,2.1977128e-05,0.6656869
0.016207013,0.028303124,0.4249078,0.0055146795,0.5250674
0.004607471,0.045772742,0.28085592,0.12847203,0.54029185
0.12224173,0.00017668243,0.41991252,0.10246171,0.35520738
0.24420398,0.012886792,0.12686573,0.3736082,0.24243534
0.09818517,0.33099937,0.46386322,0.0010045473,0.10594773
0.12701634,0.0005861082,0.58422273,0.06278945,0.22538537
0.09098646,0.002065264,0.546211,0.015005076,0.34573215
0.17447954,0.0026363817,0.42750803,0.011639778,0.38373622
0.040288236,0.94616234,0.010965459,7.2985617e-06,0.0025766767
0.044771172,0.51686287,0.4049602,7.621295e-05,0.03332957
0.032707628,0.9657882,0.00032009062,0.00037118484,0.000812956
0.17066598,0.77197623,0.038646016,5.6926547e-06,0.018706
0.05708576,0.934999,0.0009883984,0.00049675076,0.006430082
0.063222125,0.43400642,0.44112363,0.03886268,0.02278515
0.031564947,0.9672309,0.00016917619,3.4219003e-05,0.0010006824
0.063243926,0.34566885,0.3209576,0.0006829153,0.2694468
0.11821781,0.0710097,0.42960805,0.01947572,0.36168873
0.08862936,0.2338745,0.45320272,0.0012590195,0.22303446
0.114228524,0.2954163,0.3499102,2.5583235e-05,0.24041939
0.012468761,0.40845132,0.4926151,2.6346046e-05,0.08643846
0.010634617,0.05614778,0.4055763,0.02203279,0.5056085
0.0075268177,0.030745119,0.4992794,0.009080548,0.4533682
0.021783084,0.20894133,0.6260007,0.0039476743,0.13932718
0.048098534,0.2606694,0.42136282,0.0050371327,0.26483205
0.035059385,0.23149179,0.50931966,9.75325e-05,0.22403166
0.08134181,0.23514986,0.5918376,0.021307934,0.07036277
0.026867364,0.1522241,0.41689765,0.09964674,0.30436414
0.10646706,0.087686956,0.38903928,0.021910716,0.394896
0.12751967,0.08803574,0.32445177,0.09947994,0.36051285
0.1355336,0.0050798543,0.26212686,0.20412713,0.39313257
0.0010016384,0.0136200795,0.25045425,0.42238888,0.3125351
0.09888644,2.8071228e-05,0.12769933,0.318574,0.45481217
0.2178151,0.020766418,0.34410977,0.00067416945,0.41663456
0.08138754,0.0024351175,0.55147743,0.006637773,0.35806215
0.00035889226,0.001570814,2.3155048e-05,0.99624175,0.0018053419
