B-cells,CAFs,Cancer Epithelial,Endothelial,Myeloid,Normal Epithelial,PVL,T-cells
1.2036629e-05,0.41830277,0.4757589,0.049800657,0.0033112043,0.0004167446,0.009296379,0.043101277
0.06088012,0.11942358,0.24056396,0.029100925,0.31434977,0.0015542678,0.1282469,0.10588046
0.13040422,0.08866261,0.17460807,0.20848294,0.12791869,0.18917488,0.025729371,0.055019177
0.006946325,0.081683815,0.22361821,0.06792155,0.01157798,0.34508228,0.18828315,0.07488663
4.842561e-05,0.38254744,0.570439,0.004227922,0.00022874867,0.00055875303,0.008854823,0.033094853
0.0072336877,0.0049267244,0.13947257,0.001278612,0.011568818,0.41269785,0.27093488,0.15188685
0.03359725,0.003578919,0.3635089,0.06744774,0.0021024416,0.38778067,0.030593775,0.11139029
0.3503952,0.017177077,0.07904062,0.041796677,0.17444658,0.001470134,0.02645206,0.30922174
0.036848836,0.21594274,0.157635,0.1311868,0.17451836,0.004019798,0.15363896,0.12620951
0.011963107,0.04645654,0.0027867027,0.002574694,0.0055198236,0.7143528,0.021664502,0.19468191
0.0126490155,0.20294493,0.34588325,0.09676822,0.1535348,0.00056129124,0.06439175,0.12326672
0.0293353,0.007472737,0.37852257,0.0693594,0.006605766,0.41590035,0.082246445,0.010557397
0.0011658398,0.0010768028,0.04946526,0.046129644,0.010172679,0.531,0.34766832,0.013321445
0.28996605,0.04995463,0.13372135,0.13022497,0.124498755,0.16596828,0.0048595895,0.100806385
0.24679285,0.09906049,0.0036330689,0.098747455,0.055839173,0.0013695243,0.14639097,0.34816644
0.24778444,0.0044414843,0.14475112,0.019988861,0.16292822,0.21909204,0.12700294,0.07401091
0.27534255,0.17864488,0.16574466,0.008762765,0.20277908,0.10443777,0.030343138,0.03394511
0.0015094767,0.00027593772,0.05576513,0.20875649,5.3148688e-05,0.32816344,0.40380913,0.0016672486
0.17448299,0.02038175,0.180698,0.007857932,0.23981568,0.24722503,0.035500783,0.09403786
0.17016593,0.19107017,0.042349942,0.094708085,0.022757282,0.0014003648,0.34995535,0.12759289
0.28120694,0.08628198,0.07267692,0.065041244,0.19816297,0.07568222,0.12312482,0.09782291
0.12959579,0.011120983,0.084535,0.009949701,0.043140464,0.5145905,0.19505675,0.012010779
0.45139998,0.15595207,0.028250448,0.08297366,0.06221889,0.053768188,0.012790846,0.15264595
0.12365221,0.11979912,0.0008462757,0.25695807,0.022429623,0.00016509245,0.39764246,0.0785072
0.0980376,0.0022135242,0.00678064,0.009393131,0.20588845,0.22297165,0.12156472,0.33315027
0.0013372751,0.14417757,0.47040972,0.22107314,0.03456861,0.03439606,0.006938953,0.087098666
0.13536184,0.11634633,0.031973995,0.0089585725,0.27529442,0.007910287,0.020343315,0.40381128
0.00051525544,0.070776194,0.81578445,0.08449589,0.0037659213,0.0057033002,0.014566758,0.0043921415
0.045053475,0.14004153,0.10003718,0.2329919,0.21715535,0.030422378,0.058758948,0.17553917
0.039451875,0.0246084,0.019410774,0.26289508,0.1650165,0.2378653,0.20273095,0.04802112
0.18139979,0.009086681,0.05776538,0.2050786,0.17136486,0.072464846,0.10744691,0.19539292
0.10463585,0.20275816,0.023510795,0.013868672,0.24875866,0.19851112,0.096226424,0.111730345
0.00042662027,0.0069089755,0.6536073,0.19812538,0.0019614575,0.10247482,0.03582044,0.00067494134
0.056378186,0.14402118,0.018264424,0.18445687,0.14841515,0.42919534,0.01791777,0.0013511053
0.178231,0.005919097,0.0111690285,0.08573307,0.23364103,0.1642994,0.06679775,0.25420964
0.22926937,0.14570212,0.0012910734,0.016973697,0.21113262,0.119473174,0.022357073,0.2538009
0.06141718,0.032281548,0.09009492,0.0069909305,0.10076951,0.37646458,0.33038402,0.0015972941
0.13388409,0.0020211635,0.009277791,0.168267,0.22703323,0.22183156,0.02644559,0.21123964
0.00071977597,0.41260684,0.42564705,0.010785505,0.025226444,0.0052543064,0.015021747,0.104738325
0.14361086,0.069987044,0.0024799772,0.22917052,0.022079226,0.0013719955,0.29698247,0.23431787
0.16233933,0.010528546,0.010212801,0.016949361,0.1821995,0.11507513,0.19507797,0.30761743
0.28096873,0.08522417,0.05926224,0.1258665,0.040353976,0.0025329802,0.2777509,0.12804049
0.25411886,0.24613264,0.08633222,0.11540123,0.013895561,0.008048722,0.26429972,0.011771105
0.123857215,0.097396314,0.02611418,0.08416337,0.2145121,0.19564262,0.02275462,0.23555958
0.11496931,0.036705658,0.011026829,0.122768834,0.25277635,0.17907488,0.17864786,0.10403026
0.13571769,0.00058115576,0.23459813,0.00861112,0.07469494,0.35129446,0.14079118,0.05371139
0.2557306,0.11478327,0.016094226,0.07436766,0.22069676,0.04239563,0.024297103,0.25163472
0.05419864,0.0032354458,0.013262037,0.07115349,0.18333454,0.537324,0.037463367,0.10002849
0.13801278,0.074970305,0.00498048,0.10982876,0.22352123,0.013999119,0.13635671,0.2983306
0.047714517,0.0010998417,0.16269936,0.13220339,0.09808773,0.27368954,0.03412817,0.25037748
0.23260011,0.0031516806,0.034388386,0.1711307,0.0666264,0.14244144,0.17078811,0.17887312
0.027126001,0.012844892,0.5764534,0.011438136,0.00015534874,0.29087615,0.073103026,0.008003062
0.20830208,0.1590775,0.005982996,0.08172478,0.24156088,0.027070273,0.020328978,0.25595254
0.12241225,0.04341104,0.2358568,0.00028330612,0.069488384,0.2542644,0.10208161,0.1722022
0.003998409,0.027891856,0.2622735,0.101193905,0.021029502,0.4528417,0.1211268,0.009644346
0.19231799,0.1882272,0.0061527276,0.003405026,0.20150179,0.033666104,0.043674186,0.33105496
0.16584933,0.043931026,0.020740813,0.09063189,0.14099991,0.14857385,0.117489785,0.27178347
0.268597,0.0075746514,0.0054626795,0.08199401,0.19449627,0.11345005,0.09283413,0.23559114
0.24230303,0.010293927,0.002131053,0.028393185,0.21300092,0.032687716,0.11506757,0.35612264
0.009005852,0.0060482128,0.16746986,0.054276314,8.4461644e-05,0.529174,0.23327026,0.0006710326
0.026208019,0.038005717,0.37662154,0.06518951,0.03759872,0.009675794,0.046997752,0.3997029
0.24613899,0.11874701,0.025137026,0.07682459,0.29624027,0.030439982,0.15202601,0.05444609
0.23249072,0.0024665287,0.002905241,0.037517194,0.26595134,0.19691676,0.24623126,0.015520906
0.33696598,0.11288478,0.009817,0.012885565,0.10208434,0.06442754,0.09871319,0.26222163
0.15986001,0.09282863,0.006863541,0.040664844,0.25397503,0.21415858,0.1481405,0.083508834
1.2667509e-05,0.29426008,0.49878305,0.16126047,0.0124137215,0.00039018574,0.016623512,0.01625638
0.00064564275,0.037664,0.66655445,0.00065759284,0.0004940113,0.2502448,0.0024575393,0.04128201
0.21230863,0.1414598,0.0046218024,0.26321816,0.14908278,0.018694328,0.07184235,0.13877216
0.0016093109,0.2706371,0.54330385,0.04220849,0.014466476,0.015353813,0.029289786,0.08313116
0.15090075,0.14960958,0.058392785,0.19396506,0.22169986,0.018572463,0.041385673,0.1654738
0.062680654,0.010468876,0.24278527,0.13598932,0.035992518,0.30606282,0.012779806,0.1932407
0.25614133,0.008979277,0.080647856,0.03924148,0.19639745,0.016450446,0.21385053,0.18829158
0.0028594625,0.00010018528,0.21878248,0.009511274,0.00045018265,0.4118247,0.18688318,0.16958848
0.0077747633,0.016835634,0.034101844,0.16530332,0.13460983,0.34453404,0.28841937,0.008421157
0.019328902,0.00025713677,0.3080496,0.0017352158,0.053162895,0.462756,0.15275091,0.001959302
0.17983332,0.10882832,0.015107586,0.05775769,0.33529752,0.0020213295,0.021219539,0.2799347
0.24377768,0.22625685,0.0010335566,0.04804126,0.06346084,0.009410524,0.29915217,0.1088671
0.018656205,0.2184592,0.23805109,0.16191976,0.1501611,0.0060672844,0.05907177,0.14761354
0.1856984,0.025476146,0.0133239785,0.161784,0.27950305,0.13531314,0.046330094,0.15257122
0.006579141,0.25951022,0.43450147,0.00718851,0.017348759,0.029349903,0.0050476366,0.24047442
0.15311971,0.028966973,0.050540585,0.18995483,0.13905975,0.00093718956,0.2408511,0.19656986
0.018717842,0.31155914,0.6196431,0.00097160274,0.0041034613,0.017712343,0.021287289,0.0060052676
0.24079296,0.15296191,0.0020909156,0.017696876,0.20508695,0.00079470815,0.024837187,0.35573852
0.27498782,0.23854688,0.00679077,0.11389652,0.17147714,0.005136403,0.033519633,0.15564479
0.2552688,0.0078099365,0.059258252,0.015403516,0.21097195,0.3276025,0.10010013,0.023584843
0.013570474,0.0034957004,0.07676724,0.06794789,0.08486808,0.7141719,0.015567517,0.023611203
0.0783677,0.00092219625,0.4209401,0.0005879537,0.0008671125,0.37531513,0.11541894,0.0075808014
0.3112942,0.009831594,0.059111126,0.18845893,0.2851767,0.015999291,0.027078113,0.10304999
0.0016805516,0.19079039,0.24103302,0.023618568,0.20726703,0.00087517523,0.1657553,0.16897993
0.054612897,0.0039265077,0.41773808,0.0034869933,0.0005013388,0.4494582,0.06902215,0.0012537802
0.24178943,0.18406013,0.0020886404,0.45766246,0.028569032,0.01106174,0.048471693,0.026296856
0.0010032611,0.3732317,0.39684674,0.11884308,0.00023976562,0.008690065,0.09974556,0.0013998651
0.23001932,0.21786934,0.05627036,0.045309298,0.1711995,0.001248159,0.07180562,0.2062784
0.23778075,0.20998901,0.42255855,0.035304602,0.028620115,0.020062089,0.016329987,0.029354915
0.09625869,0.3128476,0.0013256659,0.23864578,0.058074977,0.022866478,0.06004027,0.20994052
0.011272954,0.0021914057,0.046010308,0.15733442,0.03446734,0.39266592,0.06472827,0.2913294
0.00080967695,0.0066721607,0.78123724,0.002592372,2.6296755e-06,0.1976942,0.0046450696,0.006346576
0.0025376086,0.0010385918,0.35085553,0.04004989,0.007558573,0.51567405,0.070358574,0.011927225
0.0021747649,0.047144897,0.5576523,0.015193364,0.089978665,0.27427092,0.001072431,0.01251265
0.01004748,0.01056358,0.27615693,0.0411549,0.03925851,0.3535753,0.040210955,0.22903237
0.0009400563,0.1681427,0.38304144,0.15116243,0.03435945,0.13649781,0.09190905,0.033947114
0.0030853858,0.0003033786,0.17886852,0.0031391298,0.00034845836,0.60332066,0.20753317,0.0034013004
0.11185665,0.2132508,0.10872184,0.035479568,0.18406606,0.03091696,0.14633483,0.16937324
7.437986e-05,0.2015524,0.47107664,0.1215436,0.0011056013,0.022626858,0.1438441,0.03817644
0.0012222051,0.38220498,0.32347012,0.014117368,0.14645356,0.003044445,0.094843715,0.034643553
0.3009089,0.14543064,0.010166001,0.0022491515,0.10424882,0.008469099,0.011440113,0.41708726
0.22091341,0.07436146,0.04119373,0.3941642,0.07119037,0.0010063687,0.18904445,0.008125947
0.10672213,0.5097788,1.7958271e-05,0.0760996,0.17030837,0.00016432839,0.051557824,0.085351035
0.18646386,0.060355354,0.004849211,0.12787756,0.19951046,0.21021175,0.044739522,0.1659923
0.031244116,0.00033633722,0.2570495,0.00072819734,0.0004341893,0.57154095,0.13353103,0.0051356647
0.26384357,0.09420103,0.003632169,0.043729164,0.18020442,0.1544009,0.15584695,0.10414179
0.1436283,0.119089656,0.14523947,0.06976238,0.17696393,0.076366104,0.16690758,0.10204256
0.014694544,0.032901973,0.32739475,0.032866146,0.21269722,0.23877117,0.050979495,0.08969464
0.07367447,0.00014390868,0.061588325,0.039501935,0.030981576,0.32182726,0.16304003,0.30924255
6.991268e-05,0.36164787,0.5069111,0.030556438,0.001407212,0.00067314296,0.0668984,0.031835962
0.00034711914,0.12092378,0.69299704,0.1328311,0.023921102,0.003894297,0.023902847,0.0011826846
0.107626684,0.023098873,0.13574728,0.0021974167,0.041968994,0.4969012,0.09443135,0.09802817
0.08196314,0.0037067453,0.15027119,0.0018219396,0.008417491,0.36736143,0.2796151,0.106842965
0.10439245,0.112859815,0.021442473,0.27285808,0.0079547465,0.008808501,0.21162833,0.26005554
0.059054747,0.13511705,0.33253682,0.02019449,0.00051417196,0.38810056,0.02530953,0.03917258
0.05306637,0.023667293,0.04346145,0.14664736,0.009389381,0.45540407,0.027067473,0.24129662
0.00018320585,0.009013593,0.54458004,0.021161461,0.07740688,0.20522784,0.00140361,0.14102338
0.038694195,0.088959746,0.47742778,0.113746725,0.00297815,0.18909402,0.067067824,0.022031596
0.5174409,0.00202708,7.750585e-05,0.00046498206,0.016526349,1.9267642e-05,0.0034620964,0.45998183
0.3260829,0.11242774,0.0009398823,0.25343272,0.029836018,0.00037716204,0.116229095,0.16067445
0.024793169,0.12424659,0.02312344,0.32932734,0.008669779,0.11589009,0.24352187,0.13042772
0.47339088,0.022311805,0.000102634665,0.00037606835,0.01787567,3.111187e-05,0.0022133105,0.48369858
0.052240223,0.010151821,0.07509689,0.00052833033,0.08443461,0.50662446,0.26751125,0.0034123545
0.17916152,0.097133085,0.015117047,0.11968543,0.20636392,0.008326848,0.14145812,0.232754
0.103622735,0.06428744,0.10750858,0.10724361,0.121729985,0.24288064,0.15430376,0.09842323
0.3107338,0.08473344,0.05393962,0.01560854,0.15008283,0.21202803,0.055950426,0.116923325
0.022851745,0.18208423,0.1670041,0.046964675,0.05386823,0.20930988,0.1047941,0.21312301
0.44054052,0.16162227,0.0067369016,0.08846719,0.007981887,0.0150001105,0.25221592,0.027435143
0.3107295,0.03639132,0.24005345,0.12044352,0.02107098,0.2210077,0.038504954,0.011798591
0.20088515,0.11601104,0.0010016711,0.22531545,0.030402647,0.00015278389,0.20471352,0.22151774
0.13403034,0.0032354866,0.13677192,0.2607246,0.050488982,0.054385804,0.033640075,0.3267228
0.14439559,0.15975049,0.092370465,0.08439763,0.1572724,0.014800174,0.18870002,0.1583133
0.00082531857,0.20350416,0.2527391,0.037101142,0.0023693622,0.09169091,0.016398925,0.39537108
0.00036738187,0.25567958,0.32212985,0.1826093,0.1836694,0.0038329163,0.04112693,0.010584676
9.3817565e-05,0.3731581,0.4761523,0.030869538,0.0016577672,0.009785469,0.09227943,0.01600354
0.00036725646,0.004323975,0.5723881,0.0005429367,4.717365e-05,0.4138534,0.0056203967,0.0028566837
0.26860547,0.0012454597,0.0052754255,0.056787148,0.188526,0.40730748,0.047333185,0.024919795
0.08388753,0.017559651,0.1226986,0.031018585,0.3658895,0.25766236,0.04026557,0.081018224
0.3236276,0.07445499,0.006837267,0.20922044,0.11089957,0.0003027022,0.11727689,0.15738049
0.008361263,0.37648675,0.2413029,0.018442467,0.006149165,0.00047418353,0.015325578,0.33345774
0.10968754,0.08722861,0.080350876,0.12380057,0.2581692,0.006435407,0.07098858,0.26333922
0.003702654,0.011395697,0.5881126,0.023344966,0.00011127467,0.32462758,0.008773186,0.039932024
0.0052980543,0.025046078,0.7667594,0.0014292882,5.7007255e-06,0.13986917,0.051898476,0.009693845
0.00081318227,0.37799436,0.43380404,0.00552683,0.001619718,0.00034657744,0.04248192,0.13741338
0.059849273,0.08824763,0.0022401689,0.16261445,0.002183159,0.0020883968,0.5567805,0.12599643
0.19156319,0.083249025,0.028754372,0.13398544,0.20189287,0.189377,0.105858326,0.06531976
0.012701236,0.40609628,0.45644948,0.015016872,0.08266343,0.00044677866,0.023389835,0.0032361418
0.0011316368,0.15288034,0.586231,0.13853066,0.0027325752,0.014186768,0.0951996,0.009107406
0.26329762,0.17219594,0.025831793,0.0901555,0.101845644,0.0033522875,0.18944557,0.15387562
0.015126165,0.16779749,0.12003145,0.36777866,0.010581533,0.05604378,0.21530007,0.04734079
0.20735982,0.16842246,0.09648873,0.019576304,0.13636835,0.036541644,0.0027109978,0.3325317
0.23561683,0.06922772,0.022210028,0.03685981,0.27978987,0.22726396,0.018903337,0.11012846
0.24255323,0.0024410912,0.012962932,0.052938066,0.20739195,0.30510318,0.03347716,0.14313237
0.13697436,0.21660683,0.28892708,0.01480866,0.06771662,0.010484548,0.098960474,0.16552141
0.2495177,0.033229113,0.012236829,0.030876778,0.28876024,0.012888616,0.011588629,0.36090204
0.0016820718,0.3033697,0.46210778,0.0729546,0.02790859,0.013870878,0.05085875,0.067247644
0.35075772,0.33696017,0.007691432,0.054247864,0.101376824,0.002924771,0.00873173,0.13730954
0.019681703,0.013462039,0.06710917,0.0598791,0.07521912,0.6052808,0.044691738,0.11467631
0.14933106,0.011984148,0.40984678,0.0007634522,0.00059886044,0.37646672,0.04227558,0.008733312
5.515659e-05,0.1280396,0.6535995,0.006358291,0.0060641007,0.004684552,0.021068126,0.18013075
0.24678645,0.24044031,0.019084709,0.19165283,0.0028802874,0.0029088154,0.27906668,0.017179925
0.29698244,0.20780462,0.20616294,0.022997782,0.2226268,0.014360706,0.028099554,0.0009652136
0.1190711,0.067907035,0.0018141201,0.15999515,0.2918973,0.14225815,0.023841327,0.19321582
0.02544276,0.07830714,0.10796373,0.15157351,0.059801843,0.3028536,0.0073139835,0.26674345
0.04380159,0.24904893,0.24301448,0.0983107,0.035341874,0.0036377371,0.061574757,0.26526994
0.20289716,0.009505748,0.19050565,0.095035195,0.097226836,0.24868196,0.10600999,0.05013746
0.0009475457,0.14629757,0.5127993,0.13339345,0.15234292,0.009054435,0.037640773,0.0075240335
0.13535085,0.19758868,0.16847776,0.019133344,0.21611667,0.0022125135,0.008732934,0.2523873
0.22749372,0.08230919,0.028715588,0.15882994,0.16356237,0.22974439,0.0821866,0.027158195
0.08884639,0.052176893,0.130143,0.011485963,0.26323017,0.14807591,0.22755888,0.078482784
0.22444871,0.0092093665,0.015484365,0.12806214,0.09339548,0.45236638,0.039356682,0.037676852
0.034403365,0.44729304,0.50527686,0.0023790675,0.0020750707,0.0010772975,0.0047281194,0.0027671813
0.34398782,0.12552284,0.037600394,0.15783334,0.066530444,0.060148027,0.0058034877,0.20257363
0.0058422894,0.0004719314,0.51750267,0.0035703117,2.9248947e-06,0.46480763,0.0044618635,0.0033403332
0.10056353,0.107691854,0.26329875,0.05042368,0.019320438,0.42407477,0.0080349995,0.026592003
0.00036070767,0.002880778,0.00804343,0.09719616,0.10441571,0.43779424,0.3458165,0.0034924485
0.026235636,0.031217447,0.31909573,0.26912776,0.005677637,0.3321884,0.015876662,0.00058071833
0.016445827,0.000339943,0.059727717,0.021218766,6.4961416e-05,0.85915744,0.042481236,0.0005640963
0.28326172,0.22180802,0.028253797,0.07817139,0.14969149,0.018799363,0.020108592,0.19990563
0.002315278,0.00021070737,0.020333687,0.0013487652,0.00034636905,0.95434225,0.01961399,0.0014889359
0.4414506,0.14119917,0.008215609,0.19504079,0.024665505,0.14392465,0.023398861,0.02210483
0.098457955,0.035431214,0.18223469,0.010530144,0.13637629,0.16180067,0.23954895,0.13562013
0.36979002,0.11861295,0.032859057,0.0025337073,0.0035216506,0.18611376,0.08396395,0.2026049
0.00065012067,0.12087705,0.4452967,0.1423325,0.20602272,0.012467815,0.053237334,0.019115755
0.0066163475,0.0416014,0.055666965,0.14117987,0.05051064,0.5403624,0.16342978,0.00063260493
0.0006403824,0.10270231,0.6749861,0.014126866,7.643367e-05,0.17361748,0.030764153,0.0030862917
0.21394506,0.3008157,0.3523183,0.015118958,0.062687784,0.02561199,0.024308626,0.0051935907
0.35575736,0.06721322,0.0015655804,0.008927509,0.26168865,6.8192574e-05,0.008800792,0.29597872
0.23792821,0.3314892,0.0032182022,0.2347055,8.6057174e-05,0.1780312,0.007269192,0.007272417
0.26267213,0.021099769,0.09592335,0.030124681,0.09912052,0.20672768,0.030800194,0.25353166
0.06336569,0.08366091,0.0052456167,0.31115967,0.09029599,0.02532722,0.11452062,0.30642432
0.0011616617,0.0007328294,0.43307763,0.0019271682,5.3840253e-05,0.5022321,0.0602949,0.0005198986
0.25892317,0.07998323,0.0060258065,0.09370309,0.16141617,0.26854327,0.028895043,0.10251022
0.077987805,0.02145498,0.20119536,0.26750946,0.16115768,0.17534831,0.023962302,0.07138408
0.0020302227,0.0007388616,0.11108479,0.17140804,0.002486,0.41970026,0.28130177,0.011250045
0.00231078,0.00051861437,0.02925609,0.0009207885,0.0031828973,0.6015391,0.34829232,0.013979447
0.0051479586,0.000473803,0.35265082,0.00091701397,0.00050598796,0.36695027,0.2708463,0.0025078417
0.14216335,0.003233114,0.057332784,0.0073040775,0.10542617,0.20182043,0.10347709,0.37924296
0.002397406,0.2505668,0.45968497,0.21058823,0.0014474831,0.0035799062,0.040511254,0.031223964
0.061660603,0.21862853,1.8773948e-05,0.24078864,0.043513663,1.3541964e-05,0.3351134,0.10026285
0.0063799517,0.0054561486,0.29609126,0.003634383,0.00029843682,0.39823976,0.28632322,0.0035767765
0.22461937,0.3211537,0.00045792037,0.05653628,0.15217449,0.11970836,0.032827374,0.092522465
