B-cells,CAFs,Cancer Epithelial,Endothelial,Myeloid,Normal Epithelial,PVL,T-cells
0.122646555,0.088723116,0.0009908814,0.025743745,0.32733062,0.00019924226,0.098364174,0.3360016
0.0072294334,0.01969665,0.18816453,0.13206623,0.14625753,0.0605744,0.21382976,0.23218146
0.19434047,0.2111679,0.024765171,0.017935732,0.3000418,0.011834616,0.12475362,0.11516071
0.27068785,0.0698027,0.0048269867,0.035035606,0.25098184,0.008854527,0.014989946,0.3448205
0.284839,0.0017729911,0.022828907,0.06452708,0.08796975,0.11481775,0.11220281,0.3110417
0.11823906,0.013471568,0.22137189,0.0083542755,0.10336335,0.26531458,0.24568927,0.024195993
0.3068684,0.17820242,0.0059899176,0.06748395,0.31909728,0.010924529,0.062992245,0.048441324
0.00087475905,0.33474866,0.3760259,0.007888422,0.020918315,0.005322883,0.042833485,0.21138762
0.0005305392,0.3960856,0.39277354,0.037680358,0.013354932,0.017802436,0.053841222,0.08793135
0.0009870002,0.1775443,0.4665758,0.24098384,0.06055616,0.036493003,0.0004450778,0.016414803
0.045239024,0.2287247,6.700117e-06,0.23047623,0.0014454873,0.00030132895,0.4676957,0.026110847
0.14554031,0.12907456,0.0006078087,0.010150115,0.31450516,0.008296104,0.072231844,0.31959406
0.30492228,0.15061113,0.051360905,0.082996234,0.2501828,0.0061800303,0.08499525,0.06875139
0.045238435,0.13415733,0.009638293,0.12420811,0.19156519,0.28178102,0.08227225,0.13113941
0.00044305896,0.000684342,0.3196322,0.001976162,7.859722e-05,0.4353088,0.23988882,0.0019879933
0.121774234,0.32653528,0.061781883,0.020102603,0.31075403,0.037625175,0.0649838,0.056443
0.0004745333,0.000715128,0.0085178185,0.19865945,0.0062182373,0.32426608,0.32801646,0.13313231
0.22582713,0.107675046,0.04298916,0.12986955,0.19800878,0.010588925,0.11431956,0.17072181
0.20388585,0.0017277291,0.14394233,0.003716182,0.21356037,0.28239202,0.1386614,0.012114088
0.0653455,0.008405371,0.17003937,0.020756336,0.049637683,0.37349194,0.29547757,0.016846176
7.690685e-05,0.3526253,0.43057153,0.11082042,0.019647904,0.008961898,0.07502134,0.002274711
0.050722178,0.2574638,0.00013285069,0.24342203,0.0014801095,6.87622e-05,0.42739668,0.019313628
0.12070833,0.048224635,0.29326305,0.030366102,0.0043980973,0.42062065,0.060470637,0.021948516
0.0005802378,0.26625848,0.21343665,0.19493692,0.013485144,0.0015807297,0.24161616,0.068105675
0.10866978,0.16294314,0.085142925,0.19786304,0.034464084,0.10462,0.26080608,0.04549092
0.0019679824,0.27084202,0.6036839,0.03146795,0.0037586805,0.0468824,0.021565702,0.0198314
0.055045452,0.010495707,0.0074903425,0.15080078,0.112334356,0.0011582762,0.34778202,0.31489316
0.055266544,0.14534234,0.34946907,0.006396549,0.17343177,0.19445857,0.0753756,0.00025957878
0.009727493,0.11834732,0.16572559,0.16916457,0.0011179877,0.4486013,0.076739065,0.010576623
0.08193001,0.022818625,0.022454167,0.2362139,0.062315624,0.30228993,0.2670289,0.004948863
0.0013862988,0.3508699,0.34318072,0.03935589,0.012521083,0.0023641007,0.22588444,0.024437567
0.025845272,0.004098395,0.30410555,0.101742975,0.059466444,0.4415456,0.015854854,0.04734086
0.0017542813,0.00038155133,0.44342324,0.025327193,8.559785e-06,0.4985708,0.02999567,0.0005387943
0.28168303,0.14002521,0.010289261,0.15377982,0.09855701,0.0006422605,0.16802663,0.1469968
0.41215533,0.0707471,0.027077882,0.07641256,0.0524989,0.04583522,0.23413482,0.08113817
0.00016136991,0.0073645134,0.84004045,0.012422299,0.009012252,0.11851995,0.011340812,0.0011382941
0.21478835,0.19905615,0.11784133,0.012137794,0.26111022,0.072366595,0.039766513,0.08293307
0.2900397,0.15934654,0.009292648,0.042152338,0.3204659,0.0022011208,0.066430375,0.11007141
0.14125566,0.27197465,0.0073806383,0.058760367,0.017857714,0.39478275,0.032590274,0.0753979
0.00034298399,0.43522418,0.33831048,0.0047949106,0.010195412,0.00035938638,0.053616576,0.15715611
0.2446638,0.21567407,0.058331095,0.1335685,0.072416276,0.015087707,0.12739234,0.13286617
0.23710023,0.007570702,0.110526204,0.07284109,0.101020426,0.2993641,0.018739264,0.15283799
0.0004728625,0.0853807,0.37311992,0.003078859,0.02507487,0.37855333,0.13062622,0.0036933222
0.16482021,0.0029057832,0.6508175,0.0017339217,3.404638e-05,0.17086819,0.0064319447,0.0023883549
0.054022767,0.029766712,0.46319053,0.02850328,0.37011087,0.015745673,0.021130953,0.017529167
0.010304369,0.012088039,0.2436848,0.0056831846,0.006172252,0.38932544,0.29844606,0.03429582
0.000100595294,0.30154637,0.60751295,0.0020119103,0.0005624023,0.00032516278,0.02620066,0.061740007
0.0009784783,0.012082243,0.6605009,0.12685871,0.0022384545,0.01672895,0.047978066,0.1326342
0.14599997,0.14129628,0.003815238,0.10994703,0.19042218,0.073128976,0.15792556,0.17746472
0.20472622,0.18214658,0.0012471497,0.23795241,0.00031858822,0.07445632,0.2939123,0.0052404534
0.22468245,0.14272183,0.015658364,0.07661058,0.2606788,0.124566,0.02985932,0.12522267
0.038523357,0.0627085,0.0039617405,0.16110875,0.2135647,0.33136117,0.09341907,0.09535268
0.006668762,0.15880312,0.7544253,0.01495233,0.0054915897,0.053090833,0.005302622,0.0012654071
0.13076788,0.09212561,0.20177937,0.08843359,0.119807996,0.0002233476,0.17442739,0.19243482
0.012215068,0.00043251517,0.23006128,0.0063366806,0.011417132,0.71396387,0.025103724,0.00046971854
0.10532204,0.33810163,0.00015493686,0.23914187,0.026385758,3.0980602e-05,0.19200817,0.09885462
0.037655972,0.0036125763,0.23287943,0.040642526,0.0081733465,0.42469242,0.031116296,0.22122744
0.29127184,0.082332075,0.03650251,0.004702279,0.34675387,0.0086595,0.036650904,0.193127
0.00053789176,0.31889337,0.335779,0.0940203,0.07190315,0.0015158114,0.019651946,0.15769854
0.15541591,0.00050673395,0.025603889,0.012324499,0.3005675,0.26859802,0.1777097,0.059273753
0.00011224681,0.36363575,0.49821413,0.071197115,0.0014519414,0.0032537074,0.05808102,0.0040541333
0.00043487642,0.274311,0.47819275,0.09664575,0.0011076345,0.0018192339,0.120389804,0.027098939
0.026293587,0.015482073,0.06457051,0.08050324,0.26391047,0.3376361,0.011351351,0.20025267
0.31472445,0.26240093,0.012714383,0.058975633,0.14381407,0.005004678,0.011956066,0.19040981
0.0003838681,0.15426603,0.7559618,0.0065987087,0.033350654,0.0070017455,0.017325647,0.025111571
0.2633525,0.0025557736,0.3001123,0.002556512,0.039060347,0.31063873,0.07627399,0.005449811
0.21080077,0.0114354165,0.13518743,0.012549962,0.20821765,0.24846198,0.08657308,0.08677369
0.26401713,0.0014213964,0.14536276,0.007298719,0.061577335,0.3385775,0.05471506,0.12703012
0.004345186,0.00036533782,0.19973083,0.0009824126,0.00021455536,0.5315403,0.26257598,0.0002454744
0.09290277,0.11729775,0.008791258,0.099453785,0.17131598,0.11766261,0.3117025,0.08087335
0.0065407357,0.10784585,0.4170844,0.0016923017,0.021060184,0.24585083,0.022928918,0.17699681
0.07218726,0.12593058,0.18589208,0.09601849,0.21148986,0.19490495,0.018120266,0.09545658
0.27103284,0.11151729,0.008308591,0.25832516,0.1667017,0.0033598677,0.13866085,0.042093735
0.0045385007,0.00047291376,0.5547539,0.0049981205,4.9825976e-06,0.4197287,0.0062675793,0.0092353085
0.006518944,0.18398231,0.60408723,0.04253189,0.031910263,0.09322508,0.02029739,0.017446857
0.028904244,0.17129323,0.49686095,0.07917375,0.008204357,0.1289325,0.07197303,0.0146579025
0.2528929,0.26104057,0.015643053,0.14764345,0.08345546,0.00013883392,0.21154197,0.02764378
0.05595501,0.17109117,0.0030854386,0.026555175,0.24146058,0.13451152,0.23324257,0.13409853
0.0003098267,0.2784467,0.44478124,0.030692259,0.051471822,0.00082203624,0.028655969,0.16482015
0.20378219,0.024459012,0.047820475,0.012607701,0.2870273,0.2598912,0.06542593,0.098986134
0.21594572,0.18895161,0.18842185,0.020186953,0.1537151,0.0027304008,0.056879416,0.17316891
0.02597918,0.016642833,0.59934133,0.0030503906,0.00040347077,0.34633076,0.0057521043,0.0024999343
0.018091837,0.00032370264,0.4666321,0.0004379978,0.00019866385,0.42262083,0.08888347,0.0028114254
0.023649553,0.5683501,0.0009562636,0.16114071,0.0020661002,0.0035981394,0.22699536,0.013243766
0.023445899,0.11108571,0.21273322,0.16676281,0.15525645,0.19919446,0.012302151,0.11921929
0.011016878,0.44262463,0.4683311,0.0015657095,0.004741803,0.0017811852,0.016039424,0.053899325
0.119711824,0.07175726,0.007837697,0.028444896,0.063706376,0.18753807,0.22581199,0.29519185
0.30483854,0.041706912,0.011979034,0.08882775,0.12502772,0.09534222,0.08391048,0.24836731
0.04512849,0.1828362,0.001762111,0.072713405,0.17562214,0.3098039,0.20101076,0.011122972
0.00049588445,0.008815141,0.6853217,0.00034856683,4.773916e-05,0.29241765,0.007302805,0.005250529
0.002310076,0.21116614,0.5142922,0.03514181,0.04516221,0.122728154,0.0080205845,0.061178878
0.0440656,0.016331417,0.060711827,0.24561292,0.24250129,0.3143182,0.058173496,0.01828521
0.088430494,0.1599544,0.046431463,0.07349597,0.073138095,0.29173943,0.11426776,0.1525424
0.024381729,0.17993946,0.40858686,0.07038543,0.06951341,0.11620982,0.12997882,0.0010044979
0.023823412,0.009585873,0.013536842,0.24241772,0.10016014,0.3180117,0.03675883,0.25570548
0.064133994,0.21237487,0.2711976,0.020425426,0.1312392,0.046545256,0.017466877,0.23661679
0.002247017,0.04596768,0.43649027,0.059525352,0.08259194,0.29472542,0.075659424,0.0027929102
0.0033942047,0.12966177,0.32847506,0.02372031,0.124139555,0.193987,0.06827486,0.12834725
0.26254886,0.14390019,0.040712528,0.028955791,0.03307783,0.014837094,0.18210006,0.29386774
0.014946558,0.2169868,0.32245666,0.16640264,0.07358986,0.14907144,0.034557715,0.02198831
0.31443846,0.2804749,0.00770065,0.18640399,0.019416153,0.007185693,0.07535507,0.109025106
0.12380331,0.3544588,0.03446354,0.13805136,0.074564576,0.003965904,0.12087554,0.14981696
0.18978411,0.089734346,0.053202674,0.021012267,0.23493035,0.29177707,0.015311402,0.104247786
0.015942026,0.0033950387,0.0032720258,0.22436933,0.25075752,0.40148348,0.010830437,0.08995011
0.19232096,0.14508802,0.027068142,0.09614339,0.11266644,0.00996788,0.21115726,0.20558791
0.34893155,0.18246076,0.021470122,0.15642652,0.03996522,0.019248702,0.121309616,0.11018754
0.22600846,0.112913966,0.010542249,0.2235976,0.06880575,0.0060853334,0.2981125,0.05393412
0.08419718,0.16055201,0.1370106,0.087092176,0.22489153,0.103341565,0.058884352,0.14403056
0.038104005,0.02976613,0.4949031,0.070615634,0.22949821,0.040079664,0.086407505,0.0106257815
0.1924471,0.01760811,0.0014611657,0.17296185,0.2640202,0.109789915,0.14886743,0.0928442
0.14524062,0.041298557,0.13799834,0.04719014,0.47548196,0.092220694,0.05170139,0.008868328
0.25280464,0.0530816,0.0027742658,0.041333135,0.23932832,0.00082700065,0.059517115,0.35033393
0.023480609,0.005101721,0.0039676735,0.0748391,0.058092322,0.42090896,0.29196817,0.12164144
0.2951583,0.012587498,0.017271291,0.04524943,0.24465986,0.25296444,0.008307964,0.12380123
0.0005774355,0.31241783,0.52120245,0.00087620714,0.0004902958,0.00035077232,0.024806084,0.13927893
0.14292684,0.08004238,0.022152627,0.12080873,0.22079572,0.005137029,0.123799205,0.28433746
0.0018051846,0.0018920206,0.58412796,0.023344439,1.3282912e-05,0.31146282,0.0030038718,0.07435045
0.12568706,0.26335895,0.046815075,0.23955046,0.00860057,0.14376707,0.0849877,0.0872331
0.17044349,0.17179672,0.086012654,0.021796254,0.21869683,0.147253,0.15019456,0.033806432
0.28432912,0.049406014,0.03393524,0.03366463,0.22356644,0.23272656,0.13873585,0.0036361688
0.27115518,0.14327246,0.002765611,0.09465848,0.20224535,0.0013967264,0.05337841,0.23112775
0.124582544,0.028848175,0.022086883,0.08873841,0.279552,0.027376136,0.17068782,0.25812805
0.22090723,0.022277035,0.007887651,0.118040316,0.24836525,0.24744879,0.040514927,0.094558805
0.038429275,0.0028435278,0.07060002,0.013665166,0.0004126198,0.6987634,0.17471962,0.00056639715
0.11610584,0.018588975,0.10421274,0.12650397,0.14180854,0.16390836,0.110067494,0.21880412
0.012137592,0.060142893,0.15342739,0.027663771,0.009215511,0.7341691,0.0026175138,0.00062623055
0.18332711,0.066453144,0.01022578,0.027903343,0.23137364,0.26174468,0.037600663,0.18137161
0.16543277,0.009389383,0.0035993103,0.031549197,0.25236258,0.090404525,0.05794634,0.38931593
0.20037657,0.10734728,0.18126169,0.049045272,0.038225353,0.3353777,0.008915624,0.07945045
0.08415727,0.22118852,0.07227669,0.2931895,0.0331725,0.009900092,0.28390074,0.002214718
0.22839269,0.05813903,0.04573227,0.19928111,0.09665582,0.0103591755,0.20839573,0.15304416
0.27776796,0.13506152,0.033977997,0.22522563,0.0035685333,0.0020074097,0.3186878,0.0037031877
0.35305563,0.023652487,0.10131177,0.11817688,0.024450537,0.03531191,0.16876294,0.17527786
0.0009953578,0.002175405,0.4645061,0.02063976,4.670629e-06,0.46690547,0.04444235,0.0003309257
0.020880677,0.033100575,0.124803446,0.13791367,0.15725845,0.3955627,0.06611377,0.06436672
0.10209865,0.0912851,0.038563095,0.08087649,0.23633903,0.018838624,0.032821003,0.39917797
0.16134088,0.0086405035,0.18717222,0.12008822,0.033897564,0.25396845,0.0033498562,0.23154232
0.2696366,0.20691384,0.010726192,0.05078516,0.07640237,0.009142091,0.14365086,0.2327429
0.25980374,0.021234984,0.11802143,0.08717338,0.13883916,0.234312,0.123116866,0.017498424
0.09436478,0.011930825,0.09853202,0.11002588,0.15922162,0.27794325,0.010214519,0.23776707
0.2953056,0.0014646227,0.087728694,0.011532114,0.14665245,0.2660337,0.059261847,0.13202098
0.007958467,0.0042354334,0.1920988,0.18479922,0.2284712,0.28263855,0.0556823,0.044116076
0.0008255666,0.0001827585,0.5439153,0.00039510865,0.0005609021,0.38181418,0.06692451,0.005381654
0.21884486,0.17421755,0.19785008,0.018526396,0.025836643,0.24843538,0.0170739,0.09921518
0.015851915,2.0685176e-05,0.001859091,0.0021284213,0.0030743652,0.5886165,0.14263454,0.24581447
0.014455286,0.31656295,4.115109e-05,0.3085544,0.00024150091,0.00043460928,0.3451883,0.014521828
0.21393454,0.02474297,0.043758456,0.061931234,0.18678734,0.27697217,0.18316546,0.008707785
0.21311954,0.16022272,0.011510301,0.24261856,0.013832472,0.019273786,0.103495836,0.23592682
0.039256472,0.4231496,0.1746844,0.0809474,0.16056009,0.001139267,0.025216129,0.09504667
0.2777356,0.08553175,0.00055379095,0.009866433,0.23891681,0.0001517585,0.06533834,0.32190555
0.21972422,0.07712424,0.0685659,0.09766649,0.19338614,0.14275238,0.14599441,0.054786198
0.27344918,0.21707901,0.0013977857,0.05432894,0.14810541,0.00042445693,0.14086258,0.16435264
0.08384165,0.016559675,0.08033385,0.008344969,0.16983464,0.29945046,0.02447727,0.31715745
0.011558925,0.27232602,0.21306673,0.063226774,0.016543575,0.16561665,0.24681297,0.010848395
0.27324033,0.038571466,0.08362767,0.0016814177,0.16314451,0.26048234,0.13259774,0.046654504
0.009881581,0.08120918,0.012549747,0.010008387,0.016703108,0.26499695,0.14562662,0.45902437
0.2064332,0.18686265,0.19491997,0.056544606,0.24606949,0.052871257,0.021680348,0.034618475
0.14098087,0.032934174,0.13665989,0.07821074,0.11818146,0.07590334,0.10237267,0.31475684
0.19183232,0.004216121,0.003962163,0.09451832,0.27400056,0.13773756,0.06780392,0.22592902
0.10664443,0.027084801,0.36870134,0.18490931,0.12622727,0.08937249,0.04367249,0.053387858
0.32590318,0.05699622,0.0028346027,0.17422408,0.094429016,0.0038565935,0.1024625,0.23929378
0.16204552,0.00092895166,0.026592037,0.019533634,0.0045531853,0.68634856,0.09963891,0.00035918117
0.00086798973,0.025987819,0.66076523,0.006169175,0.00033170442,0.01590089,0.27223325,0.017743992
0.0013424493,0.015771382,0.7418088,0.0024721904,3.6650436e-05,0.20370336,0.024384784,0.010480295
0.060113885,0.03794366,0.21082017,0.10694572,0.25309163,0.18005286,0.044990126,0.10604193
0.39721707,0.007293818,0.021174066,0.21227935,0.0016064428,0.13353759,0.2229787,0.003913042
0.049319845,0.016717602,0.19358301,0.21526417,0.14946042,0.30487844,0.011345817,0.0594306
0.41258627,0.13614996,0.009730335,0.23141879,0.031196266,0.013689362,0.14809346,0.017135562
0.33648062,0.049667906,0.013245275,0.046093248,0.25630146,0.11036296,0.041052558,0.14679597
0.21717986,0.10601955,0.38646644,0.0043521323,0.013150459,0.1998378,0.061958276,0.011035457
0.032996193,0.00026292956,0.003240101,0.05447497,0.11113558,0.6205981,0.17443421,0.002857935
0.14592616,0.0004443355,0.013490336,0.104092516,0.18192409,0.48320943,0.0367467,0.034166384
0.0016789971,0.00010280257,0.18730283,0.00029400334,4.994202e-05,0.5814959,0.2197716,0.009304002
0.124605626,0.0309701,0.17680025,0.043063305,0.23130596,0.25572845,0.11880979,0.018716514
0.21684301,0.0012345607,0.008490227,0.01359397,0.14356115,0.2640456,0.28735805,0.06487345
0.0021827011,0.23381189,0.45610487,0.006566834,9.960975e-05,0.22461566,0.0716377,0.0049807215
0.0008752057,0.1805723,0.17366742,0.24202086,0.13236007,0.07248622,0.17856872,0.019449214
0.00026781438,0.43239802,0.4655801,0.0038357885,0.00089965924,0.00045582218,0.011729771,0.08483306
0.0011528156,6.784631e-05,0.18996137,0.00038920625,0.00020782114,0.5027926,0.30536026,6.8058376e-05
0.0056501958,0.0001696857,0.41115594,0.007225436,0.052310217,0.4831376,0.039794557,0.00055641204
0.009111286,0.003340973,0.0148383565,0.07658598,0.21286276,0.67011535,0.011376006,0.0017693143
0.15356562,0.09965115,0.5910064,0.006600334,0.09994758,0.025078941,0.012114584,0.012035392
0.15430407,0.20677839,0.0033913115,0.021238685,0.1895511,0.0010997619,0.15179726,0.2718394
0.25300673,0.014461452,0.026734382,0.12923121,0.04796049,0.32804316,0.11453683,0.086025745
0.0008062542,0.11408803,0.3120212,0.102105305,0.18254383,0.0005950268,0.24129668,0.046543647
0.05022578,0.302069,0.33311552,0.082689635,0.15450846,0.031108072,0.009804078,0.036479462
0.2948417,0.18033236,0.08034508,0.021479322,0.07787738,0.13609894,0.10662358,0.10240163
0.18570574,0.29651487,0.0044787107,0.28925085,0.0003355066,0.009655515,0.18026268,0.033796154
0.06726639,0.0099996375,0.043309033,0.30186152,0.08083357,0.31215763,0.053648483,0.13092372
0.2138314,0.053639363,0.024864245,0.20254368,0.22498004,0.0004726786,0.06714438,0.21252427
0.23479402,0.009878987,0.30762985,0.0069684163,0.0077965944,0.3474083,0.03468375,0.05084007
0.2348265,0.15163392,0.0082803415,0.07818921,0.050076574,0.011095715,0.13250718,0.33339053
0.03686237,0.11048998,0.22660783,0.10676722,0.09828076,0.335298,0.06879431,0.016899504
0.33040684,0.1672914,0.022947017,0.051907722,0.09709143,0.0898895,0.19283272,0.047633372
0.1950864,0.15473288,0.035821445,0.11423501,0.19287941,0.0064944196,0.12437415,0.17637628
0.02991888,0.094896756,0.3714136,0.32978562,0.07969848,0.00030560358,0.07923218,0.014748964
0.1316078,0.004211601,0.13018093,0.022313554,0.0028326376,0.43928623,0.26889703,0.0006701874
0.01218711,0.18686524,0.59779286,0.0022085446,0.17354566,0.0017148309,0.0060821795,0.019603588
0.27440977,0.14920315,0.0013032462,0.16664258,0.14789024,0.0026255406,0.026404973,0.23152046
0.004878285,0.021834059,0.08447219,0.33257365,0.011201277,0.43364125,0.0787269,0.03267235
0.27216175,0.060321048,0.018423209,0.077733874,0.2527083,0.14141916,0.023210619,0.15402204
0.020581588,0.071210936,0.111280695,0.102221236,0.09454877,0.44516438,0.07531222,0.07968018
0.0042122807,0.1351834,0.554105,0.034745164,0.0032055185,0.24083096,0.0021048076,0.025612876
0.21175823,0.071373686,0.0016586022,0.0988466,0.17255487,0.008311512,0.0030559825,0.43244052
0.012493981,0.114217274,0.063755006,0.29386753,0.16512996,0.06411763,0.13437398,0.15204464
0.2585107,0.055386066,0.001327611,0.07347335,0.16971892,6.0901024e-05,0.08722227,0.3543002
0.0049692895,0.08169328,0.47972795,0.0076517547,0.01830779,0.28310695,0.11746452,0.0070783966
0.24086541,0.0014532225,0.08450979,0.03277418,0.28325528,0.23731309,0.00861366,0.111215405
0.034627505,0.00056182256,0.12055555,0.0037234852,0.010803476,0.61163795,0.047571484,0.1705187
0.044828307,0.2934072,0.012548604,0.030440973,0.30461258,0.122114114,0.05516558,0.13688265
0.096627064,0.07184511,0.13908602,0.18761292,0.20432676,0.17315668,0.039957155,0.08738831
0.027301393,0.028475776,0.14461678,0.18818109,0.16356385,0.35034436,0.037441418,0.060075358
0.02922546,2.787535e-05,0.0028545929,0.002983608,0.0758605,0.8864056,0.0017133132,0.0009290887
0.074276276,0.025550371,0.01861072,0.10996393,0.023964643,0.4362413,0.31038004,0.0010126982
0.010978137,0.0007687253,0.007525794,0.22868958,0.18036914,0.51679933,0.009338845,0.045530535
0.00026550423,0.40409344,0.48508936,0.016593132,0.008514235,0.0009720522,0.012692993,0.07177928
0.00025096958,0.25014043,0.46044016,0.011555829,0.18107975,0.00016493155,0.07963958,0.016728397
0.13058886,0.0099312365,0.108658805,0.084107086,0.29576015,0.23903877,0.112620376,0.01929472
0.106000096,0.0020514387,0.008460839,0.0612052,0.29329976,0.11333419,0.044403434,0.37124506
0.04238216,0.0064794924,0.16974673,0.15469944,0.1204524,0.35776418,0.025700066,0.12277551
0.014864984,0.11164489,0.31239942,0.07557851,0.031496685,0.1652763,0.23292337,0.055815864
0.30419505,0.01949033,0.101722956,0.015357781,0.11621682,0.07285187,0.13631003,0.23385516
0.28337038,0.015340738,0.15064806,0.07757159,0.17598623,0.22841258,0.0016349127,0.06703549
0.1451608,0.003288108,0.09371628,0.25795087,0.023953794,0.15142417,0.2132565,0.11124948
0.26371583,0.039424606,0.24233696,0.17043321,0.127233,0.13421556,0.01085739,0.011783408
0.114563964,0.118100576,0.28859466,0.0010041677,0.012415815,0.41956306,0.03446738,0.011290349
0.38087088,0.29108682,0.0021265151,0.20298553,0.02977293,0.0033299723,0.05093497,0.038892426
0.27964416,0.013623725,0.004213826,0.064739294,0.27130464,0.0026832363,0.046945382,0.31684572
0.28457186,0.15993983,0.014367592,0.098589845,0.0064982194,0.004998444,0.24027412,0.1907601
0.2657584,0.003917588,0.050420593,0.07763695,0.18604797,0.090704374,0.0257186,0.2997955
3.836575e-05,0.23059645,0.41494596,0.26133916,0.03277377,0.035991073,0.009531738,0.01478352
0.00022613659,0.1955553,0.34068754,0.073395684,0.12876192,0.2008173,0.05642882,0.0041273134
0.08345388,0.0705038,0.06902808,0.30467817,0.003338342,0.021598455,0.12957665,0.31782264
0.1395106,0.0037661244,0.16209587,0.1369915,0.20500644,0.27036244,0.047901005,0.03436605
0.0024024725,0.2084504,0.51062846,0.07150731,0.063060924,0.08753057,0.055278342,0.0011414617
0.16020899,0.018659588,0.18840484,0.009115329,0.24336866,0.05718647,0.015276219,0.30777988
0.0020605987,0.13655543,0.13055792,0.1746023,0.0024518766,0.19295466,0.32278425,0.038032945
0.12648714,0.16502464,0.0052231,0.27755958,0.07673643,0.013769203,0.18581116,0.1493887
0.2928996,0.129044,0.00042982108,0.019698331,0.18635687,0.00014962963,0.016459493,0.3549622
0.00350702,0.15585628,0.45711243,0.17771304,0.0036245335,0.00014878195,0.18632941,0.015708571
0.31192267,0.030547317,0.011935464,0.03282907,0.08371928,0.08760179,0.26790848,0.17353593
0.022189798,0.121462174,0.22266185,0.036440052,0.23592669,0.003248332,0.11773896,0.24033214
0.1973372,0.0751386,0.1408475,0.10597813,0.07906577,0.2641517,0.06022594,0.07725512
0.05896526,0.1265862,0.20945016,0.12588303,0.08192386,0.18857746,0.15384716,0.05476693
0.287527,0.03563762,0.12732573,0.0006091477,0.014497826,0.39855444,0.12746145,0.008386841
0.0017207725,0.27591276,0.49439794,0.0036194702,0.0020347293,0.00071147864,0.043348234,0.17825457
0.00013725983,0.022709014,0.7328888,0.008434493,1.28508045e-05,0.16945481,0.040186644,0.026176112
0.19375715,0.03581867,0.08674827,0.05297619,0.072768115,0.3956063,0.1222993,0.040025964
0.110034205,0.13921854,0.020866241,0.011770758,0.26187152,0.1370559,0.007595677,0.31158724
0.2100859,0.32909793,0.00282966,0.32848936,0.012501853,0.0011907876,0.044716965,0.07108762
0.14663991,0.13571274,0.034146823,0.05365233,0.17004186,0.19836208,0.03480432,0.22663997
0.06704395,0.014017059,0.1402798,0.012499517,0.03609464,0.487055,0.23502462,0.007985452
0.024770977,0.26286817,0.018310603,0.16410808,0.117662705,0.00015540163,0.36384502,0.048279054
0.019128524,0.38009366,0.37675124,0.09524625,0.0022655085,0.002293599,0.10768534,0.016535938
0.10300261,0.17080359,0.07965296,0.014760934,0.25098634,0.007984946,0.028805122,0.34400356
0.0974592,0.13566986,0.05113903,0.20310858,0.2995085,0.0036111604,0.01795106,0.19155258
0.33241683,0.25884697,0.0015434704,0.047790956,0.07349535,0.0043014167,0.1665161,0.11508895
0.12183829,0.0019591178,0.07863689,0.095037274,0.017299827,0.3914106,0.286068,0.007750043
0.07817951,0.009980863,0.012024118,0.10838294,0.2156288,0.33227077,0.017214492,0.22631855
0.1339118,0.24006423,0.25500652,0.062715635,0.033095177,0.0022366527,0.10680425,0.16616574
0.15146932,0.024865707,0.15258798,0.026664205,0.30407235,0.28763527,0.030701049,0.022004131
0.31056565,0.023309903,0.1486779,0.010568832,0.10626796,0.2085648,0.084052265,0.107992694
0.053764157,0.0015843625,0.14726473,0.00077406445,0.033639938,0.64000463,0.1219035,0.0010646468
0.16054608,0.13123594,8.417945e-05,0.23011914,0.08286245,0.00016912821,0.23083642,0.16414665
0.10585212,0.17730507,0.15984398,0.08958007,0.09016456,0.119107865,0.071916476,0.18622985
0.103614196,0.16758837,0.17453936,0.13736445,0.16601238,0.105870694,0.022149405,0.12286115
0.21540621,0.202026,0.011893594,0.18512166,0.16657928,0.0002914045,0.048337825,0.17034402
0.12185985,0.21815602,0.0035265535,0.28110057,0.113408215,0.00017946285,0.14621086,0.11555852
0.21062787,0.003265776,0.029553723,0.21714926,0.07296805,0.29194033,0.053017057,0.12147796
0.21066281,0.20416465,0.0032902206,0.007970796,0.22784746,0.07422658,0.042205,0.2296325
0.2536048,0.0684155,0.046569176,0.010967551,0.2848707,0.18241623,0.015633812,0.1375222
0.2929024,0.07309448,0.10654046,0.047490336,0.15193841,0.11618876,0.18872137,0.023123799
0.05248778,0.0039686467,0.001276224,0.0074800556,0.021783888,0.733773,0.01558699,0.16364346
0.033526678,0.00072723813,0.31578597,0.07686788,4.9958326e-05,0.30181712,0.25208813,0.01913701
0.31527776,0.007623748,0.08304445,0.04188623,0.022431184,0.39134538,0.08605912,0.052332114
0.110720344,0.22598304,0.0019480662,0.29925135,0.21065098,0.0035941326,0.02501755,0.12283453
0.24863508,0.2529221,0.15040782,0.006207926,0.1973547,0.06920246,0.046466514,0.028803375
0.00079334853,0.47780293,0.47755668,0.0029262742,0.0082883965,0.00016852056,0.025965923,0.006497902
0.05455925,0.13971739,0.0006044617,0.27178228,0.02081832,0.072919175,0.11911996,0.32047915
0.010787209,0.058785453,0.12879685,0.22279125,0.046932153,0.46149835,0.010728391,0.05968029
8.569758e-05,0.19864562,0.48336852,0.007602688,0.0006846128,4.911168e-05,0.11631909,0.19324467
0.11599533,0.21552598,0.28468326,0.05195104,0.041127063,0.005712028,0.029498484,0.2555068
0.00111486,0.37636173,0.32869524,0.031760097,0.17644873,0.0004231597,0.055589188,0.029607005
