,T,Mal,B,Macro,Endo,CAF,NK
17x7,0.2757645513902664,0.23282642962378938,0.011002366992038042,0.47934957046092397,0.00014006707109682045,0.000763204258595324,0.0001538102032900636
17x8,0.2852126766940575,0.3540162961595919,0.15373427500630682,0.202693292224941,0.0012077549457837772,0.0026791607674555126,0.0004565442018634792
17x9,0.2851536930346612,0.5898811542760574,0.0033826009158299834,0.11793967687291247,7.531323412876573e-05,3.0216011293948558e-05,0.0035373456551162632
17x10,0.06151639528563249,0.1953863897609209,0.002600557122989092,0.0005440287906608417,0.00029068249033839137,2.8597500881940458e-05,0.7396333490485764
17x11,0.2809394663931103,0.640220065256332,0.06879172246037663,0.0029445202584109974,0.0019198858772738576,0.001432151154735474,0.003752188599760767
17x12,0.33746967939194006,0.4939516854645091,0.15600942067591944,0.006416734332616425,0.0037972085214097997,0.000495470144215002,0.0018598014693901397
17x13,0.33556200306728656,0.6114498025211805,0.051425343691698745,0.0006717148137689116,0.0004996725464550748,0.0002911267509169739,0.00010033660869318659
17x14,0.2858767646343186,0.6075003077873595,0.013205094323812831,0.09244472690072499,0.0003843324422263639,0.00026071419324916423,0.0003280597183085106
17x15,0.3763604321951643,0.4488577782629493,0.1607279619664047,0.008196675937640945,0.003917814958630504,0.00015888937256107165,0.001780447306649161
17x16,0.05411686024814366,0.026965834861531153,0.05289403865549373,0.09277505172420931,0.11258885203190144,0.15236763169123918,0.5082917307874815
17x17,0.07121380899287216,0.04067299524641838,0.04282592921518714,0.051916941050320305,0.12338287432719565,0.6688180142812952,0.0011694368867112268
17x18,0.18268370243096127,0.113001528365136,0.05971664091056113,0.2229738242290247,0.0006168608609863474,0.420702664767128,0.00030477843620260926
17x19,0.18296568413453657,0.05404678403998772,0.014447491322961843,0.015148410005192481,0.5698162910269343,0.14880598913043638,0.014769350339950624
17x20,0.07436545434283258,0.003983069217323213,0.056294755978949805,0.16872179782621533,0.31894363601104303,0.3768783661594799,0.0008129204641561561
17x21,0.21905175195814028,0.13787855430466495,0.24564548282179194,0.12279268130551513,0.07360735012575582,0.19670781423634315,0.004316365247788755
18x4,0.4827634749266748,0.08625395752900959,0.368586764120753,0.026280396492760434,0.00823201094164963,0.0156853750727948,0.012198020916357763
18x5,0.15762584264731092,0.19590659568182955,0.0021310763606423367,0.5573351206332845,0.002581323416429491,0.08417813664046053,0.00024190462004270845
18x6,0.3568740239724217,0.543682043719642,0.08654288633246268,0.006555891361311845,0.0004223395632041057,0.00035923652839220225,0.005563578522565473
18x7,0.30711159947458283,0.59450106759143,0.09633699355357753,0.0011656993094289441,0.00029767708838565545,0.00039154383612907993,0.0001954191464659789
18x8,0.31479663169249056,0.6604175521497978,0.021517658656883043,0.0009444665921039799,0.0014193665251007014,0.00031417377207133585,0.0005901506115525432
18x9,0.33810964059908377,0.651856921595903,0.007963702869876289,0.0007688009943431201,0.0006858236331496554,0.00028428057709796765,0.00033082973054614966
18x10,0.30997644665741136,0.6761805454019586,0.013505950654301444,0.00019007094445815074,3.231184042756685e-05,1.5145543773981257e-05,9.952895766886246e-05
18x11,0.3023935231022798,0.5855118631528502,0.10810711406744024,0.001969592845066244,0.0013354971482556482,0.00024094934959891184,0.0004414603345090093
18x12,0.3240423612734219,0.4977242189861753,0.173171408396806,0.003038777287801031,0.0003782392389476211,0.0004318273862261921,0.0012131674306219732
18x13,0.32586854055019476,0.5900571835078036,0.058941072090942716,0.006459990732124667,0.002098455951177106,0.00395091367418521,0.012623843493571903
18x14,0.29644099628602527,0.6757325316410322,0.020927607527275877,0.0004065340268305983,0.00039800936964192216,7.608440161488586e-05,0.006018236747579217
18x15,0.17159093021101332,0.285518686908444,0.15083938957416934,0.39133623057491257,0.0004081184095127984,0.00018958705749343247,0.00011705726445449845
18x16,0.1947773658017487,0.06714348233474665,0.09869474708375923,0.2540522149436675,0.002504943894243056,0.3778330872571052,0.0049941586847296925
18x17,0.0919561475898028,0.07762713847752449,0.05379547429825683,0.09195598533742884,0.23891250349525422,0.4450349379807512,0.0007178128209815967
18x18,0.16210897395954812,0.008269900910100474,0.017130275538447894,0.09017259998790311,0.5311304200902791,0.1907493419782092,0.00043848753551209945
18x19,0.3772943160597512,0.06858059930496,0.07116799743883892,0.45716043123666533,0.002983256842864779,0.00019915838563885682,0.022614240731280922
18x20,0.06963633338652543,0.017823333495177267,0.07022702504542541,0.1565199260584415,0.4105833041431543,0.27515012746633627,5.9950404939803654e-05
18x21,0.055519408595786114,0.020354633190428347,0.17546934089670158,0.23285944176439274,0.4543557406964365,0.06137025201583629,7.118284041839084e-05
18x22,0.06302416651171484,0.0006172884999800794,0.11921856748658115,0.20348483237438353,0.34377649207575545,0.2698362029234387,4.245012814631843e-05
18x23,0.025223085946479602,0.0026168979351800827,0.07026022162721758,0.04806074112537602,0.19275305826526357,0.10576199379480745,0.5553240013056757
18x24,0.14984184182791813,0.04745949062450751,0.13329531173565573,0.3328902035468083,0.20136447574927357,0.13434738714597214,0.0008012893698646123
19x4,0.2918852626981372,0.011044938147434572,0.05452087814291242,0.6337765127831653,0.001230630373213378,0.0009430364814540717,0.00659874137368312
19x5,0.9044659852783061,0.04495953907176745,0.020049888518830706,0.010282459075255835,0.011245604560037703,0.006663469178337287,0.0023330543174649274
19x6,0.2999682957527518,0.6164608087069607,0.08000229838036246,0.002011020336246568,0.00014264999994181445,9.658575424879521e-05,0.0013183410694877897
19x7,0.3880496009225383,0.5931417530329876,0.017165128651511406,0.0010247724423453088,0.00040595979048521364,0.00014142036618452905,7.136479394763175e-05
19x8,0.3860864676896073,0.48622519052542584,0.12498260926354221,0.0009316002240887978,0.001161235736520638,0.00011924306939332546,0.0004936534914218967
19x9,0.369118714566501,0.5819185253757663,0.04274881011829639,0.0013314443171772402,0.0003734654288251668,0.0012448603027791917,0.003264179890654751
19x10,0.29383543629582126,0.6959327749159674,0.005951817622563246,0.0010285330052352277,0.0011937865415201,0.0007041935414432391,0.001353458077449556
19x11,0.21773688349990578,0.7682235819917859,0.013665011048868012,0.00013113056148483592,0.0001415042118642289,7.882337237842309e-05,2.306531371283877e-05
19x12,0.28051192844739503,0.37563851683233956,0.012640523976513905,0.3271352523056084,8.43045066157879e-05,0.00019323152225539904,0.003796242409271915
19x13,0.3221552132022853,0.6616773891220226,0.008811829200877162,0.0039559011933201,0.00045769844094812776,0.0010117426389794563,0.0019302262015673157
19x14,0.3406772783392408,0.6457872225525629,0.011000228073129684,0.001231000624618074,0.001122285257281785,0.0001279171784280237,5.40679747387851e-05
19x15,0.17351777300275892,0.2114097874047788,0.005863194101897021,0.2901941030313225,0.00040607731950050274,0.00017226150321217302,0.3184368036365301
19x16,0.1064756963175234,0.0011605345792898396,0.13001137899276669,0.33833695425909016,0.2192593345278539,0.20345242263048025,0.0013036786929957838
19x17,0.07166300648069972,0.08309805783277585,0.15042936691039435,0.11843725159356185,0.4676737255683524,0.10843921353749143,0.0002593780767243855
19x18,0.1203208985169195,0.1344020281031909,0.19749593950175875,0.1906650484373316,0.22320168699485224,0.13356576944800133,0.000348628997945631
19x19,0.11267880010686145,0.09793012250318349,0.10312967310411891,0.03566146992659759,0.1879670678587277,0.4609591127029972,0.0016737537975136246
19x20,0.07632986135653015,0.044262983953402016,0.15222020919322637,0.08743431079356484,4.999820947255654e-05,0.25755641425471415,0.38214622223908995
19x21,0.22290832163762309,0.18995731001419,0.3872674034726762,0.06787479246206904,0.08881355326721191,0.008884462106653055,0.034294157039576736
19x22,0.07863664181040417,0.022662770480142008,0.2681853344084607,0.00017100168266800722,0.34255321771638314,0.2875964539993275,0.00019457990261452447
19x23,0.058945015358127274,0.06112890868751171,0.18045581242327538,0.2441262060671966,0.08915835533621574,0.3658155454454127,0.000370156682260577
19x24,0.048879391883392284,0.0066620173557325225,0.05660408584197946,0.0881109287632424,0.34481053852792526,0.22225736428425305,0.23267567334347505
19x25,0.6269530834055332,0.13224041394582386,0.20273296743789612,0.01242635214541676,0.02346747101598774,0.0011274712243504888,0.0010522408249917454
19x26,0.04665500421551456,0.04514221260077368,0.03819061228155577,0.1620011185208944,0.37115997204316004,0.3367333618942262,0.00011771844387533051
19x27,0.20546342075688642,0.01550451853546698,0.015207904053920574,0.024877144243682266,0.44069721152706737,0.2963293023652068,0.0019204985177696209
19x28,0.09632272010418257,0.10845083909636079,0.1838562877523665,0.03476970051491413,0.0015286130171967705,0.5737505142836223,0.001321325231356851
20x5,0.7000258447248814,0.10648014608693002,0.027145744660268232,0.12321566587825412,0.033551345816664274,0.00392399343333446,0.005657259399667503
20x6,0.32140430632287603,0.426709199511385,0.24692114132849224,0.000939802959842726,0.0022167450885844007,0.0004430482329283861,0.00136575655589123
20x7,0.31155195375355366,0.6823819810048106,0.004096397734016299,0.0008348996382923809,0.0001261690199454836,0.00041381827180402784,0.0005947805775774952
20x8,0.3373758273141017,0.400284451535905,0.2437659954469748,0.016937341636963196,0.00011157801081803392,0.0008068746849883325,0.0007179313702489489
20x9,0.4300008136648173,0.42770772404167484,0.14111442389103013,0.0008783889075058162,5.120909463897066e-05,0.00010673027692827715,0.00014071012340468027
20x10,0.2758039144059265,0.7067638233713951,0.015700497078655166,0.0009516835797704199,0.00012604968397345417,0.000298242045911024,0.00035578983436834245
20x11,0.2629378152011392,0.4062672409462439,0.05992310524783825,0.2700422157918629,0.00031897871044013156,0.00038802267454159046,0.00012262142793403313
20x12,0.2156244750454151,0.5080367634366615,0.026024855572770414,0.002935196625617344,0.0004623486118618464,0.24570867010016825,0.0012076906075055049
20x13,0.17036794732957494,0.09068301648960152,0.5254972941294171,0.09783943844028387,0.026813190374224975,0.08853045395140059,0.00026865928549696453
20x14,0.21373840733341898,0.4269148275810958,0.14281096414249486,0.1429309353579458,0.0005763423387486461,0.07296528807506363,6.323517123231624e-05
20x15,0.20295217066592613,0.19630359142900236,0.02065018412531301,0.4352934077865035,0.13829108731292142,0.00013006707028998047,0.006379491610043564
20x16,0.10487402244642269,0.0014127379349797582,0.000417960745553406,0.08609302027146594,0.2962269661409749,0.18859628079059412,0.3223790116700092
20x17,0.20581309064029243,0.12313845928178033,0.057957365823682425,0.008783081649708663,0.4147929746796196,0.18921175997001044,0.0003032679549060871
20x18,0.07150069327376937,0.01644205742983257,0.09236562706014678,0.0033805481228177782,0.8141135716159158,0.0020109320473463395,0.00018657045017140387
20x19,0.10453254679865201,0.007535059030861901,0.0899040827936777,0.2135710176759497,0.00036648880130783567,0.583408652608648,0.0006821522909028324
20x20,0.10985040521589867,0.0006990142462557571,0.2287880559816007,0.07817409653541403,0.3306321022175809,0.25164437550306074,0.00021195030018923198
20x21,0.2408995889778031,0.016288755204021226,0.5521535085713539,0.18643515096912636,0.001791660584594867,0.0009967237511614557,0.0014346119419391527
20x22,0.08952762740812402,0.000695171264215557,0.18933271215140055,0.015098735818516501,0.062462997738453575,0.25459486326415076,0.38828789235513905
20x23,0.07810485105986366,0.0047372970677849,0.11558549131599045,0.036435535839744265,0.12545967188787988,0.21600257020715477,0.4236745826215821
20x24,0.08649837962884505,0.00021639699585443472,0.26386864810449484,0.08286229870626763,0.555044796867443,0.0074094017238476115,0.0041000779732473696
20x25,0.23131282871991996,0.022481470515136822,0.346930278550281,0.003362014535405944,0.005075025572243757,0.38966349100722125,0.0011748910997912503
20x26,0.07763408696337269,0.011607898403888385,0.13824183343474278,0.00016798496764292397,0.5362610460838297,0.2358876565920123,0.00019949355451110942
20x27,0.024729234941682356,0.0015561768985459187,0.08124351264216435,0.07335093210858025,0.13753376691096894,0.38977576201719494,0.29181061448086326
20x28,0.09457224368070122,0.043173619090111984,0.046587061746348066,0.05164060530515266,0.41614337163201487,0.3476315280721353,0.0002515704735358763
21x6,0.29924083378498034,0.5833469193851051,0.11487542488535085,0.0019177546123509148,0.00010580668381797602,8.838450659275143e-05,0.00042487614180204556
21x7,0.33592489110512963,0.6179681999274534,0.04337247581165637,0.002188841736024292,0.00016478085969857736,0.0002159000588051274,0.00016491050123257033
21x8,0.2888133432194177,0.6952746734221155,0.011361653392551616,0.00325987954229124,0.0002445752562500003,0.0008328485236960594,0.00021302664367790503
21x9,0.3847015655751118,0.5325700509707977,0.06363230767745415,0.014557963387494165,0.0010018248258677736,0.003453367824606443,8.291973866791335e-05
21x10,0.2933455515600237,0.6084285137565177,0.09635934897995253,0.0004658489442449251,0.00021043110881562325,0.0008795660894644973,0.0003107395609809763
21x11,0.24029049865841454,0.2731915238647803,0.026957092879791505,0.4565609847361389,0.0014913947541285155,0.0010143275713836095,0.0004941775353626975
21x12,0.3252372104290536,0.5344278240672865,0.13124061671804274,0.008687655640711861,0.00017109616279294091,2.2918347837415683e-05,0.00021267863427488722
21x13,0.31123803370725217,0.6779656084491765,0.009795644129975408,0.0002228115783946196,0.0002890610632837246,0.00013411167782481642,0.00035472939409272717
21x14,0.12691361293134262,0.07772706503009172,0.25402007279032174,0.091218259465236,0.0003427537386927012,0.09720298662149349,0.35257524942282176
21x15,0.07846727867684238,0.005623100519769848,0.02532610648360427,0.18267845559112958,0.1343287978819117,0.008807805049045651,0.5647684557976965
21x16,0.12872120107069812,0.03390492248639432,0.008795412348790405,0.2730501887893295,0.21226187411496297,0.34015274175082805,0.0031136594389965994
21x17,0.08634746924637776,0.049380121916274715,0.16013528414258596,0.009040545856442575,0.4244210723227876,0.26869670384924615,0.001978802666285249
21x18,0.24735772888445376,0.22796791219780888,0.005759585142053196,0.19294495833082592,0.001785300767886369,0.3240816033006048,0.0001029113763670706
21x19,0.04976721094327896,0.01826653540370786,0.16389086757907298,0.00137191394404831,0.5652225067360289,0.2010819539894587,0.00039901140440430877
21x20,0.0673010892792206,0.014097105976139179,0.30106305249824056,0.003113424913131048,0.0013602036171713996,0.6105306444864878,0.0025344792296095016
21x21,0.136301622992093,0.001198464908994998,0.28452742525043223,0.13355020418763622,0.22454293850075954,0.21651624408442932,0.0033631000756547433
21x22,0.1063946674071538,0.0002826058251199038,0.21977932301171393,0.012960047637631079,0.6603404732395207,8.826067047787583e-05,0.00015462220838271526
21x23,0.12015700393259203,0.001212268786168252,0.5394122642628645,0.11446784708971548,0.002515345378192829,0.2218271142198907,0.000408156330576223
21x24,0.0937460299178004,0.02900756193991554,0.23675708982631707,0.046797968564889346,0.03513474358656307,0.5584700856769714,8.652048754310575e-05
21x25,0.02767284963688864,0.004868715638646904,0.21576969549364233,0.12049054520343548,0.16077883943798144,0.22823649575579696,0.24218285883360827
21x26,0.07086345203950226,0.005401985558547142,0.28274180275128624,0.22697411025026198,0.32857931979873667,0.08527918825439378,0.00016014134727193054
21x27,0.11879216788112826,0.004612067532635135,0.20674709541290837,0.0022645930226579893,0.23128222939757023,0.43408062942223063,0.002221217330869403
21x28,0.09185142352215268,0.008798276741242485,0.07962258871079039,0.11953705439378719,0.6996990129427202,0.0003552138799783891,0.00013642980932867496
22x6,0.3079727257550595,0.6009595733889308,0.08598615400510083,0.001635648536034739,0.0030860385505878433,9.802073427096303e-05,0.000261839030015322
22x7,0.2480358351107186,0.2907777973945216,0.05120574243843287,0.40622324405641475,0.0005717805862251472,0.001870132544594535,0.0013154678690925085
22x8,0.2714394710633874,0.42724524696395216,0.008892768574936727,0.2895607552093712,0.00043919443271139906,0.001217275839061575,0.001205287916579514
22x9,0.3908565924965295,0.5856319200600003,0.020612923804793244,0.0007394108054391684,0.00024872974313224617,0.0001113976637956369,0.0017990254263099523
22x10,0.2923103999190521,0.49775290641866665,0.14007750958729495,0.06909244976104205,0.0005260430184601821,0.00020152617748675196,3.916511799730958e-05
