"","cell_ID","Endothelial cells","Fibroblasts","PVL","B cells","PCs","T cells CD8","T cells CD4","NK cells","Monocytes and Macrophages","Dendritic cells","Epithelial cells"
"100","100",0.0484994572542349,0.460200979514853,0.0342310119983509,0.0109649340452467,0.035240772845748,0,0.0188987008890888,0,0.0671380252723706,0,0.324826118180107
"101","101",0.0318496895792236,0.161186801901658,0.034868409582956,0.00724518432660573,0,0,0.02003698160667,0,0.0847703293628794,0.00452164519565487,0.655520958444353
"102","102",0.0731216030018185,0.498378738321377,0.00637832162391001,0,0.0582018621163945,0,0.0344703605549912,0,0.123531847477149,0,0.20591726690436
"103","103",0.315724293486574,0.254173706370422,0.0598341633327444,0,0.0324048245609455,0,0.0421364708812851,0,0.0504674148797702,0.0185611684166853,0.226697958071574
"104","104",0.0585722463301981,0.167514657373314,0.0313366439989379,0.0215177193522962,0.0231830308140697,0,0.0203573500993206,8.83097171136669e-19,0.134239914307955,0,0.543278437723908
"105","105",0.114277165253153,0.367556127573923,0.0114491632677625,0.0396416595295473,0.157571899481936,0,0.0568704177133672,0,0.119812632054646,0,0.132820935125666
"106","106",0.0276793900859825,0.231091131401974,0,0.00683292162411249,0.134309878456936,0.0404883326813467,0.0494035563697998,0,0.510194789379849,0,0
"107","107",0,0,0.0139068105606111,0,0,0,0.0461029716145626,0,0.0532027468352326,0,0.886787470989594
"108","108",0.00892434773337997,0.211442650187946,0,0,0.0465602026309222,0.0145788280529227,0.0437706956786134,0.00611283413767694,0.668610441578539,0,0
"109","109",0.0622344032902175,0.326967377066863,0.0197955854006925,0.0174783905031333,0.0988342840163987,0,0.0852691153228421,0,0.126262050751642,0.0457430422682562,0.217415751379955
"110","110",0.10257218537831,0.231730494373681,0.0854384834680351,0.0335682487076008,0.0117434239763189,0.00659117726652877,0.0506562520767298,0.0196941487880709,0.0602552939694758,0,0.397750291995249
"111","111",0.0327484198605217,0.292758951604989,0,0,0.156415041589851,0,0.0229377795232757,0,0.389725852725924,0,0.105413954695439
"112","112",0.119241080193551,0.52876191482388,0,0.0401317978438368,0.0359647531825934,0,0.0636338450742734,0,0.212266608881865,0,0
"113","113",0.0510552464411332,0.313478912277153,0,0,0.0446904543586887,0.0911065353094015,0.0252698569096056,0,0.168570045377741,0.0406401150734449,0.265188834252832
"114","114",0.0874371486408877,0.37677039431626,0,0.0202820327641852,0.0786533422521727,0,0.0375931996316713,0,0.112992772805334,0,0.286271109589488
"115","115",0.036774554931302,0.41951874907962,0.0319492713130004,0.0291591247713346,0.0881509086150198,0,0.0713627186290232,0,0.282776269431166,0.040308403229534,0
"116","116",0,0.323948832630775,0.0492279763163708,0,0.107012218683383,0,0,0.0160160707998731,0.257573914629279,0,0.246220986940319
"117","117",0.0273133524019661,0.229628849807618,0.0235679443438822,0,0,0,0,0,0.208659393332065,0,0.510830460114469
"118","118",0.281891110921862,0.514914975799408,0,2.32220898775131e-05,0.0170295534542269,0,0.0356308769807062,0,0.150510260753919,0,0
"119","119",0.215576802068568,0.194503534267737,0.108858574661727,0.0357547539458476,0.0831336890702138,0.014821455992682,0.0832227209008766,0.00770455617992034,0.103260037774649,0,0.153163875137778
"120","120",0.054946272260706,0.673412318333695,0,0,0.0523938482088132,0,0,0.00843538972328843,0.0923876741550806,0,0.118424497318417
"121","121",0.0363387656899801,0,0.16813437403684,0,0,0,0.0405052554379137,0,0,0,0.755021604835266
"122","122",0.162894697500484,0.334139108392514,0.0132683160899021,0.0299187836838608,0.0941418718613075,0.036548955039212,0.101851419101089,0,0.151721340248587,0,0.0755155080830452
"123","123",0.0616755133652664,0.234526708174271,0,0.0661935611410683,0.201322283944475,0.00802142998945094,0.18531075469343,0,0.113039810523815,0,0.129909938168223
"124","124",0.0521510289408658,0.425398592717344,0.0100861193097255,0,0.108956286713315,0,0.113163943100572,0,0.254249033019478,0,0.0359949961987002
"125","125",0.0295043809601314,0.216780434915184,0.0293250178633676,0,0.0958837844304615,0.0119404682536297,0.0384311200914169,0,0.578134793485809,0,0
"126","126",0.0160905239832797,0.340374221280965,0.134900694008903,0,0.0428595642338423,0.0807796437948274,0.0434175314853226,0,0.139493723691819,0,0.202084097521041
"127","127",0.0938300791631829,0.561106301033603,0,0,0.00796481013636663,0,0.0468426857521446,0,0.0882109737472415,0,0.202045150167462
"128","128",0.0443765781260665,0.4170927026671,0.0532951850793499,0,0.0305794418918794,0,0.0329044535309918,0,0.380559120328061,0.0411925183765509,0
"129","129",0.224919382639421,0.293324385167916,0,0.029298885092395,0.024235532679469,0.0249798684643677,0.115631491113633,0.0247621731895339,0.109970053803083,0.0319641703031894,0.120914057546992
"130","130",0.199208512580517,0.204760901375787,0.0343973544913602,0,0.0150759517854521,9.4009843927357e-20,0,0,0.546557279766884,0,0
"131","131",0.0576848394230913,0.255826689309469,0,0,0.0572927422566997,0.0356253480851274,0.0642299341609699,0,0.108284676514549,0.0308769016221651,0.390178868627929
"132","132",0.0544171266129119,0.390859945195437,0.0149872678148887,0,0.0621250955848461,0,0.079200299022041,0.0080329104176973,0.135952381611496,0.0665882959344825,0.187836677806199
"133","133",0,0,0.142036622297732,0,0,0,0.010441457533233,0,0,0,0.847521920169035
"134","134",0.0981940646121603,0.293140437800217,0.0414409519445096,0,0.0513834336787204,0,0.0167335262991686,0,0.221866856454617,0,0.277240729210607
"135","135",0.0564021354041888,0.305435719162584,0,0.119646341146258,0.101079945071672,0,0.0910612110479101,0,0.0818018256257484,0.143766109955341,0.100806712586298
"136","136",0.120240873667901,0.203326041685245,0.0870999084974118,0.0857973660921654,0.0626495259852689,0.125100643885219,0.061000315925872,0,0.184051761266927,0,0.0707335629939905
"137","137",0.0792294129938911,0.397271761917917,0.0136834029883865,0,0.250676931472897,0,0.0369678288824569,0,0.173023074686229,0,0.0491475870582224
"138","138",0.127870184319574,0.37887730396228,0.00722098436226594,0.0190120990828536,0.00663611910183907,0,0.0496826393448927,0,0.361941341840758,0.0487593279855361,0
"139","139",0.0303006814388436,0,0.049491613957339,0,0,0,0,0.012928112042433,0.621277239100615,0.0311220901691801,0.254880263291589
"140","140",0.0128246763995803,0.493483246994617,0,0,0.177997333924112,0.00736522384342053,0.131366569497803,0.00714971981009959,0.116496135593584,0.0533170939367835,0
"141","141",0.0294206932953466,0.522697788498882,0,0.017753688178806,0.152340804456467,0.0638534604545385,0.00328898876489959,0,0.21064457635106,0,0
"142","142",0.183849105281362,0.207504729942182,0.0161262796560606,0.013247223330507,0.0378196464284769,0.00966988649975725,0,0,0.234439808939963,0,0.29734331992169
"143","143",0.0446055105968048,0.319868902020073,0.010830559448697,0,0.0694595895170588,0,0.0130953885318983,0,0.229968621506263,0,0.312171428379205
"144","144",0.0310334582523706,0.398716167491481,0.00473931417131964,0,0.194715163732744,0,0.0482492522895636,0,0.0604477347868061,-7.4972601768318e-19,0.262098909275715
"145","145",0.0410041009798863,0.407353998348042,0,0,0.1944651365399,0,0.072711360916775,0,0.219500409066078,0.0119213233007931,0.0530436708485261
"146","146",0.063824933508088,0.374217169515769,0,0.00286052462158767,0.0368153153884563,0,0.0200872017004922,0,0.310635731486244,0.03152991425729,0.160029209522073
"147","147",0.116333442819997,0.405582469061342,0.0198527028902987,0,0.0418421341981841,0,0.073838605615626,0,0.143276256388572,0,0.19927438902598
"148","148",0.058780266636465,0.147832603207668,0.00798444005116191,0.138399691143953,0.0190578095581784,0.144045423029985,0.213203476725028,0.00885321244642775,0.184642062325178,0.0371654177457916,0.0400355971301624
"149","149",0.0101086694064666,0,0.0651300412717763,0.0102625406573325,0,0,0.0136167434660081,0,0,0,0.900882005198417
"150","150",0.0203869574052278,0.200132886854789,0,0,0.0686622913041783,0,0.00494543182267569,0,0.68955519607062,0.0163172365425091,0
"151","151",0.0676252950369067,0,0.100844993275402,0.0460831578449337,0,0.0314420240006813,0,0,0.180315132433614,0,0.573689397408462
"152","152",0.0623272620268446,0.482039063755661,0,0,0.106161502959482,0,0.0632323069485012,0,0.151595807684719,0,0.134644056624792
"153","153",0.045407001892769,0.227165757742773,0.0483941794867538,0,0.0254292098183797,0.00643450566759044,0.0130293156252152,0.00667856822956017,0.0243518124785544,0,0.603109649058404
"154","154",0.0290972425797239,0.0862129303711044,0.0299710973703962,0,0,0,0,0,0.0696073015764272,0,0.785111428102348
"155","155",0.0997694213118154,0.625779882553034,0,0,0.0537489427148653,0,0,0,0.101278424712288,0,0.119423328707997
"156","156",0,0,0.0474734303155239,0,0,0,0.0991013012741458,-8.70188181199733e-20,0.116807279696543,0,0.736617988713788
"157","157",0.0296729960721922,0.240112232562102,0,0,0.223455206016244,0,0.0389707445787034,0,0.467788820770759,0,0
"158","158",0.124687032280857,0.154230514864687,0.0764876590078181,0,0.0127347045928567,0,0.0314123035313109,-6.77741044611158e-21,0.0533426205087008,0,0.54710516521377
"159","159",0.0366474411010564,0,0.0382106619219888,0,0,0,0.060358017205643,0.00933007890701514,0.623236027637459,0,0.232217773226837
"160","160",0.0761227062775425,0.20554370739956,0.02180235320106,0.00921047520765406,0,0,0,0,0.118169166220273,0,0.56915159169391
"161","161",0.00869832777640844,0.279846938793563,0,0,0.181544763728104,0.0125421500775108,0.0416135618719323,0,0.475754257752481,0,0
"162","162",0.0620446165748551,0.330083818767781,0.0168612279654923,0,0.209157050250166,0.0479412612031767,0.0431410824978608,0,0.105383953389459,0,0.185386989351209
"163","163",0.161853351638096,0.250226174115788,0,0,0.0964019651204995,0,0.122756718728214,0,0.152760472662442,0,0.21600131773496
"164","164",0.0865603774080455,0.322715443051533,0,0.128970645132545,0.0635519732397881,0,0.127830776980488,0.00214468074925464,0.148926782878425,0.0705780803399897,0.0487212402199321
"165","165",0.0881769709578537,0.377808424851946,0.111561649502724,0,0.0688288723923053,0,0,0,0.229648877519284,0,0.123975204775886
"166","166",0.0697784833994015,0.337377329991048,0,0.0672968435424626,0.0835606464416223,0,0.160774775816251,0,0.142963775376698,0.0670242904276395,0.0712238550048769
"167","167",0.269978657435562,0.28275183067163,0.0383938639227864,0,0.0903530726775012,0.0554534565853523,0.00143698149971737,0,0.244571633455763,0,0.017060503751688
"168","168",0.128639086104699,0.351011917472201,0.0342484844991341,0.0103139957868596,0.0313867342430353,0,0,0.00417494357354573,0.116783409736822,0,0.323441428583704
"169","169",0.0674616567781684,0.657943419456734,0,0,0.0223454875056549,0,0.0146171499545816,0,0.237632286304862,0,0
"170","170",0.0342529367000963,0,0.14817652593477,0,0,0.00720432731941669,0.0181648955160636,0,0,0,0.792201314529653
"171","171",0,0,0.047792919816241,0,0,0,0.0861979085811411,0,0.2213147696941,0,0.644694401908518
"172","172",0.0313018380351469,0.325113353410039,0,0,0.0366484368712919,0,0.00811937693936866,0,0.592889581949946,0.00592741279420775,0
"173","173",0.134236244217571,0.33355653309529,0.012337824741542,0,0.173737042943197,5.58395906529754e-20,0.0413157666427095,0,0.102385660579911,0.0139214237078754,0.188509504071903
"174","174",0.140172467224084,0.283153425461486,0.0296048248766868,0.0180961705286454,0.0780848455827786,0.0127069587903926,0.0851000595556708,0,0.205988795062219,0.0380258913927902,0.109066561525247
"175","175",0.0103144301770863,0.282209375850549,0.00639444986939129,0,0.0519119881683926,0.0171960943889281,0.0200652202989875,0,0.611908441246665,0,0
"176","176",0.0808957268502608,0.0931950535204627,0.0936972605393215,0.0173436364188291,0.0110790745837804,0,0.0254472159583935,0.00760427616979114,0.0908585090272074,0,0.579879246931953
"177","177",0.107336379103257,0.335668864492296,0,0.0337729026289628,0.0374544323747777,0,0.0233975782535557,0,0.255098188236819,9.72300980312383e-20,0.207271654910332
"178","178",0.0199897685045816,0,0.0885717422787067,0,0,0,0.0124938068262795,0.000476652102449791,0,0,0.878468030287982
"179","179",0.173139726094784,0.26257462236956,0.00849098383229714,0.0608415099959651,0.0473290483884453,0,0.107423631362829,9.72717862222837e-19,0.109936732241032,0.0368958849694667,0.193367860745621
"180","180",0.0133046427114711,0,0.172600894711239,0,0,0,0,0.0112360952481253,0,0,0.802858367329165
"181","181",0.137193335813251,0.288649696855643,0.0249274549390015,0,0.12637934423294,0,0.0605144659434436,0,0.132816225267257,0.0593247899026205,0.170194687045844
"182","182",0.0799678014829729,0.277175549745729,0.00849882483327815,0,0.122990610940998,0,0.0667410114729249,0,0.242036102213864,0,0.202590099310234
"183","183",0.0547533194928484,0.510300141960979,0,0,0.119184383124104,0.039388105338828,0,0,0.19256638158753,0,0.0838076684957108
"184","184",0.0337639533414927,0.355833573448646,0.008984117829151,0,0.223433515378805,0,0.0793462944036426,0,0.230631245148584,0,0.0680073004496791
"185","185",0.128737325146606,0.291302892816295,0.0454904547658724,0,0.0546501419001897,0.012519283975802,0.033589979046849,0.00514933467440084,0.157515044159439,0,0.271045543514546
"186","186",0.0799941946673682,0.395128948584155,0.0396165820236728,0,0.0428209904412549,0,0.146646762350809,0,0.29579252193274,0,0
"187","187",0.0619570440146728,0.701211050550259,0,0,0.0469547241227947,0,0,0.0132965838117077,0.116921491804192,0,0.059659105696374
