,Endothelial,CAFs,PVL,B-cells,T-cells,Myeloid,Normal Epithelial,Cancer Epithelial
18,0.1564236432313919,0.6057635545730591,0.008119257166981697,0.2018226683139801,0.0012261203955858946,0.0002035617217188701,0.008365429937839508,0.01807582564651966
19,0.06997225433588028,0.3470281660556793,0.1151302233338356,0.010438474826514721,0.01171664334833622,0.1341632455587387,0.00937076285481453,0.30218034982681274
20,0.11004821211099625,0.19616907835006714,0.058428723365068436,0.10821464657783508,0.02636452205479145,0.015874916687607765,0.1584615707397461,0.32643836736679077
21,0.43688690662384033,0.1327604502439499,0.0039275153540074825,0.03152007237076759,0.1699373871088028,0.07319263368844986,0.0036785625852644444,0.14809642732143402
22,0.09840725362300873,0.11190202087163925,0.06514611095190048,0.2170412689447403,0.031016414985060692,0.019311128184199333,0.18592055141925812,0.2712553143501282
23,0.019547313451766968,0.009796823374927044,0.38108232617378235,0.026467181742191315,0.015751492232084274,0.07209639996290207,0.21824568510055542,0.2570127546787262
24,0.0763576403260231,0.1569889485836029,0.15510143339633942,0.025785664096474648,0.25126487016677856,0.13753513991832733,0.006084769498556852,0.19088159501552582
25,0.03260956332087517,0.7450294494628906,0.03777148947119713,0.08894936740398407,0.024790843948721886,0.00027593167033046484,0.0018633445724844933,0.06870991736650467
26,0.07824430614709854,0.15328751504421234,0.1873382329940796,0.2920782268047333,0.026812750846147537,0.04095011577010155,0.15384842455387115,0.06744047999382019
27,0.02263467200100422,0.0887763500213623,0.06595906615257263,0.06489429622888565,0.6647997498512268,0.030739974230527878,0.03051798790693283,0.03167792782187462
28,0.012920219451189041,0.2682185769081116,0.036204993724823,0.1254311203956604,0.39131781458854675,0.12197701632976532,9.409550693817437e-05,0.04383613169193268
29,0.07680772244930267,0.06537657231092453,0.01972837559878826,0.454210489988327,0.04709908738732338,0.036217495799064636,0.10739412903785706,0.19316616654396057
30,0.17598164081573486,0.415680855512619,0.006886263377964497,0.11644205451011658,0.08620546758174896,0.15682262182235718,0.006419695448130369,0.03556133434176445
31,0.24871720373630524,0.29895952343940735,0.11079589277505875,0.022128023207187653,0.03148697316646576,0.2803414762020111,5.453719859360717e-05,0.007516371551901102
32,0.10547152161598206,0.34986838698387146,0.07174332439899445,0.09103618562221527,0.14747703075408936,0.16914361715316772,0.03464953601360321,0.030610421672463417
33,0.021300459280610085,0.16130203008651733,0.050868600606918335,0.16831280291080475,0.018379127606749535,0.12757140398025513,0.03576667979359627,0.4164988696575165
34,0.13854379951953888,0.31824585795402527,0.27647897601127625,0.015246578492224216,0.07664807885885239,0.016484906896948814,0.06763257831335068,0.09071928262710571
35,0.11355672776699066,0.2563681900501251,0.03665115311741829,0.12162744253873825,0.35450735688209534,0.057463038712739944,0.0052847727201879025,0.054541390389204025
36,0.1637355536222458,0.10080569237470627,0.018433624878525734,0.1873820424079895,0.01815585233271122,0.020046593621373177,0.42656248807907104,0.06487815827131271
37,0.16257396340370178,0.13183259963989258,0.25384438037872314,0.41820257902145386,0.019568925723433495,0.001281789387576282,0.0020155697129666805,0.010680178180336952
38,0.1127200722694397,0.3931983411312103,0.03416468948125839,0.03171122074127197,0.005704741459339857,0.2481340765953064,0.09743977338075638,0.0769270583987236
39,0.08282360434532166,0.18106119334697723,0.07440166920423508,0.032274868339300156,0.23195406794548035,0.1542554497718811,0.08547811955213547,0.15775105357170105
40,0.05088145658373833,0.08974676579236984,0.21675458550453186,0.013445476070046425,0.058004703372716904,0.06831389665603638,0.25556543469429016,0.24728769063949585
41,0.009596356190741062,0.09753632545471191,0.017031770199537277,0.2136090099811554,0.49770957231521606,0.08994556963443756,0.018989088013768196,0.05558222532272339
42,0.12404215335845947,0.19759231805801392,0.23902058601379395,0.01988706924021244,0.02188199572265148,0.20861542224884033,0.04775625094771385,0.14120420813560486
43,0.11600573360919952,0.29739150404930115,0.1639910638332367,0.03349689766764641,0.020687630400061607,0.06219559535384178,0.06641840189695358,0.2398131936788559
44,0.07167799025774002,0.06784478574991226,0.019813239574432373,0.1040281280875206,0.031033910810947418,0.32598111033439636,0.28847575187683105,0.09114503115415573
45,0.5631081461906433,0.30576252937316895,0.022591030225157738,0.0010902999201789498,5.958779729553498e-05,0.01633174531161785,0.0697179064154625,0.021338729187846184
46,0.15137818455696106,0.16478240489959717,0.11905558407306671,0.21104952692985535,0.09140174835920334,0.06740299612283707,0.021220238879323006,0.17370933294296265
47,0.024427630007267,0.3601037561893463,0.04433612525463104,0.014330808073282242,0.1951357126235962,0.2913967967033386,0.01688283123075962,0.05338621512055397
48,0.017757773399353027,0.24194087088108063,0.050820160657167435,0.09608051180839539,0.1674450933933258,0.3785681426525116,0.002949060406535864,0.04443831369280815
49,0.04899420589208603,0.10576773434877396,0.0730803981423378,0.11409641057252884,0.36185187101364136,0.05362861230969429,0.06466652452945709,0.17791423201560974
50,0.03159572184085846,0.011730076745152473,0.007615304086357355,0.0029617194086313248,0.01290801353752613,0.007012335583567619,0.6662589311599731,0.2599179148674011
51,0.2804604172706604,0.117618627846241,0.1790056675672531,0.01447269693017006,0.0999206081032753,0.1591368168592453,0.04464855045080185,0.10473659634590149
52,0.2998983860015869,0.38900962471961975,0.14944133162498474,0.004615277983248234,0.06749684363603592,0.060064949095249176,0.014609298668801785,0.014864401891827583
53,0.03994668647646904,0.07508333772420883,0.024307336658239365,0.08126558363437653,0.0853610411286354,0.09096848964691162,0.13777855038642883,0.46528899669647217
54,0.04972989857196808,0.1533706933259964,0.27707651257514954,0.026672743260860443,0.018828483298420906,0.038075175136327744,0.28237205743789673,0.15387433767318726
55,0.22621361911296844,0.07718761265277863,0.03811531886458397,0.21171587705612183,0.02185058407485485,0.014752707444131374,0.3190932869911194,0.0910710021853447
56,0.08638960868120193,0.07461751252412796,0.09306084364652634,0.08648241311311722,0.19947601854801178,0.059016842395067215,0.07903736084699631,0.3219195008277893
57,0.4218239486217499,0.11082041263580322,0.4032900631427765,0.011396285146474838,0.013452279381453991,0.0013020094484090805,0.011376365087926388,0.02653861604630947
58,0.004790172446519136,0.04385092109441757,0.07039240747690201,0.0021922390442341566,0.0980098620057106,0.32548004388809204,0.37364980578422546,0.08163461089134216
59,0.1031910628080368,0.06368205696344376,0.28193962574005127,0.23205076158046722,0.02554585225880146,0.19891691207885742,0.020019184798002243,0.0746544897556305
60,0.0917719379067421,0.019502675160765648,0.14981381595134735,0.3228051960468292,0.09703166782855988,0.14868053793907166,0.06048475578427315,0.10990943014621735
61,0.04295400157570839,0.2773774564266205,0.01367871928960085,0.08666370064020157,0.11248359829187393,0.05012914910912514,0.2623097002506256,0.15440364181995392
62,0.01877552457153797,0.041077371686697006,0.38761717081069946,0.01630350761115551,0.3223767578601837,0.09519987553358078,0.03749106079339981,0.08115866780281067
63,0.10711516439914703,0.3438735604286194,0.192770853638649,0.10490021854639053,0.021793367341160774,0.05281122773885727,0.10869985818862915,0.06803581863641739
64,0.06714075803756714,0.05383861064910889,0.3069193363189697,0.03573543205857277,0.03551861271262169,0.045364074409008026,0.2994694411754608,0.15601378679275513
65,0.020114019513130188,0.3677200376987457,0.05339943990111351,0.036299534142017365,0.05936746299266815,0.28762179613113403,0.01531305629760027,0.16016463935375214
66,0.09802040457725525,0.08526287972927094,0.1397726982831955,0.19326923787593842,0.05860963836312294,0.18110616505146027,0.029569203034043312,0.21438975632190704
67,0.025410249829292297,0.07347024977207184,0.07897544652223587,0.4427197277545929,0.026868075132369995,0.02913224697113037,0.22916272282600403,0.09426116198301315
68,0.006382335908710957,0.059097617864608765,0.03474040701985359,0.020988281816244125,0.48203495144844055,0.11077586561441422,0.19174636900424957,0.09423412382602692
69,0.07513325661420822,0.08091165870428085,0.20972879230976105,0.22008563578128815,0.20712557435035706,0.028509972617030144,0.05670236796140671,0.12180282920598984
70,0.04761916771531105,0.14248481392860413,0.01861007884144783,0.024442652240395546,0.438747763633728,0.3166470229625702,0.001995244761928916,0.009453152306377888
71,0.06042210012674332,0.008098172023892403,0.06582380831241608,0.00020710797980427742,0.3053404688835144,0.042629122734069824,0.3658267855644226,0.15165236592292786
72,0.31448793411254883,0.5445801019668579,0.09612444043159485,0.014973757788538933,0.025266462936997414,0.0018153400160372257,0.00042037712410092354,0.002331542083993554
73,0.030392488464713097,0.4411619305610657,0.0879652202129364,0.07296491414308548,0.12950992584228516,0.02742355316877365,0.059650812298059464,0.15093117952346802
74,0.015575182624161243,0.11679298430681229,0.08255753666162491,0.10892436653375626,0.24563688039779663,0.1465499848127365,0.18332314491271973,0.10063986480236053
75,0.03301410749554634,0.11309158056974411,0.16448785364627838,0.16914285719394684,0.16789379715919495,0.12294714897871017,0.09100645780563354,0.13841605186462402
76,0.09002158790826797,0.6526029109954834,0.005678115412592888,0.046178188174963,0.0028502370696514845,0.06599460542201996,0.014712110161781311,0.12196225672960281
77,0.16422457993030548,0.2825295329093933,0.04037049040198326,0.06401464343070984,0.027819279581308365,0.018714208155870438,0.2853284478187561,0.11699878424406052
78,0.13778111338615417,0.11252687126398087,0.2307821661233902,0.13009870052337646,0.09078538417816162,0.08934185653924942,0.035891447216272354,0.17279250919818878
79,0.44190722703933716,0.03656187653541565,0.03095831535756588,0.1826665699481964,0.09098348021507263,0.009336152113974094,0.08276545256376266,0.12482092529535294
80,0.04971831664443016,0.047508325427770615,0.049948643893003464,0.44578030705451965,0.11893011629581451,0.19477197527885437,0.07222108542919159,0.021121308207511902
81,0.11522581428289413,0.6314061284065247,0.01653890497982502,0.019295450299978256,0.006502982694655657,0.12302875518798828,0.019655762240290642,0.06834619492292404
82,0.12388066202402115,0.1430838257074356,0.10824649035930634,0.26095452904701233,0.017594436183571815,0.009544432163238525,0.2423819899559021,0.09431362897157669
83,0.03250554949045181,0.19519329071044922,0.33157670497894287,0.16540618240833282,0.06794839352369308,0.028905080631375313,0.06901136040687561,0.1094534769654274
84,0.06535368412733078,0.1314714401960373,0.1648290753364563,0.07102516293525696,0.03711158409714699,0.06161452457308769,0.35180729627609253,0.11678725481033325
85,0.05520768091082573,0.1904989629983902,0.21514393389225006,0.04912664741277695,0.1393686681985855,0.04355049133300781,0.2074853926897049,0.0996183231472969
86,0.09374666959047318,0.24899666011333466,0.028939882293343544,0.025461312383413315,0.037864409387111664,0.26443570852279663,0.19364044070243835,0.10691484808921814
87,0.07704266160726547,0.17230179905891418,0.06444189697504044,0.22987915575504303,0.3896479606628418,0.004492770414799452,0.0007261272985488176,0.06146761029958725
88,0.04266849532723427,0.2743251323699951,0.15442657470703125,0.27726319432258606,0.008649525232613087,0.15466073155403137,0.045940689742565155,0.04206569865345955
89,0.15200026333332062,0.14530809223651886,0.04264945164322853,0.02566559612751007,0.03649374842643738,0.4679735600948334,0.05359566956758499,0.07631368935108185
90,0.37675604224205017,0.022818351164460182,0.3937967121601105,0.014212742447853088,0.027866419404745102,0.01483999751508236,0.11483680456876755,0.034872885793447495
91,0.11957057565450668,0.014284789562225342,0.31406301259994507,0.15734528005123138,0.059486620128154755,0.03433255851268768,0.17982201278209686,0.12109512835741043
92,0.2046816498041153,0.06371662765741348,0.0873708426952362,0.17533840239048004,0.296237975358963,0.05036774277687073,0.03937409073114395,0.08291271328926086
93,0.0982842743396759,0.13931989669799805,0.10529357939958572,0.14245858788490295,0.25469812750816345,0.05916782468557358,0.07203876227140427,0.12873896956443787
94,0.016053691506385803,0.12724223732948303,0.09101498126983643,0.09407084435224533,0.09005442261695862,0.03378559276461601,0.3395996689796448,0.20817847549915314
95,0.026006363332271576,0.4658293128013611,0.02460584230720997,0.2927537262439728,0.05967045575380325,0.07365524023771286,0.020704984664916992,0.03677413985133171
96,0.5408865809440613,0.08585337549448013,0.0873337909579277,0.11232846975326538,0.0761001855134964,0.061926864087581635,0.018290530890226364,0.017280148342251778
97,0.13944321870803833,0.045451853424310684,0.10449333488941193,0.08569426089525223,0.5268497467041016,0.01747073046863079,0.008815278299152851,0.07178157567977905
98,0.17587479948997498,0.007665207143872976,0.03789767250418663,0.08213593065738678,0.011212057434022427,0.037419576197862625,0.5548295974731445,0.09296522289514542
99,0.11841066926717758,0.17557811737060547,0.03627856448292732,0.19483022391796112,0.2724502682685852,0.055374626070261,0.11446546018123627,0.032611947506666183
100,0.05556564778089523,0.02464277297258377,0.04384363442659378,0.019760550931096077,0.04391827434301376,0.041881345212459564,0.5205342769622803,0.24985343217849731
101,0.526724100112915,0.1915741264820099,0.0033102799206972122,0.025438180193305016,0.06390660256147385,0.12545238435268402,0.0090062590315938,0.05458801984786987
102,0.30838289856910706,0.18095068633556366,0.025026775896549225,0.0215085968375206,0.026770753785967827,0.17785224318504333,0.03133109211921692,0.22817689180374146
103,0.1803160011768341,0.13816523551940918,0.07074202597141266,0.019027473405003548,0.20496821403503418,0.20956265926361084,0.07087884098291397,0.1063394546508789
104,0.021698802709579468,0.07949579507112503,0.11255129426717758,0.16910792887210846,0.06516529619693756,0.12036751210689545,0.3480199873447418,0.08359345048666
105,0.22404538094997406,0.025421399623155594,0.11247909814119339,0.15458078682422638,0.004174332600086927,0.009618038311600685,0.11496756225824356,0.35471341013908386
106,0.08959130197763443,0.5108702778816223,0.02787228487432003,0.01126535702496767,0.02526090294122696,0.13548614084720612,0.16761426627635956,0.03203947842121124
107,0.08111030608415604,0.12987664341926575,0.08153557777404785,0.19845269620418549,0.18942169845104218,0.12667658925056458,0.060192856937646866,0.132733553647995
108,0.1441209763288498,0.2978602945804596,0.052526239305734634,0.008199001662433147,0.27850592136383057,0.2079625427722931,0.0035553702618926764,0.007269689347594976
109,0.10562808811664581,0.24912837147712708,0.10251709073781967,0.34030553698539734,0.018743088468909264,0.025934748351573944,0.047005895525217056,0.11073718219995499
110,0.1091533973813057,0.033166807144880295,0.04528374224901199,0.04215052351355553,0.22727835178375244,0.274173378944397,0.058732807636260986,0.21006087958812714
111,0.03283341974020004,0.5145600438117981,0.0031618846114724874,0.051842864602804184,0.0016866599908098578,0.08998889476060867,0.014314258471131325,0.29161202907562256
112,0.3707183301448822,0.4553854465484619,0.0037060778122395277,0.011565351858735085,0.013426179997622967,0.0036422356497496367,0.13547351956367493,0.00608282582834363
113,0.07136067003011703,0.06825591623783112,0.2751540243625641,0.15291261672973633,0.3314308822154999,0.025218581780791283,0.026661915704607964,0.04900548979640007
114,0.2258782684803009,0.5362221598625183,0.025249695405364037,0.007026541046798229,0.06589408963918686,0.03749236464500427,0.06784453243017197,0.03439241275191307
115,0.21842987835407257,0.03652437776327133,0.025014545768499374,0.11698907613754272,0.3888956904411316,0.023482874035835266,0.005448326934129,0.18521517515182495
116,0.2738814651966095,0.05801992118358612,0.23250804841518402,0.027457309886813164,0.13212622702121735,0.07510048896074295,0.030519181862473488,0.17038729786872864
117,0.02907358482480049,0.1931893229484558,0.025844885036349297,0.04406733810901642,0.064420185983181,0.5194722414016724,0.049472957849502563,0.07445946335792542
118,0.02148301526904106,0.0026834667660295963,0.03839494287967682,0.33817750215530396,0.12376812100410461,0.03151834011077881,0.06340232491493225,0.38057228922843933
119,0.12888868153095245,0.1463865488767624,0.02526266500353813,0.2748292088508606,0.3073570728302002,0.05871516093611717,0.0018443383742123842,0.05671629682183266
120,0.08647837489843369,0.03963424637913704,0.2086755335330963,0.18630649149417877,0.045208532363176346,0.05964425578713417,0.17005814611911774,0.20399437844753265
121,0.08006212115287781,0.1770547777414322,0.08788992464542389,0.11349907517433167,0.3566492199897766,0.1046706959605217,0.006427966058254242,0.07374618947505951
122,0.33805957436561584,0.08422081172466278,0.02694995142519474,0.05436503514647484,0.06887317448854446,0.07788733392953873,0.028587689623236656,0.32105642557144165
123,0.3235264718532562,0.07036479562520981,0.20865026116371155,0.0318506583571434,0.23578141629695892,0.05099545046687126,0.0067108143121004105,0.07212008535861969
124,0.11566152423620224,0.05596040189266205,0.04530845209956169,0.153479665517807,0.04997003823518753,0.06055062264204025,0.1652071624994278,0.35386204719543457
125,0.02101231925189495,0.23105967044830322,0.007034892216324806,0.019752424210309982,0.3266454041004181,0.34020698070526123,0.013357595540583134,0.04093068093061447
126,0.027982313185930252,0.17910903692245483,0.06052689254283905,0.10216552019119263,0.2448810487985611,0.10293290764093399,0.03956398740410805,0.2428382933139801
127,0.20445355772972107,0.0747746080160141,0.25057414174079895,0.06035319343209267,0.025718728080391884,0.10968276113271713,0.07327700406312943,0.20116597414016724
128,0.002038859063759446,0.213251531124115,0.033799733966588974,0.2169761061668396,0.4860442876815796,0.029227348044514656,0.00016291416250169277,0.01849910244345665
129,0.028588468208909035,0.19112737476825714,0.07531074434518814,0.07269484549760818,0.49816474318504333,0.09137065708637238,0.007489078212529421,0.03525417298078537
130,0.025351550430059433,0.2512644827365875,0.02611040323972702,0.03979366272687912,0.36287158727645874,0.14516125619411469,0.04226957634091377,0.10717736929655075
131,0.04541411250829697,0.1829281896352768,0.08878248929977417,0.05766892060637474,0.40997564792633057,0.17430631816387177,0.003650740021839738,0.037273600697517395
132,0.15804243087768555,0.23492687940597534,0.1270350217819214,0.055602725595235825,0.0017009865259751678,0.030759520828723907,0.3021159768104553,0.08981646597385406
133,0.10465667396783829,0.05741999298334122,0.009803861379623413,0.05588032305240631,0.2706485688686371,0.18394029140472412,0.18376819789409637,0.1338820904493332
134,0.0815717801451683,0.45465290546417236,0.11383170634508133,0.06582258641719818,0.01853937841951847,0.004549695644527674,0.0006819732370786369,0.26034992933273315
135,0.06727471202611923,0.35369673371315,0.20014259219169617,0.03186647221446037,0.08507196605205536,0.12930388748645782,0.041447244584560394,0.09119632840156555
136,0.014570359140634537,0.24878418445587158,0.005640674848109484,0.028695816174149513,0.4836690127849579,0.14906416833400726,0.011882334016263485,0.05769345164299011
137,0.08437282592058182,0.18159699440002441,0.15998302400112152,0.19086962938308716,0.07570270448923111,0.0756876990199089,0.11140546202659607,0.12038163095712662
138,0.13009792566299438,0.048470210283994675,0.2295723557472229,0.18717269599437714,0.04733290523290634,0.05111429840326309,0.2343876212835312,0.07185200601816177
139,0.10478302836418152,0.03965168446302414,0.23301053047180176,0.031041108071804047,0.03770549222826958,0.04523129388689995,0.3490804433822632,0.1594964563846588
140,0.18260182440280914,0.06773694604635239,0.026238886639475822,0.4409931004047394,0.24749809503555298,0.003090344136580825,0.004243388306349516,0.027597472071647644
141,0.025494083762168884,0.5484977960586548,0.015335225500166416,0.0355597659945488,0.07055133581161499,0.007010152097791433,0.1835384964942932,0.11401312053203583
142,0.10386377573013306,0.08910123258829117,0.08805058151483536,0.21742764115333557,0.03209355100989342,0.035908423364162445,0.11344932019710541,0.3201054334640503
143,0.1007712334394455,0.16630542278289795,0.13596996665000916,0.08651436120271683,0.01309274323284626,0.08589156717061996,0.2262144237756729,0.18524028360843658
144,0.020267359912395477,0.010274754837155342,0.3889719247817993,0.004331932868808508,0.17138192057609558,0.08162721246480942,0.2784171402454376,0.04472773149609566
145,0.11994130164384842,0.036865364760160446,0.12234105169773102,0.008285773918032646,0.0937759056687355,0.07494325935840607,0.3882395327091217,0.15560784935951233
146,0.12836164236068726,0.08247237652540207,0.07973869889974594,0.07931438088417053,0.002128663007169962,0.2976713478565216,0.11212487518787384,0.21818791329860687
147,0.08508358895778656,0.021786579862236977,0.41047045588493347,0.024075642228126526,0.013477744534611702,0.028926176950335503,0.305678129196167,0.11050168424844742
148,0.12764321267604828,0.014590960927307606,0.09896478801965714,0.1015709862112999,0.31086793541908264,0.2405182272195816,0.08669411391019821,0.019149718806147575
149,0.09758131206035614,0.5330869555473328,0.25937318801879883,0.02519148588180542,0.04351281747221947,0.017360176891088486,0.007898490875959396,0.01599564217031002
150,0.13720324635505676,0.24684475362300873,0.09495807439088821,0.07700534164905548,0.01775483600795269,0.15384989976882935,0.16943037509918213,0.10295355319976807
151,0.09952211380004883,0.1558201014995575,0.03457145020365715,0.11186213046312332,0.05380045995116234,0.22400948405265808,0.1576293706893921,0.16278481483459473
152,0.049590129405260086,0.16739338636398315,0.02420768514275551,0.43836647272109985,0.02546221949160099,0.04131454601883888,0.13841073215007782,0.11525490880012512
153,0.07260885834693909,0.07755157351493835,0.3728466331958771,0.01170110423117876,0.008781718090176582,0.0060286372900009155,0.1212819442152977,0.32919949293136597
154,0.0114207174628973,0.06976950168609619,0.03628271445631981,0.03222471475601196,0.009390954859554768,0.013231653720140457,0.7691690921783447,0.05851069092750549
155,0.002372949616983533,0.677970290184021,0.04588933661580086,0.0013028031680732965,0.13992194831371307,0.11300719529390335,0.0033380810637027025,0.016197411343455315
156,0.2887730598449707,0.4482048451900482,0.005770825315266848,0.0009202846558764577,0.09104442596435547,0.09119391441345215,0.011966178193688393,0.06212647631764412
157,0.035185541957616806,0.17829018831253052,0.07232771813869476,0.12174223363399506,0.26901471614837646,0.09291917830705643,0.10319174826145172,0.12732857465744019
158,0.02139328047633171,0.024833351373672485,0.3185065686702728,0.1025577187538147,0.10438989847898483,0.18169459700584412,0.09999455511569977,0.14662988483905792
159,0.016818301752209663,0.11801142245531082,0.07091453671455383,0.06178954243659973,0.05903954058885574,0.03189237415790558,0.4503028094768524,0.19123151898384094
160,0.11011101305484772,0.020952768623828888,0.20714625716209412,0.09668207168579102,0.11546492576599121,0.1339663416147232,0.07559680938720703,0.24007977545261383
161,0.11878656595945358,0.12552189826965332,0.12508821487426758,0.21289722621440887,0.005950537044554949,0.2475181668996811,0.04555400460958481,0.1186833307147026
162,0.03467414155602455,0.07656808942556381,0.08794166892766953,0.1203194260597229,0.04292464256286621,0.03433394804596901,0.40004199743270874,0.20319610834121704
163,0.7513620257377625,0.10957417637109756,0.014248055405914783,0.05407940223813057,0.004791732877492905,0.02362545020878315,0.0041149333119392395,0.038204263895750046
164,0.2610204219818115,0.32406049966812134,0.012572617270052433,0.04439627379179001,0.030800029635429382,0.020820019766688347,0.18633340299129486,0.11999674141407013
165,0.10088998824357986,0.07340658456087112,0.003036714857444167,0.016926996409893036,0.312897652387619,0.46058857440948486,0.003188344882801175,0.029065102338790894
166,0.024954328313469887,0.28682437539100647,0.01882913149893284,0.46150827407836914,0.009300760924816132,0.017338383942842484,0.10535679012537003,0.0758880004286766
167,0.17328809201717377,0.2685494124889374,0.07419200986623764,0.01423754170536995,0.007202633656561375,0.020205920562148094,0.07349316775798798,0.36883124709129333
168,0.10192108154296875,0.04865381494164467,0.1645589917898178,0.01215395051985979,0.17835716903209686,0.04947834834456444,0.08610108494758606,0.3587754964828491
169,0.08271460235118866,0.11312145739793777,0.10598636418581009,0.11890535056591034,0.01105404645204544,0.055555686354637146,0.11884317547082901,0.39381927251815796
170,0.0031073044519871473,0.0604364275932312,0.08467747271060944,0.22229908406734467,0.0699516013264656,0.045761242508888245,0.4648294150829315,0.04893744736909866
171,0.05682574212551117,0.17097751796245575,0.012229164130985737,0.016476569697260857,0.026787303388118744,0.4434801936149597,0.07062830030918121,0.20259520411491394
172,0.06667524576187134,0.04056219756603241,0.25894856452941895,0.18877948820590973,0.04930654168128967,0.14660029113292694,0.07124248147010803,0.17788510024547577
173,0.08338584005832672,0.15239205956459045,0.09750386327505112,0.3276260793209076,0.048804476857185364,0.04205038771033287,0.07917103171348572,0.1690664142370224
174,0.010020166635513306,0.12795883417129517,0.14436757564544678,0.09211581945419312,0.056197743862867355,0.05397551879286766,0.4251159429550171,0.09024836868047714
175,0.07449334859848022,0.5239913463592529,0.09295538067817688,0.20740582048892975,0.0006820879643782973,0.0333070233464241,0.031607624143362045,0.0355573408305645
176,0.4174550771713257,0.027179531753063202,0.04598909988999367,0.034152187407016754,0.02739470824599266,0.026719393208622932,0.3334495425224304,0.08766051381826401
177,0.04303332418203354,0.3770217001438141,0.02815631777048111,0.13245870172977448,0.0068699694238603115,0.13425539433956146,0.12356072664260864,0.15464399755001068
178,0.031969256699085236,0.18755050003528595,0.0008927090675570071,0.1393466740846634,0.07818803936243057,0.24490831792354584,0.19959406554698944,0.11755038797855377
179,0.10285027325153351,0.006608936935663223,0.02447335422039032,0.8271595239639282,0.01446252316236496,2.4391243641730398e-05,0.001234066323377192,0.023186856880784035
180,0.02237902581691742,0.6711164116859436,0.02051146700978279,0.004817187320441008,0.07906385511159897,0.18747910857200623,0.0005167049821466208,0.014116266742348671
181,0.24894104897975922,0.08306369930505753,0.13273493945598602,0.023532817140221596,0.237244114279747,0.11200957745313644,0.08475755900144577,0.07771633565425873
182,0.08803452551364899,0.06490729004144669,0.22019651532173157,0.1153598427772522,0.009280860424041748,0.09972599893808365,0.10722117871046066,0.2952738106250763
183,0.02846481464803219,0.44916078448295593,0.14504945278167725,0.10379151254892349,0.10134322941303253,0.08784240484237671,0.03162919729948044,0.05271861329674721
184,0.05736657232046127,0.10454502701759338,0.3710314929485321,0.0006305889110080898,0.05021784082055092,0.2147110253572464,0.00411237170919776,0.19738514721393585
185,0.08023691177368164,0.049940429627895355,0.06195007637143135,0.041595637798309326,0.11070439219474792,0.33520689606666565,0.0060260421596467495,0.3143394887447357
186,0.027981052175164223,0.06358414888381958,0.016079120337963104,0.17133860290050507,0.6188783645629883,0.0016117638442665339,0.002488999627530575,0.09803801029920578
