"GC","PGC","M/TC","OSNs","EPL-IN"
0.293484747828096,0.156994116966786,0.258551931031896,0.25414047200332,0.0368287321699015
0.226498221218288,0.221691351180167,0.446294328107865,0.00101585959731313,0.104500239896367
0.126437022174722,0.49187192560009,0.310898792428994,1.8601388446473e-05,0.0707736584077476
0.249616836104182,0.443620412432128,0.193523638026487,0.0890794441554948,0.0241596692817083
0.0428628561730052,0.156018093078773,0.604661302346726,0.0769762247245297,0.119481523676966
0.0498061743516325,0.381016757301999,0.503149850245045,1.56034375188863e-05,0.066011614663804
0.0318595707754393,0.578016599779176,0.288505143411016,0.00230732771168027,0.0993113583226887
0.132384426917395,0.547360275537862,0.279291929022297,0.00502272264442889,0.0359406458780163
0.182370761230224,0.381640899391152,0.223911096777779,0.168200104615904,0.0438771379849411
0.162479072576313,0.222101372636618,0.166730786499648,0.428998082220334,0.0196906860670872
0.0537715369221384,0.382709153801504,0.482135064740131,0.000850103636312233,0.0805341408999141
0.0988134814502054,0.364792031036439,0.433853819686169,0.0426884094708901,0.0598522583562972
0.296181627070543,0.409047770345603,0.243893412932607,0.00590363791223231,0.0449735517390144
0.0799226814101898,0.521163713867602,0.335805081797452,0.000611312218272295,0.0624972107064836
0.123577615304897,0.420031318287213,0.381581170049418,7.49854041307776e-06,0.0748023978180582
0.668170456928994,0.107318941066276,0.0991262223632273,3.94089919224521e-06,0.12538043874231
0.533578888723268,0.201021636395931,0.16343583163509,0.000102536149968847,0.101861107095742
0.803347549363351,0.10130189330466,0.0631108637460234,1.47430166737272e-06,0.0322382192842987
0.497470616941313,0.152865224942011,0.143522619513144,1.33026412252479e-06,0.206140208339409
0.50610260749841,0.248945227753192,0.129050996502794,3.97878001372369e-06,0.11589718946559
0.760307759371649,0.0882852650802389,0.0674671850756462,1.48890207208385e-06,0.0839383015703937
0.0221762117422791,0.0803534889898314,0.856964231336399,4.23434939645438e-08,0.0405060255879962
0.10599336305175,0.474661071065415,0.344351103796334,9.72997768544277e-05,0.0748971623096463
0.102563337287216,0.333507984722733,0.48672294539749,3.06236514406681e-05,0.0771751089411206
0.343433128975394,0.170393436285174,0.382002835306585,0.0501093277374168,0.0540612716954301
0.52031837751219,0.150462194903598,0.203182198465225,1.19705556024402e-05,0.126025258563384
0.068171765042176,0.376874935774024,0.490765569482631,5.7651770869572e-05,0.0641300779302996
0.186474238042152,0.384767508164447,0.346128406526917,0.0306842649580613,0.051945582308422
0.268229621381377,0.238837831846883,0.396110046301324,0.072254547710667,0.0245679527597494
0.0285508054677372,0.424734733143896,0.42277883732726,4.86321237163827e-06,0.123930760848736
0.410090822657946,0.193093377029382,0.322130153724447,1.37983033050383e-07,0.0746855086051924
0.794743960476717,0.0408285432580639,0.101858378461411,4.40262124534015e-07,0.062568677541683
0.5959516726011,0.158426372466816,0.150147296277702,9.83211196443415e-06,0.0954648265424179
0.18909221392438,0.393426671259043,0.322685851086933,9.22100204539099e-07,0.0947943416294396
0.199017653161802,0.308042706722915,0.431936818726245,0.00322900981911129,0.0577738115699268
0.626559782030786,0.161524457664755,0.0900483140137923,1.29362791353221e-05,0.121854510011531
0.111597528268497,0.440791405471469,0.413188808901878,1.30488219561007e-05,0.0344092085362005
0.169734512287098,0.424990511367401,0.279794117662525,0.000115612344331881,0.125365246338643
0.0261401176410397,0.345627431006104,0.610657675803414,6.68944357975917e-06,0.0175680861058627
0.133324157783378,0.385962030474409,0.379150264252024,0.0431998394203754,0.0583637080698143
0.0156338187270519,0.129556523046503,0.825738588189664,5.19166392848771e-07,0.0290705508703886
0.0977870987519173,0.405836894141531,0.424702361698029,0.000115125324513717,0.0715585200840086
0.0838959752932981,0.438614492597646,0.383756032200161,5.9856088523282e-06,0.0937275143000429
0.142316987097667,0.398966046203446,0.354427032272196,0.0119087296845005,0.0923812047421894
0.574116201551347,0.170085711159208,0.114744958497595,1.78383765836592e-07,0.141052950408085
0.363736408420675,0.11865371112428,0.475274030970106,5.9575802091962e-09,0.0423358435273584
0.725398416025001,0.0600783893798451,0.141836446951663,9.46814124586311e-06,0.072677279502245
0.427638446928645,0.220187504220024,0.216957348650189,1.47707477537828e-07,0.135216552493664
0.608937813495177,0.0918847636490319,0.174131702435693,4.36386691960104e-06,0.125041356553178
0.131186808380781,0.160803855681938,0.664737103859203,8.88611859056484e-06,0.0432633459594878
0.659424678349052,0.0891591069496249,0.180146043137978,3.00341774804908e-06,0.0712671681455971
0.284698276542859,0.41599463971181,0.274634363111693,8.36180096150489e-06,0.0246643588326764
0.0910594336018259,0.249580981610229,0.602787621728322,1.61542769087732e-06,0.0565703476319328
0.068018905247524,0.293233572021024,0.59553233237616,5.8079445608879e-06,0.0432093824107313
0.0851261471713518,0.441543934293813,0.401137739637589,8.30729358135859e-08,0.0721920958243107
0.284448074149714,0.0326108174424184,0.582089831422746,6.9074613837279e-08,0.100851207910508
0.0444532082524935,0.453610384625055,0.316572776326926,1.82041370946168e-06,0.185361810381816
0.0134182237788049,0.280053962818006,0.677829805185421,1.48313119584832e-06,0.0286965250865725
0.0740312747256842,0.312774251079374,0.491305540303315,3.37092804712327e-06,0.12188556296358
0.281691658485334,0.202629184854004,0.365317400541904,0.00276187478272337,0.147599881336034
0.204320632381669,0.383186059015321,0.370280500858067,0.00553473909148072,0.0366780686534626
0.335550461667539,0.193035815949685,0.342724121579741,0.000398526192037663,0.128291074610998
0.160751021898298,0.33244603776699,0.462480701075992,0.000738280419755752,0.043583958838965
0.400064950499977,0.286830401578852,0.249363767532265,0.00937877885826723,0.0543621015306395
0.186695720781873,0.187180666526302,0.498213416726679,0.00353454442757098,0.124375651537576
0.0902086398113193,0.603557290326025,0.210374123166123,0.00671298849330128,0.0891469582032306
0.212166409128748,0.364535526072843,0.283199345568026,0.0717944503537081,0.0683042688766751
0.214339183072782,0.464583942731763,0.145840778358359,0.136714419664969,0.0385216761721269
0.255700055929181,0.273715202439942,0.310139688043807,4.98847986972518e-05,0.160395168788372
0.0929606011713271,0.497375801012301,0.274849505550741,5.18430612401607e-06,0.134808907959507
0.220493290211437,0.174613209459278,0.352711829883273,0.109533429548301,0.142648240897711
