"","B-cells","CAFs","Cancer Epithelial","Endothelial","Myeloid","Normal Epithelial","PVL","T-cells"
"1203",0.138255408913581,0.120333582839444,0.0707902229445148,0.227204825868576,0.116484152886649,0.0509522870211718,0.0591995423314914,0.216779977194573
"1204",0.0958530636658906,0.120155247226922,0.0762136785956505,0.172878504673994,0.178047487083409,0.109892794898081,0.0689319455263605,0.178027278329692
"1205",0.143677923771309,0.132795256866755,0.107729401154868,0.130059559717906,0.100742413385872,0.135976167720382,0.0580376432141197,0.190981634168787
"1206",0.142992958393727,0.101810961804484,0.13237016894107,0.136212489385511,0.118686788399083,0.143771771817165,0.0941583295699563,0.129996531689003
"1207",0.177016831563818,0.0663804919712664,0.12503385730451,0.147407493412067,0.101870947391576,0.151262740744397,0.113173281149958,0.117854356462408
"1208",0.0818439066354748,0.0981195154348982,0.10209950991217,0.14245646954043,0.142231233044531,0.145916757623771,0.0664927258214684,0.220839881987257
"1209",0.0812617011668633,0.157752482311681,0.0253556364261474,0.444496073344949,0.113587749589242,0.0265087008252781,0.0627267122645439,0.0883109440712952
"1210",0.183474370543656,0.0817452543217163,0.0990075331499354,0.145735589624917,0.146407901261489,0.115361161205586,0.0625190225056229,0.165749167387078
"1211",0.15234077590106,0.134176590328251,0.0681972405620226,0.192600213830623,0.131489731017689,0.102106962246906,0.0514165336214332,0.167671952492014
"1212",0.175292619859746,0.110236099038951,0.11687137202975,0.140842521588362,0.108966861647045,0.133410196805538,0.088112239889829,0.12626808914078
"1213",0.0901724471751555,0.209101231777838,0.033205554642217,0.10690059066803,0.239790819711524,0.075912895317744,0.0287535566918549,0.216162904015636
"1214",0.161976094078225,0.0677908459238534,0.112333060797335,0.147238123335373,0.120605153204496,0.137529537969557,0.0930505758150158,0.159476608876146
"1215",0.227069423219568,0.0699808353103431,0.134370314515404,0.107184357578223,0.0900673400469587,0.178403999535089,0.0977901521873402,0.095133577607074
"1216",0.114685874616803,0.163897584742227,0.0357914786325749,0.28424083655687,0.112978963346599,0.0472920170737929,0.0849124713506977,0.156200773680436
"1217",0.26671777622256,0.155097932783009,0.0337296331343178,0.0841591591891744,0.13550517586799,0.0299993494560469,0.0342024746572988,0.260588498689604
"1218",0.189609695386186,0.103394364513639,0.107636277928422,0.144367680623611,0.0984310581449906,0.12522586642699,0.0686088498162813,0.16272620715988
"1219",0.178221600366015,0.0640158837645037,0.134246912374226,0.0991123500965622,0.071851439758681,0.204500292004138,0.109545745479109,0.138505776156766
"1220",0.127171015241091,0.139694977986752,0.0531150463241002,0.328764318237682,0.0934164210191622,0.0413805831395441,0.112695806633521,0.103761831418147
"1221",0.0437867189677277,0.100360867560117,0.0659908834053706,0.290131491915595,0.0939028904061157,0.0988428560119874,0.153188174020967,0.153796117712119
"1222",0.177833422598159,0.0607124583043752,0.138563552132486,0.125785531888898,0.0878572248815711,0.209093245295766,0.0811413540484237,0.11901321085032
"1223",0.211516663825018,0.0836923187291545,0.121580619921227,0.108412872291846,0.0970877402564488,0.176912225465957,0.0859840318052589,0.11481352770509
"1224",0.185057675404257,0.158596879975287,0.0790315522296317,0.129539788376495,0.160720072692377,0.116472920839857,0.0631668506967668,0.107414259785327
"1225",0.188927798578713,0.0720083171055072,0.139400978873551,0.129234061895446,0.0933099191790252,0.16748570119227,0.0771668691969787,0.132466353978509
"1226",0.126139148025535,0.138392893522012,0.0939682612233338,0.151517944753457,0.13341938662787,0.123732586521909,0.0438303376961337,0.18899944162975
"1227",0.265670713315399,0.134297396699788,0.0736447169490802,0.136373181357355,0.110189286885388,0.123132109672709,0.100166306217151,0.05652628890313
"1228",0.169532627181518,0.0895172355991152,0.138281476880355,0.130477886766419,0.114706927952435,0.152184849533491,0.0811116841481522,0.124187311938515
"1229",0.0882476143961015,0.142620199863458,0.0302395701300053,0.346711254758725,0.115230336909959,0,0.130078362575789,0.146872661365962
"1230",0.205675134218097,0.129505245858056,0.0566521927863386,0.0943359500416827,0.269775389657913,0.021875883431202,0.042988900853485,0.179191303153227
"1231",0.16533846984535,0.0855521358236427,0.125765755321779,0.117886982265598,0.114630430957893,0.126214928514264,0.0901792230948051,0.174432074176668
"1232",0.15656481454295,0.0635456698404992,0.128773209989838,0.128562713365893,0.0913858256387429,0.177886237386895,0.0947762257024855,0.158505303532696
"1233",0.185264071149523,0.0805560651746385,0.0971836950108378,0.126022785364279,0.169998865671818,0.130342467984775,0.0752806304457501,0.135351419198379
"1234",0.128023658694618,0.0998728999434221,0.119618318337986,0.131466992626706,0.115518192340546,0.134441245905462,0.0877005112836503,0.18335818086761
"1235",0.0276013247158633,0.156182370304756,0.122674313247639,0.187401820687442,0.16744526614511,0.120942807786815,0.0523360955996512,0.165416001512723
"1236",0.202730112476016,0.0788373451358797,0.134257937564215,0.1401258226951,0.0797104837782245,0.14910209022851,0.0715110900778163,0.143725118044238
"1237",0.179681873441127,0.124127288916853,0.0480842041817779,0.314938707064782,0.0783014816998604,0.108201934560269,0.0885342106638314,0.058130299471499
"1238",0.17399907512081,0.0632971231968638,0.08311155657994,0.0925095965248622,0.119776667971837,0.114226702783586,0.0614846496173082,0.291594628204792
"1239",0.146980803796617,0.129516194421804,0.0456959245031919,0.126124188410522,0.146365264837794,0.0804209158976019,0.112842368038625,0.212054340093844
"1240",0.180020195377364,0.0906232518139981,0.111886259376426,0.150148246703277,0.143388706096787,0.134862601232679,0.0827114764906651,0.106359262908804
"1241",0.170710467181352,0.118237338504553,0.115753075678783,0.127057293280905,0.0911921248065239,0.144113012280009,0.0966470319701143,0.136289656297761
"1242",0.141490117911666,0.141037079706076,0.106783233362624,0.177426091072322,0.10961034160814,0.150414490794552,0.0621970927833639,0.111041552761257
"1243",0.157075349118709,0.121159507267982,0.0978664569734299,0.158935962198745,0.113964186539743,0.129194031774924,0.102581048035141,0.119223458091325
"1244",0.270008028628582,0.124014115710145,0.07446936171333,0.192631140975165,0.121938368288651,0.0797012923176747,0.0269861656560809,0.110251526710372
"1245",0.131518754039018,0.121303248812183,0.121157000529644,0.126416916746698,0.120379191854943,0.149084442624777,0.0943333845395271,0.135807060853209
"1246",0.133633659107859,0.0908561021465232,0.130039297644256,0.130852887317187,0.134018618340156,0.159608612131484,0.0766917219253519,0.144299101387184
