"","cell_ID","Endothelial","CAFs","PVL","B-cells","T-cells","Myeloid","Normal Epithelial","Cancer Epithelial"
"47","47",0.0510293249047706,0,0.0804140870631533,0.0336591211843959,0,0.106898150161521,0.0711061523159417,0.656893164370217
"48","48",0.0684355871152706,0.137826060479853,0,0.190344020326103,0,0.211641569737766,0.064078071777381,0.327674690563627
"49","49",0.17017875828733,0.197921745807587,0,0.450872092660932,0.00542077797313575,0.175606625271015,0,0
"50","50",0.0258296965167422,0.0569121045709385,0.096756455627824,0.0175690805386251,0,0.093384740914487,0.00615431060746208,0.703393611223921
"51","51",-1.86677742915006e-19,0.0141565648491954,1.55033198382851e-17,-1.39227979059063e-17,0,2.22483017638401e-26,0.674078547012623,0.311764888138182
"52","52",0.0377890426599259,0.0943120767458397,0.106323908400731,0.0939130791777281,0,0.109473081234989,0.0093699976409364,0.54881881413985
"53","53",0.161698233520341,0.28928098562138,0.0348776187936812,0,0,0.194600793562296,0.061093379449686,0.258448989052616
"54","54",0.0907231590118521,0.0510735923246123,0.0616783387295233,0,0,0.192016204153658,0.107098065915543,0.497410639864812
"55","55",0.193035309945143,0.24474389436791,0.108199158245754,0,0,1.55936251487151e-06,0.194989442616702,0.259030635461975
"56","56",0.0408394539454392,0.110381840486057,0.0501967644866591,0.0122757673944725,0,0.0213875803826833,0.027438368702016,0.737480224602673
"57","57",0.0291204589877887,0,0.0526046011697302,0.0466242587963398,0,0.137806222133519,0.0431779010901614,0.690666557822461
"58","58",0.428300967119636,0.185284761660544,0.234788394996719,0.054139923968714,0,0.0230998414319772,0.0743861108224091,0
"59","59",0.0907661180186388,0.123231788384813,0.0183583960280244,0,0,0.0830234666347132,0.197275299384881,0.487344931548929
"60","60",0.0285561016780706,0.0703645297330883,0.0721094239115921,0,0,0.136998587673728,0.0157560554165758,0.676215301586945
"61","61",0.0243741416432705,0.0679375883326437,0.0999716145149884,0,0,0.138237703811875,0.00697597560542951,0.662502976091793
"62","62",0.0206574319308345,0.201417868964525,0.00966075086460893,0.00742655130130284,0,0.0255171110158382,0.0148583042799578,0.720461981642933
"63","63",0.0279567469046177,0.031804856993923,0.0866952492524003,0.0129411428191677,0,0.153418642342497,0.0079616027450469,0.679221758942348
"64","64",0.037268785559666,0.235993203532077,0,0,0,0.0756748317417142,0.0239402795758115,0.627122899590731
"65","65",0.0081466751987572,4.98777763778487e-16,5.14503606164476e-17,0,0,-1.25408662219161e-22,0.991853324801244,-1.89766582782286e-15
"66","66",0.0672028771358839,0.125530944556777,0.0185308261729947,0,0,0.277613026567479,0.0225656590479899,0.488556666518875
"67","67",0.075871598552945,0,0.0104110389053847,0,0,0.170672636357548,0.0600292320456153,0.683015494138507
"68","68",0.0189892610915793,0.0723519657721911,0.0568563347922535,0,0,0.0546954716390154,0.0523475484863936,0.744759418218567
"69","69",0.0270505836693987,0,0.164540779776461,0.100672095300629,0,0.156987093221323,0.063913704970204,0.486835743061985
"70","70",0.0496132982638868,0.0654501790926233,0.0896769683434196,0.00862554582769597,0,0.100579619548274,0.0415568648839136,0.644497524040187
"71","71",0.171200752348649,0.191357165048146,0,0.0088763590060425,0.00594983206423551,0.622615891532926,0,0
"72","72",0.115635649527423,0.0890773915406595,0,0,0,0.135222042062141,0.139542542553998,0.520522374315779
"73","73",0.164885049099994,0.578417060023311,0.210856381080938,0,0,0.037628887665077,0.00821262213068046,0
"74","74",0.0310186076149254,0.223541250343732,0.00495606120689027,0,0,0.056127865697424,0.00546945841346084,0.678886756723568
"75","75",0.035424272532463,0.139785340351903,0.0210838756983732,0,0,0.127192622108162,0.00855078451725743,0.667963104791841
"76","76",0.0399335054476306,0.114427675862057,0.0728905760766756,0,0,0.184967479123107,0.00280549573542413,0.584975267755105
"77","77",0.0690824217958321,0.217161877641032,0.0153786133720532,0.0108045096024667,0,0.0562003235283177,0.0315493914203877,0.59982286263991
"78","78",0.0406854748467391,0.15664904473398,0.0263645145795894,0,0,0.0224888011673654,0.00841690102151208,0.745395263650814
"79","79",0.0393106407231155,0,0,0.0216037709054724,0,0.103885907563166,0.0605796445176587,0.774620036290587
"80","80",0.0600462777788001,0,0.0214101725867342,0.0164736901426412,0,0.056865736208334,0.0651972206966028,0.780006902586888
"81","81",0.0984722492550316,0.0555594931101298,0,0.125855271051751,0,0.152056531162817,0.102366034234792,0.465690421185479
"82","82",0.0684757098205253,0.333135061261011,0,0,0,0.128429536959733,0.00936898126334676,0.460590710695384
"83","83",0.0646988396658643,0.070646926566007,0.100221834834446,0.0411450480038626,0,0.0593248582510129,0.233111838740947,0.43085065393786
"84","84",0.0354445600551018,0.165851303617537,0.0133914602134375,0.0514252736347729,0,0.0605252946016045,0.0166291835501274,0.656732924327418
"85","85",3.87228532303119e-17,0.0182327082724879,-3.60651117751947e-17,1.99660033873958e-17,0,1.74793766234855e-24,0.981767291727512,-2.14078385710809e-17
"86","86",0.0522026426689275,0,0,0,0,0,0.308959813880676,0.638837543450397
"87","87",0.0440196854706341,0.124445657252147,0.0844422811644073,0.0414751659867445,0,0.116999965622727,0.0236115511715829,0.565005693331757
"88","88",0.166659041418343,0.210221582473199,0.0840799942627358,0.283229630281854,0,0.139201446800276,0.116608304763593,0
"89","89",0.0747432153492709,0.115017050917448,0.0186455615639909,0,0,0.132454167715872,0.104208038307695,0.554931966145723
"90","90",0.242487822035046,0.2134204612229,0.0823041210570121,0.316684147803345,0,0.145103447881697,0,0
"91","91",0.124033823031844,0.0662508628945171,0.0800096923372472,0,0,0.0197239203586542,0.115598182987701,0.594383518390037
"92","92",0.0175203930291958,0.0674446232186986,0.0951141286715408,0.0273613034405496,0,0.100176430732459,0.010596699914043,0.681786420993514
"93","93",0.075770458659371,0.145615007508222,0.14874351684892,0.0198415723230235,0,0.138010176255811,0.00867243530840354,0.463346833096249
"94","94",0.0400083793324755,0.0994822870959598,0.115529804084171,0.0183346108467067,0,0.156181312310198,0.0224371939585636,0.548026412371926
"95","95",0.0361365384812739,0,0,0.0209249869188539,0,0.0687810350299247,0.174548537904125,0.699608901665822
"96","96",0.191234036790497,0.243910508204327,0.0554989730495834,0.384945145593034,0,0.124411336362558,0,0
"97","97",0.423882885963317,0.1662956596396,0.140332274299877,0.0694074704064134,0,0.102267718854326,0.0978139908364674,0
"98","98",0.0730539932372567,0,0.0399083126838342,0.06894964284574,0,0.0751990783988083,0.0662013098530389,0.676687662981322
"99","99",0.0375960051223041,0.0753762197383111,0.0710638439713872,0,0,0.0422018585507602,0.0225934880996563,0.751168584517581
"100","100",0.102598469872163,0.0684483800406682,0.0174693461011023,0.0318808189975247,0,0.146440937829047,0.146222186554381,0.486939860605114
"101","101",0.0189856816848501,0.0287898083819285,0.134607463177807,0,0,0.0266760829311128,0.013292762833667,0.777648200990635
"102","102",0.178582241312964,0.35803721330262,0.104590285809265,0.172356155868071,0,0.18643410370708,0,0
"103","103",0.0662562177420181,0.0973636340010999,0.0819768269724122,0,0,0.112356506760409,0.0067805531720968,0.635266261351964
"104","104",0.121999564848258,0.0997334250125018,0.0190754697374114,0,0,0.202404730627224,0.0277956846524717,0.528991125122133
"105","105",0.0313264964149651,0.134605418518095,0.00601594792013955,0.0778146411785379,0,0.122403742656887,0.0396796614132713,0.588154091898104
"106","106",0.0368523449117895,0.063177002915088,0.121110489611932,0,0,0.0323486094147983,0.00403111229680598,0.742480440849586
"107","107",0.0640257568171812,0.309474067206643,0.0344389997717328,0,0,0.0873653975800613,0.187808646472199,0.316887132152182
"108","108",0.0207423457034335,0.0585598078335365,0.116984012425613,0,0,0.139131826784048,3.33488758836425e-05,0.664548658377486
"109","109",0.0819079141129821,0.17584739904414,0.0142145689080723,0.281677248661405,0,0.353869071192414,0.0924837980809868,0
"110","110",0.0608511033690627,0,0,0.00248543584259603,0,0.082025350050311,0.0390332933751914,0.815604817362839
"111","111",0.064260466925227,0,0,0.0502495545107169,0,0.138423246213492,0.0481425658792059,0.698924166471359
"112","112",0.034391628609519,0.136613692831534,0,0,0,0.0654365509213789,0.0147023401144067,0.748855787523162
"113","113",0.245707466066601,0.324002248607055,0.0855318638375022,0.102309536620668,0,0.0629011660074301,0.179547718860745,0
"114","114",0.0500190341359982,0,0.155175713506806,0.0485997767315826,0,0.173317499532604,0.0654741365575119,0.507413839535497
"115","115",0.0956807543597326,0.251112309204364,0.136069739098678,0.0694363561704041,0,0.0715453843163458,0.376155456850476,0
"116","116",0.139682003401079,0.128540313345632,0.107822407014148,0,0,0.15479961896033,0.0168003939117398,0.452355263367072
"117","117",0.0706885353176201,0.115275829444628,0.0613387036941585,0.119335033066031,0,0.167756034071013,0.0275970463272173,0.438008818079332
"118","118",0.0274346518319506,0.103603127848732,0.0499084335921286,0.0431052973647618,0,0.173905168814626,0.0368133903529763,0.565229930194825
"119","119",0.0483985067913066,0,0,0,0,0.0998074812234959,0.0293807215615239,0.822413290423674
"120","120",0.354071955142615,0.156144593183866,0.0216482485246275,0.206343812740521,0.00567838146824149,0.256113008940129,0,0
"121","121",0.0601344674128572,0,0,0.0128869824777336,0,0.125556480758689,0.0323427433601498,0.769079325990571
"122","122",0.0987973885144233,0.102532655047175,0,0.100624705843806,0,0.1902711107283,0.0743944724229947,0.433379667443301
"123","123",0.0391727050821974,0.0900127934342307,0.101185507452143,0.031325779875048,0,0.0778719292982733,0.0169188022911799,0.643512482566927
"124","124",0.135266107306453,0,0.156806735110676,0.0343411567024411,0,0.106517428880168,0.0320928554490142,0.534975716551248
"125","125",0.0249279847063912,0.0163126210643826,0.139977799122844,0,0,0.0265695152115802,0.0222112525278445,0.770000827366958
"126","126",0.0694649973568387,0.166619838459074,0.0202774368863292,0.118100871652398,0,0.255177923421218,0.0141235792212601,0.356235353002883
"127","127",0.0475852623299433,0,0.104931114060662,0.0230243973233449,0,0.130584763041884,0.0095743886312991,0.684300074612866
"128","128",0.0232973273072623,0.0590169630403551,0.110656943981898,0.00475783228530057,0,0.0415956254664649,0.00803766961082273,0.752637638307897
"129","129",0.254004447147627,0.256370907093722,0.0662464160159552,0.189697949998182,0,0.233680279744514,0,0
"130","130",0.225060702306324,0.246466794511374,0,0.0929888884790041,0.135947261239172,0.299536353464126,0,0
"131","131",0.205281913329633,0.174572870529584,0,0.0468060798164784,0.0561203229742678,0.517218813350036,0,0
"132","132",0.126166590863835,0.135791372060417,0,0.103070904406166,0.0106080831016667,0.624363049567915,0,0
"133","133",0.0798223270616222,0.189098394011696,0.201362813237717,0,0,0.0388504477475167,0.490866017941448,0
"134","134",0.060367939398705,0.0966250531780877,0.0203103243231084,0.0116974831319409,0,0.133924699688039,0.0118738635834438,0.665200636696676
"135","135",0.152847405265925,0.200832503211434,0.00619793414249812,0.0768942761205145,0,0.383841168010855,0.179386713248774,0
"136","136",0.0481554116068314,0.125996971841724,0.110491696233232,0,0,0.163386304486063,0.0237842677997778,0.528185348032371
"137","137",0.326436198888288,0.16725556947229,0,0.165397310088169,0,0.340910921551254,0,0
"138","138",0.0528237210877824,0,0.140788303945335,0.0457964086453072,0,0.129191457024257,0.13040206966836,0.500998039628958
"139","139",0.0336512211744333,0.0823195803863874,0.0630654063379204,0,0,0.0719766228274363,0.00728837104196771,0.741698798231855
"140","140",0.0130004589883818,0.0278533767089377,0.16410779022759,0,0,0.028991877603915,0.00784646023255908,0.758200036238617
"141","141",0.282497146633512,0.395843480562745,0,0.128514040791331,0,0.084653577001013,0.108491755011398,0
"142","142",0.0307326570078104,0.183338261873823,0.00656271583459192,0,0,0.03650374537019,0.0380751247523598,0.704787495161225
"143","143",0.0851352145793606,0.0891478229268147,0.0721004833570386,0.0397037519876791,0,0.0819078446328671,0.106755125405667,0.525249757110573
"144","144",0.0115829581715599,0.0752616440466552,0.0987231781511012,0,0,0.0583639052381591,0.00351849954917874,0.752549814843346
"145","145",0.0249757698402657,0.0326590056839541,0.0655811487898157,0.441798738181896,0,0.0825869099264349,0.0206201246160101,0.331778302961624
"146","146",0.0171833059842664,0.0728265560519162,0.109314421507139,0,0,0.105305494777789,0.0378482230193414,0.657521998659549
"147","147",0.0179669531852511,0.0480705757626081,0.0981037653123258,0.0105530311617445,0,0.0625976785885458,0.0135886708847977,0.749119325104727
"148","148",6.40567202507003e-17,8.16426496092238e-22,0.969415841820924,0.0102592409451996,0,6.22467395867938e-21,0.0203249172338765,-9.94359639929289e-19
"149","149",0.257399298520782,0.163527404465032,0.0227054313632114,0.151657172171297,0.0205309830784594,0.384179710401218,0,0
"150","150",0.192481109994065,0.499479851516808,0.0996410207743049,0.198689481707873,0,0.00970853600694932,0,0
"151","151",0.0356552015191859,0.137132361982706,0.0368000651329471,0.0302747989531739,0,0.100491702793609,0.0115073198338131,0.648138549784566
"152","152",0.0906123156346741,0.114718731326863,0.0289907779015855,0,0,0.229136595122006,0.042488287696131,0.49405329231874
"153","153",0.0308402043677086,0.141705586951867,0.0121132800586495,0.0234207011106105,0,0.0707787736497789,0.0189910869649634,0.702150366896422
"154","154",0.0848929667660497,0.0790389914918179,0.0135059154197972,0,0,0.209972429305844,0.0477623096966415,0.564827387319849
"155","155",0.0213339861098737,0.127340605737912,0.0286916812451142,0,0,0.0275140284563985,0.00832697989050923,0.786792718560192
"156","156",0.350713818526586,0.192924328694747,0,0.229794461124184,0,0.226567391654483,0,0
"157","157",0.193210587731505,0.405826462724313,0,0.250095657889944,0,0.150867291654237,0,0
"158","158",0.0123862736320193,0.0885716672075313,0.0717014446869653,0,0,0.17315430769312,0.0430508265999667,0.611135480180397
"159","159",0.0474285716133528,0,0,0,0,0.122121410665086,0.0475390070482049,0.782911010673356
"160","160",0,-9.52216965230458e-17,0.713500268433474,2.98522631508581e-19,0,-8.85202412866175e-20,0.011071001928044,0.275428729638482
"161","161",0.0333892655130198,0.047271984438728,0.0955371983435154,0,0,0.114638431588832,0.00269905217101459,0.70646406794489
"162","162",0.0723495295835009,0.177480575518745,0.0150764195913837,0,0,0.175354819842355,0.0104550660597815,0.549283589404234
"163","163",0.00192746617700387,0.0371824145531436,0.127061881241037,0.128836959674448,0,0.0181169384562725,0.00355301504183662,0.683321324856258
"164","164",0.370788263198969,0.153703412184144,0.161312261110775,0.191996167924074,0,0.0571045772094195,0.0650953183726179,0
"165","165",0.0487177396155845,0.171458910122713,0.012209138533106,0,0,0.023972831319451,0.00727706977283599,0.73636431063631
"166","166",0.0900132674889264,0.132240479759123,0,0.0272122351772642,0,0.164416618314737,0.162821765669046,0.423295633590903
"167","167",0.0312857974284521,0.208804880591595,0.00557391923763635,0.0335597112743752,0,0.049721422341775,0.0485196428731429,0.622534626253023
"168","168",0.127710298538142,0.395135559275032,0.123941046926917,0.107787180849593,0,0.0892888193212327,0.156137095089084,0
"169","169",0.0215072021151861,0.0644233486505079,0.0806345739741586,0,0,0.0695689916059558,0.0357037038237094,0.728162179830482
"170","170",0,0.0324762363167292,0.225192520896838,0,0,0.0251084653761741,0.0037861887010516,0.713436588709207
"171","171",0.022774309861646,0,0,0,0,0.135703617961051,0.110443742899221,0.731078329278082
"172","172",0.0269017397976704,0.169752251629238,0.00697707993987372,0,0,0.143269909942211,0.0137982562929314,0.639300762398076
"173","173",0.0172416429818649,0.043123244824393,0.0958702389820725,0.0153754823325355,0,0.0961739798280595,0.0079895888757741,0.724225822175301
"174","174",0.0165866669050713,0.0450825413659611,0.100879555476154,0,0,0.0502254480444643,0.0191158274435913,0.768109960764758
"175","175",5.06300726558182e-16,0.0284846591848936,1.0694920709583e-16,-1.15618198082744e-16,0,5.84302691120514e-23,0.971515340815106,-6.06958936629986e-18
"176","176",0.144058010644133,0.152260321841258,0.0619859889979984,0.114189380639594,0,0.350876078175851,0.176630219701165,0
"177","177",0.0422010020785213,0.0735206033894677,0.0822922923918494,0.0144083250715695,0,0.0203399183318844,0.0174420701357144,0.749795788600993
"178","178",0.0299485062081818,0.219105583657936,0,0,0,0.101083310653706,0.122988099928647,0.526874499551529
"179","179",0.0828228035201725,0.222528804506363,0,0.0832043443168629,0,0.160656668027686,0.075157312104493,0.375630067524423
"180","180",0.283772989701971,0.160158878269161,0.127349924304872,0.128269987192624,0,0.0498281618089064,0.250620058722466,0
"181","181",0.097450175770225,0.568258423061258,0.0266765109132113,0.0638133357498441,0,0.206869197809055,0.0369323566964067,0
"182","182",0.0519942408849223,0.113758637189848,0.127338375296628,0,0,0.11922373511156,0.0336053628838941,0.554079648633147
"183","183",0.0443134918682658,0,0,0,0,0.0619681376476668,0.00891541536771162,0.884802955116356
"184","184",0.013994077428896,0.0780387319589571,0.0926380449321062,0.375542238455054,0,0.0748648043710727,0.0419078761390259,0.323014226714888
"185","185",0.076924692690222,0.149764457066592,0.0511759207684148,0,0,0.196487521148063,0.0527448054687119,0.472902602857996
"186","186",0.0248927480160731,0.0381693905187172,0.121443156945054,0,0,0.195279822431705,0.00230800296452083,0.617906879123929
"187","187",0.0482953643919725,0,0.0301891558326934,0.0489997883599709,0,0.134546577187873,0.0459752737130841,0.691993840514406
"188","188",0.0281140090372913,0.11826869494728,0.0614412770527041,0,0,0.0351530397464418,0.00846762786414557,0.748555351352137
"189","189",0.0590832282774427,0.0584660398989742,0.119593032203911,0,0,0.0425927615164714,0.0149008970200368,0.705364041083164
"190","190",0.0284118352581792,0,0.0492645027438133,0,0,0.150750065709445,0.0031197704528639,0.768453825835699
"191","191",0.0608243654779199,0,0.02098153376342,0.0486815151964926,0,0.0418836940246417,0.0750943768423184,0.752534514695207
"192","192",0.189058444195058,0.241918979663665,0.172218683807902,0.123224795840428,0,0.159159019277269,0.114420077215678,0
"193","193",0.0118989658269259,0.0726144532967924,0.130545418930442,0.181132305339861,0,0.0218184229997149,0.0376110264656575,0.544379407140606
"194","194",0.0505738027501821,0.114151567421153,0.0634905345631584,0.0255083487493163,0,0.0592319557730863,0.0447064883634299,0.642337302379674
"195","195",0,0.0263957589924675,0.2008769042639,0,0,0.0728113250759495,0,0.699916011667683
"196","196",0.02287649780133,0.155308293396099,0.0479874208477683,0.0349031115822887,0,0.077060570775069,0.00891702139302073,0.652947084204424
"197","197",0.2990801748969,0.0859368214112831,0,0.384174746617956,0.109719066767315,0.121089190306546,0,0
"198","198",0.37242500788746,0.289828417583319,0,0.0941880674342146,0,0.088596415759835,0.154962091335171,0
"199","199",0.0797905059508833,0.110816087945517,0.00726023532879139,0,0,0.200446737162182,0.0624345858916229,0.539251847721003
"200","200",0.227131011949422,0.101192169156867,0.0332630878905654,0.513495126391395,0.0256364759149041,0.0992821286968462,0,0
"201","201",0.00698093141701527,0.0566513037497854,0.00233102376494868,0.159859643136865,0,0.0190001794066019,0.100816574121131,0.654360344403652
"202","202",0.0749399657003356,0.119533316798108,0.0677190874737428,0.0783048491701516,0,0.0878590508380776,0.0155697106564721,0.556074019363112
"203","203",0.0409612736754867,0.115302097959469,0.0174944265177691,0.0218746728019537,0,0.120331598308134,0.00640400900109995,0.677631921736087
"204","204",0.0465494768487809,0,0.130422920523262,0.0175195572926565,0,0.176950004890307,0.0619390480745692,0.566618992370425
"205","205",0.171633820264914,0.173172416122097,0.0878559437850704,0.0714545877505209,0,0.287026614806467,0.20885661727093,0
"206","206",0.117393631446619,0.125979217077597,0.108796747840047,0,0,0.121461236536596,0.055908787967154,0.470460379131988
"207","207",0.0449333254132318,0.0599377094775924,0.127403726033939,0.0389154689886862,0,0.0645274025081672,0.0244782236807081,0.639804143897675
"208","208",0.343100479284539,0.358866276413251,0.130919432613993,0.0395270343369567,0,0.0586475688402145,0.0689392085110457,0
"209","209",0.161717116439205,0.0615641973981319,0.0410481270711985,0,0,0.142291048001162,0.0226684083697845,0.570711102720518
"210","210",0.0328333883688162,0.121883782017026,0.0105955520722598,0,0,0.237615223906711,0.0764706058076881,0.520601447827498
"211","211",0.0354589620847835,0.154330565120716,0,0,0,0.0602904689819692,0.030696638024758,0.719223365787773
"212","212",0.0577150433525862,0.116317980700155,0.0328264944583121,0,0,0.0799667814000114,0.0304146243616212,0.682759075727314
"213","213",0.0471200204696799,0.238198997547268,0.00850173638799073,0,0,0.0320731245287789,0.00823384026792954,0.665872280798353
"214","214",0.0155556626802938,0.04171857530822,0.142203249614284,0,0,0.0212776389395989,0.00307313072971726,0.776171742727886
"215","215",0.0597308927112504,0,0,0,0,0.149731490765608,0.0242040277015511,0.76633358882159
"216","216",0.031121554464054,0.125334076509375,0.0663092921681467,0.204457643782506,0,0.131849513582211,0.00632779773930545,0.434600121754401
"217","217",0.159769824471514,0.116323992025642,0.0626708171351338,0,0,0.166292137193875,0.0934686079641165,0.401474621209719
"218","218",0.0344741334069397,0.312860218845683,0,0,0,0.0826326335115151,0.0207855621278864,0.549247452107976
"219","219",0.0770093918814714,0.171020829620768,0,0,0,0.412018345964439,0.0507129608114799,0.289238471721842
"220","220",0.0313712412190735,0.0443524850695473,0.134294013934236,0,0,0.0269349003124464,0.00927169489427179,0.753775664570425
"221","221",0.0180780768940266,0.0385788074120188,0.137224486636252,0,0,0.0293742716565105,0.00370147479050482,0.773042882610687
"222","222",0.0447553780309956,0.162741558889871,0.00670689564376905,0,0,0.0438529657688581,0.00757317231848719,0.734370029348019
"223","223",0.185387875046403,0.240595447529814,0.177381791383118,0,0,0.162517100693657,0.234117785347008,0
"224","224",0.0741792466220442,0.152609769754105,0.0166989344089435,0.0518009599251435,0,0.141140346917983,0.0903875752852191,0.473183167086562
"225","225",0.0348359669188061,0.152040408410305,0.0170311545023555,0,0,0.129126194347682,0.0217138984707124,0.645252377350139
"226","226",0.0302288644768581,0.0604240179162315,0.149022559221878,0,0,0.0418587739468343,0.00435594712198099,0.714109837316217
"227","227",0,0.143196316274155,0.0157585898789548,0.424989998936745,0,0.161267653171449,0.00839925492242028,0.246388186816276
"228","228",0.0725081313409243,0.099213291661365,0.0898325140145534,0.249023688658415,0,0.0475135464446775,0.0681293936457124,0.373779434234352
"229","229",0.0683652868609645,0.14388997130885,0,0.120731340886261,0,0.198573957747028,0.0630715516585826,0.405367891538314
"230","230",0.0860071969200743,0,0,0.0263094424175026,0,0.134069390498975,0.0686478371512059,0.684966133012243
"231","231",0.0456751915842288,0,0,0.00432078848192473,0,0.22900683391559,0.0269414758877104,0.694055710130546
"232","232",0.0830081838276892,0.225142418226538,0,0,0,0.107875937934695,0.138190728446573,0.445782731564504
