L2/3 IT CTX-1,L4/5 IT CTX,L5 IT CTX,L5 NP CTX,L5 PT CTX,L6 CT CTX,L6 IT CTX,L6b CTX,Lamp5,Sst,Vip
0.013547755,0.3856353,0.19598772,0.0090303635,0.0024320865,0.016312933,0.16845024,0.0010008576,0.0012629724,0.037619736,0.1687201
0.6878066,2.7298744e-05,0.0068085482,0.003428822,0.110877514,3.6843004e-10,0.18358834,7.2512143e-09,0.0067949453,0.00066220347,5.715065e-06
0.40875545,0.23503076,0.057522282,0.0008573644,0.040689506,3.893006e-05,0.076190434,2.5399982e-05,0.167541,0.013268511,8.041801e-05
0.21442622,0.71683574,0.062947705,0.002750627,0.0022095577,1.9178107e-11,0.00076935906,1.499562e-10,1.8179648e-07,2.4863625e-06,5.8179092e-05
0.9391194,0.00010851503,8.591927e-05,9.908156e-07,0.033106875,1.2278211e-06,0.027320355,2.638126e-06,5.9590253e-05,3.8469112e-05,0.00015610762
0.7455667,0.0023258256,0.001550103,3.4749264e-05,0.002338212,1.692948e-07,0.09401389,5.90167e-07,0.1310996,0.021304552,0.0017656197
0.6135623,0.00028623547,0.034249227,0.012216784,0.006385303,4.3904542e-09,0.13096458,3.1807758e-07,0.14756303,3.208216e-05,0.054740135
0.6037506,0.0023375896,0.08929417,0.021655003,0.019093754,3.8857404e-08,0.086908765,1.9183253e-06,0.13999656,7.553874e-05,0.036886055
2.4539004e-06,6.308626e-05,0.033696633,0.6002021,0.030133372,0.0037757677,1.0038229e-05,0.23655744,0.006844019,0.0004924093,0.0882228
0.16732402,0.025494639,2.1668567e-09,0.20194444,0.027179468,2.7863567e-05,4.152021e-10,0.4915411,0.055292387,0.00028541163,0.030910583
0.0006881628,0.0011525251,0.109557286,0.6555356,0.1575522,6.5466025e-05,1.6691789e-05,0.002077008,0.01432024,7.049011e-07,0.05903411
0.048950233,0.106432,0.27495256,0.116604425,0.045548286,1.5560492e-05,0.07837672,7.979331e-05,0.00089040154,0.32807755,7.240329e-05
0.060974397,0.01211649,0.09150673,0.0197015,0.0024745853,0.00014835458,0.50298184,0.00040138548,0.00332709,0.3062533,0.00011434037
2.618918e-06,0.009979912,0.007976479,0.9525878,0.0008333571,1.3492125e-09,6.2025793e-09,4.901617e-05,6.646887e-05,4.7458696e-05,0.02845691
1.9853154e-07,3.492874e-07,0.00014322669,0.028227529,0.0020850662,5.2057123e-07,5.9471347e-07,0.0007464712,0.0033017246,0.9654047,8.951134e-05
1.2678106e-05,1.7791951e-06,8.733601e-08,0.0006379836,0.22428192,0.00097040716,6.0905183e-09,0.25937596,0.18491562,0.0051740394,0.32462952
0.00032822663,9.583591e-07,4.2440897e-06,3.4072977e-07,1.1544e-06,0.8188867,0.09762962,0.082374394,0.00014433965,3.4359787e-06,0.00062668574
8.474812e-05,7.0041e-06,2.3495693e-05,7.3065075e-06,2.794483e-05,0.6568299,0.02356448,0.030409174,0.0035854578,0.28521705,0.00024340942
0.00010398661,0.004139451,0.097700246,0.010778814,9.5098876e-05,0.5593738,0.10905793,0.036421943,0.0011287135,0.072592705,0.10860725
7.97676e-06,6.456861e-05,0.017924786,0.0073588206,0.00019622211,0.54174507,0.078628935,0.13477361,0.0005202796,0.21845338,0.0003263785
0.0027262734,1.7756193e-07,0.098437704,0.014982037,0.086625345,0.08381662,0.49613705,0.11629416,0.100535735,9.220283e-06,0.00043574013
0.3694928,0.12764779,0.0017011286,0.0003097452,0.124968424,0.0007714556,0.0080169225,0.0006722703,0.19472194,0.1305947,0.04110289
0.05165507,0.0003333543,0.0025377339,0.0043340325,0.17246935,0.018352617,0.039367512,0.041448493,0.334589,0.26542565,0.06948724
0.0031811176,0.01034032,0.17685036,0.15283105,0.0031598315,0.062194068,0.09465741,0.17030919,0.08428952,0.24137421,0.0008128891
0.41689453,0.000806097,0.00010569598,1.3616235e-05,0.008706858,0.0007911524,0.050346266,0.00067881664,0.16949543,0.35194653,0.00021509762
0.00024088476,0.46460927,0.0046830387,0.0051695276,0.0018581337,1.6151007e-05,1.0442692e-05,1.8453129e-06,0.025013696,0.4981626,0.00023443067
0.00011528385,0.7354254,0.24144055,0.018228853,9.8297474e-05,1.2945688e-06,0.00053122744,4.3273062e-07,0.00012504448,2.9190926e-06,0.0040307846
0.0188741,0.49704716,0.16878462,0.019231442,0.00023736933,2.2167662e-06,0.05469623,9.299572e-08,0.22172101,0.016433826,0.0029719311
0.013513738,0.7883204,0.1619561,0.02542777,0.007253526,1.7968474e-05,0.0012729521,2.921284e-05,0.0011969374,0.0002099653,0.0008014279
0.6463532,0.0054013995,0.048578247,0.00448768,0.04520473,3.2002958e-09,0.17289573,2.2712518e-08,0.063703306,0.01331615,5.9607733e-05
0.42558435,0.0077879573,0.015573033,0.00013958312,0.009888246,0.0003846123,0.22402109,1.4699456e-05,0.18800122,1.221059e-05,0.12859292
0.27703196,0.018889682,0.0015380814,4.985287e-05,0.0019752164,6.127338e-05,0.07001415,1.4669555e-05,0.3130569,0.31736657,1.6144014e-06
0.9843667,4.0375153e-06,2.0587626e-07,4.7022105e-11,0.0016619887,3.6083666e-06,0.0037481168,1.1678682e-07,0.010046185,1.8037934e-10,0.00016906206
0.19471496,0.00023774398,7.8535004e-07,8.2885293e-07,0.0010529391,0.015162966,0.0045859707,0.08188054,0.51885515,0.18350786,2.4572307e-07
0.007937944,6.3924257e-09,0.0034488682,0.003084869,0.0062107607,4.3837525e-07,0.09450873,2.3814466e-05,0.5206928,4.2889874e-07,0.36409137
5.2270355e-08,8.4631967e-07,0.009938943,0.64276946,0.021088999,0.00045079147,1.994542e-07,0.2713972,0.0011808703,2.6444694e-05,0.05314614
5.635472e-07,1.3260959e-06,0.007125821,0.9836429,0.0018428534,4.6411575e-08,2.159394e-07,8.231597e-06,0.0001090562,1.7398316e-10,0.0072688083
3.811326e-06,3.4126944e-05,0.017447164,0.5961707,0.0798107,0.0009213753,1.251493e-06,0.19379945,0.003484683,2.665874e-05,0.108299956
0.00021550557,4.8455608e-08,8.63551e-08,4.9926555e-05,0.006573286,0.01988192,2.7215983e-05,0.872145,0.038767967,0.044896156,0.017442927
0.017183863,0.008199836,0.13469061,0.04076903,0.0014396365,0.00017772194,0.4272806,0.00038789216,0.008837789,0.36096242,7.055329e-05
1.7980888e-10,2.4505147e-07,0.0038804852,0.21786138,2.536682e-06,3.2518361e-09,3.3645418e-07,3.4415143e-06,0.00013938593,0.7780023,0.00010991215
1.3918294e-06,1.3154576e-13,2.0589381e-09,2.069635e-06,0.0037712306,1.4679333e-05,2.2452225e-06,0.8023574,0.0042353864,0.08492414,0.10469134
3.32333e-05,1.174805e-06,9.063527e-05,0.00097123696,0.0026448928,0.094949365,0.0018624822,0.6751868,0.0036012158,0.12277733,0.09788166
0.00046196888,4.0952887e-06,2.0914203e-07,1.8730205e-08,5.1606503e-07,0.9312643,0.015659649,0.052538723,3.3210377e-05,1.783337e-07,3.7061785e-05
7.872901e-05,2.1108426e-05,9.279376e-05,2.2866787e-05,8.710128e-05,0.6377702,0.023249438,0.034048222,0.0019180037,0.30258596,0.00012548339
0.000522899,0.00015984029,0.00029228657,7.4070536e-05,0.00035824472,0.5338104,0.028573731,0.01981874,0.011151808,0.4050903,0.00014773384
2.1684214e-08,3.556516e-05,0.4608074,0.09762875,8.191708e-07,0.18541314,0.053051405,0.07024876,0.00041401788,0.12361898,0.008781283
0.7430048,0.036565244,0.041416153,0.0001241499,0.10029743,1.5602589e-07,0.05984071,1.3300077e-07,0.018692493,4.3225074e-05,1.5579188e-05
0.13391231,0.056681722,0.31178504,0.30932197,0.17393947,0.00022985562,0.0007595334,0.0024925813,0.00036548704,7.4233867e-07,0.010511284
3.351528e-05,0.00010121596,0.0026674652,0.022556817,0.9044588,9.199017e-06,3.366123e-08,0.0021633974,0.06781303,7.3383e-06,0.00018915422
0.644423,0.00034542556,0.012290029,0.002327768,0.08101653,2.923093e-09,0.22360899,1.6363208e-08,0.030244414,0.0057263523,1.7388513e-05
0.00022083557,0.00374679,0.24013406,0.11019269,0.009468261,0.18139419,0.08754345,0.14371635,0.0025851273,0.22081369,0.00018448872
0.001277211,0.6437385,0.18496424,0.031754475,3.3537701e-06,5.38755e-08,0.010793038,1.3398017e-08,0.060924515,0.06650809,3.6558835e-05
0.072578974,0.5889666,0.060537692,0.0042208717,0.09226253,3.0491694e-07,0.0046579894,1.3232683e-07,0.0070295823,0.065943144,0.10380222
0.14193179,0.26618698,0.167098,0.017174002,0.021247752,5.966921e-07,0.046838056,6.746335e-07,0.15073496,0.06614889,0.12263837
0.6097668,0.36215055,0.0014000902,4.1163807e-05,0.026483864,2.0926216e-09,0.00012225827,1.1463908e-09,1.5227131e-06,2.2150718e-06,3.15258e-05
0.88753885,0.08601271,0.0015279778,8.540909e-06,0.015575291,1.3709614e-06,0.007655,6.7114706e-07,4.4132004e-05,0.000629022,0.001006463
0.69859785,0.00012595716,3.3840777e-06,2.150866e-06,0.020313835,9.3178124e-07,0.0024818822,2.2743209e-06,0.010733369,0.2677321,6.2112736e-06
0.45933956,0.0041414984,0.0018410756,7.161632e-05,0.08946254,0.071985126,0.1371655,0.010318356,0.10869684,0.025886549,0.09109129
0.049174238,0.030224033,0.0013331767,0.00079724356,0.022707317,4.6387617e-05,0.00173188,2.1512542e-05,0.42730093,0.46665296,1.0275473e-05
0.21984859,0.02520115,0.0003122381,1.9983387e-05,0.0050853025,0.00011209104,0.011501673,2.2353628e-05,0.3734443,0.36444938,3.0051003e-06
2.2892733e-07,1.8212924e-05,0.12399103,0.8439903,0.0018037555,9.900996e-06,3.8715916e-06,0.0023997207,0.006598015,3.671406e-06,0.02118138
0.00065654295,6.135571e-05,0.10281768,0.49748918,2.170051e-05,5.4643305e-08,0.007901318,1.5155503e-06,0.3909306,1.7091463e-06,0.00011845269
2.6690792e-05,0.0006508914,0.002302821,0.97361326,0.013323779,1.3557758e-09,1.2398711e-08,5.025517e-08,6.10309e-05,8.092086e-12,0.010021556
0.09379701,8.720884e-05,0.027452005,0.122320324,0.06039616,0.0047977585,0.3097703,0.18352644,0.0069820224,0.1873598,0.0035109771
0.15136932,5.7907026e-05,0.002368394,0.00016666784,9.420402e-06,1.1075483e-08,0.6901155,5.3526925e-08,0.0023535213,0.15181723,0.0017418859
2.4016443e-11,4.4136264e-08,0.0020289146,0.17659914,1.2494702e-06,8.634286e-10,7.222029e-08,1.933638e-06,8.3835475e-05,0.8212494,3.5387075e-05
0.002911647,6.875639e-06,0.0027997592,0.5147547,0.15383354,2.3136836e-06,1.7137336e-05,0.24669246,0.066329286,0.0020619633,0.010590319
1.7757152e-06,3.2428522e-06,0.06547387,0.8664163,0.062288664,3.7499145e-10,5.2737178e-08,2.117792e-05,1.5906952e-06,1.3963758e-06,0.005792033
3.615078e-06,1.5572267e-06,1.155267e-07,0.0007656701,0.28285363,0.0016954691,2.8329008e-09,0.37486637,0.06425961,0.0068969927,0.2686569
0.00010395112,6.029882e-07,2.082764e-06,4.327962e-07,9.959322e-07,0.71349174,0.055893376,0.22923602,0.0001029632,9.1908354e-05,0.0010758229
0.00015564103,1.1260855e-05,9.771101e-05,6.612101e-05,5.352539e-05,0.49251628,0.034775738,0.036725525,0.0014138522,0.43214393,0.002040511
0.010668556,0.0009277696,0.102827854,0.0067312825,0.001153969,0.14079402,0.47348523,0.012229356,0.14426398,0.0003963787,0.10652168
0.0005827644,3.515226e-06,0.00620482,0.0027193888,0.0013101599,0.1760632,0.28509867,0.20796533,0.075654656,0.23432228,0.010075197
1.17737375e-08,1.2029972e-05,0.9535193,0.0015436806,1.4570614e-07,0.0020830657,0.041902427,0.0008699877,2.6404155e-11,1.0062979e-06,6.8379166e-05
0.03817465,0.0038264103,0.0125478,0.0016012923,0.010537819,0.038623095,0.193976,0.006264382,0.34296235,0.35147005,1.619471e-05
0.1642521,0.005349165,0.006435179,0.0014590613,0.5929208,2.7846061e-05,0.009337418,4.5110428e-05,0.11219741,0.107825294,0.00015063246
0.053639356,7.350205e-05,0.001980771,0.0019187566,0.26220393,0.0064917756,0.051640503,0.012621371,0.3639744,0.094142586,0.15131313
0.0003284875,0.179482,0.0010853014,0.004598399,0.01567203,4.3137993e-06,1.1198597e-06,3.0700241e-06,0.22242059,0.5748893,0.0015154022
1.380177e-06,0.10850148,0.75865346,0.08650512,6.488868e-06,0.00028523803,0.011845948,0.00013442317,0.00013076367,0.02225466,0.011681021
2.0505326e-05,0.3210768,0.5175956,0.09486995,2.905805e-05,0.00042693695,0.0110787265,0.00011478355,0.0018340654,0.028998382,0.02395516
0.00010380059,0.89524734,0.08565845,0.0048601483,0.00015157917,1.5811993e-06,0.00020755634,2.3122485e-07,1.4149545e-05,8.073566e-05,0.013674397
0.17502098,0.07188946,0.037428208,0.002453525,0.0042994437,0.00040637332,0.17050101,0.00013431041,0.279496,0.25833791,3.2743803e-05
0.019318623,0.25886664,0.0068186824,0.00097005296,0.012220871,0.002158931,0.001540079,0.00012761276,0.34146583,0.35484454,0.0016681773
0.036148816,2.2319998e-06,0.009132198,0.0050966335,0.10472703,0.0031005174,0.13842115,0.009169589,0.41951442,0.00011365832,0.27457368
0.8332613,9.537611e-05,1.4841339e-05,2.2932422e-08,0.00360413,6.903829e-05,0.025830364,2.6935913e-06,0.07410453,1.7804189e-07,0.063017555
0.05440551,0.21467952,0.0027402183,0.0002292211,0.0097018415,0.0010754218,0.0030769552,6.885709e-05,0.33794513,0.37586883,0.00020852803
0.36047268,0.00026751764,0.0010218283,1.7654445e-05,0.0060333223,0.001964593,0.27232614,0.000285912,0.29029298,0.0035273605,0.06379005
0.04392639,0.099890046,0.07566385,0.017084623,0.034510925,6.947696e-06,0.011970267,1.3530939e-05,0.23429991,0.29828387,0.18434945
4.119137e-06,1.6372198e-05,0.04979059,0.67952585,0.084223434,0.0005614488,1.352246e-05,0.108307734,0.004508295,0.00038255437,0.07266601
9.45982e-05,0.0010197158,0.30056044,0.664748,0.00029235496,2.2902238e-09,2.856287e-05,0.00052265637,0.022123436,0.010609678,5.78303e-07
8.911964e-05,0.0010701137,0.29654583,0.67002517,0.00029151118,1.9592337e-09,2.5743824e-05,0.00045352578,0.021082453,0.010415943,5.626497e-07
0.012198016,4.1275584e-06,1.4335816e-13,1.1889259e-12,2.505054e-05,3.3447918e-14,1.0723805e-10,4.995934e-11,0.8201671,0.16760544,2.3065756e-07
0.0076157115,1.3621942e-06,0.00010720738,9.011642e-06,5.070961e-07,0.003996576,0.9042778,0.007741701,0.01794613,0.058285672,1.8131543e-05
6.582706e-05,0.00013791242,0.3959115,0.08377325,0.012899531,0.004291862,0.042024147,0.426052,2.047927e-05,0.03304029,0.0017831227
7.091376e-07,2.8706234e-05,8.237799e-05,0.03617253,0.1021195,0.004911756,1.2259724e-07,0.7277297,0.0002503893,0.06879866,0.05990547
7.86859e-06,1.05576e-05,8.6468225e-07,0.0055974936,0.45333368,0.0003162762,1.1976112e-09,0.1451712,0.041335866,0.0006901081,0.353536
6.565431e-06,8.934628e-07,9.444848e-06,2.9562127e-05,2.0481832e-05,0.28172034,0.0041559893,0.6715248,0.0002262439,0.03299495,0.009310768
0.0012657567,5.071108e-05,7.9708785e-05,2.336956e-06,4.3345717e-05,0.80879515,0.14479823,0.044915434,3.2837037e-05,3.8149633e-06,1.2494881e-05
0.0007199682,1.1905685e-05,3.195752e-05,9.810245e-07,2.200272e-05,0.77469456,0.14045867,0.08402484,1.4541578e-05,8.982187e-06,1.1719003e-05
2.1607191e-05,4.6295463e-06,0.0004351214,3.6566416e-05,3.23589e-07,0.6569583,0.1931323,0.13207385,0.011339092,0.0046445183,0.0013536939
0.00013472985,0.0005579707,0.004634615,0.00022046534,0.0001281778,0.7039189,0.13075063,0.13159814,7.2992356e-05,0.027068423,0.0009148961
4.3333773e-07,0.00045483906,0.53053015,0.11220302,0.00012959562,0.055204008,0.029679408,0.135559,3.7518606e-05,0.09952146,0.036680575
0.00062630564,1.3336654e-06,0.1746978,0.018126767,0.004569101,0.23616926,0.40467042,0.091774486,0.06894462,7.0816316e-07,0.00041922767
