EPL-IN,GC,M/TC,OSNs,PGC
0.128924491,0.456243179,0.145154824,0.075179464,0.194498042
0.066231528,0.21056348,0.435339238,0.093401043,0.194464711
0.110981684,0.230376494,0.269792757,0.208789199,0.180059866
0.153421309,0.208842301,0.296904522,0.124887675,0.215944192
0.119972284,0.243483514,0.285790717,0.164540001,0.186213484
0.190223363,0.33667907,0.17641813,0.123744421,0.172935016
0.109090953,0.247716449,0.323168853,0.156221686,0.163802059
0.119619064,0.237795819,0.279715573,0.177836797,0.185032746
0.090983515,0.29855244,0.262178402,0.187718136,0.160567506
0.135239304,0.234070832,0.306734509,0.089607289,0.234348066
0.084631372,0.355678799,0.282013801,0.11320277,0.164473258
0.134474709,0.420757951,0.169006395,0.11503482,0.160726125
0.14921226,0.342021414,0.163402471,0.141911441,0.203452415
0.093399962,0.34598173,0.24206337,0.182276175,0.136278764
0.112927144,0.278995072,0.285781287,0.178797306,0.143499191
0.148468635,0.384492778,0.189166483,0.113867705,0.164004398
0.162236499,0.426630439,0.180280319,0.126516645,0.104336098
0.122793969,0.28330737,0.266818943,0.122244352,0.204835367
0.092470372,0.303784941,0.284334127,0.162178732,0.157231828
0.085679896,0.23803396,0.358602506,0.099969194,0.217714444
0.135030393,0.227724955,0.262046685,0.195460143,0.179737823
0.083922701,0.19153079,0.41684562,0.112474398,0.195226491
0.13748362,0.217625344,0.296566141,0.127848397,0.220476497
0.123853514,0.262395331,0.277641572,0.179563626,0.156545957
0.093458778,0.252347523,0.289353742,0.205471237,0.159368721
0.162429361,0.358344067,0.188726831,0.087177194,0.203322547
0.137615572,0.338421905,0.252178927,0.070906982,0.200876614
0.157110566,0.382157542,0.16298751,0.107796817,0.189947565
0.151604014,0.35436432,0.189275226,0.116269674,0.188486767
0.138909999,0.348635096,0.217903043,0.111818201,0.182733661
0.085421516,0.265571775,0.368210642,0.107768061,0.173028006
0.153481338,0.370872221,0.188978033,0.088715109,0.197953299
0.075300304,0.337256783,0.246688598,0.176107954,0.164646362
0.103613885,0.27638073,0.29204729,0.145551659,0.182406437
0.119803121,0.254626085,0.335244619,0.075136968,0.215189206
0.111143667,0.341366509,0.254372915,0.150616281,0.14250063
0.121737471,0.267099591,0.335611712,0.092043512,0.183507715
0.138941119,0.201194566,0.315327872,0.068223635,0.276312808
0.042060606,0.208377814,0.410052965,0.172637058,0.166871556
0.119509456,0.24118894,0.315902745,0.145733969,0.177664889
0.140186429,0.272757905,0.2725653,0.148150256,0.16634011
0.090938954,0.277325515,0.32363045,0.110029254,0.198075826
0.126969595,0.331015926,0.247688109,0.132996302,0.161330069
0.092813519,0.24952109,0.312049228,0.147594516,0.198021646
0.181382913,0.286349785,0.219574665,0.128162144,0.184530494
0.158219399,0.23961286,0.274167105,0.169587492,0.158413145
0.124686324,0.272474822,0.241482078,0.115719924,0.245636852
0.14878791,0.261613113,0.241204358,0.176693969,0.17170065
0.11203624,0.227637522,0.261912086,0.16390272,0.234511432
0.145993286,0.260976337,0.268937139,0.134211921,0.189881317
0.20277953,0.261431461,0.213992477,0.119521905,0.202274627
0.163024588,0.231801014,0.240383211,0.230741535,0.134049652
