"","B-cells","CAFs","Cancer Epithelial","Endothelial","Myeloid","Normal Epithelial","PVL","T-cells"
"1",0,0.249472301088219,0.121855844741851,0.0639611500442524,0.405835635265408,0.15887506886027,0,0
"2",0.0415928214054584,0.110073997807582,0.283299645022428,0,0.0142475923260386,0.550785943438494,0,0
"3",0.135261636457289,0.267111014920022,0.161073072602306,0.335264579969134,0.0961852070714279,0.00510448897982043,0,0
"4",0.270343958775137,0.00047405849358798,0,0.0145260402477716,0.320318306904947,0.294191675628297,0,0.10014595995026
"5",0,0.285012834976106,0.314396483950874,0,0.032148385024073,0.368442296048947,0,0
"6",0,0.193978482151837,0.284110838153531,0.0344711812609216,0.0596961428333523,0.319516687505973,0,0.108226668094385
"7",0,0.324967632901982,0.0708496785783708,0.0485059283657976,0.406243574715891,0.149433185437959,0,0
"8",0,0.122321538781388,0.3689938598745,0.162646887800589,0.154475150470071,0.191562563073452,0,0
"9",0,0.128605374470737,0.471478431431961,0.0816828619311556,0,0.318233332166146,0,0
"10",0,0.307215166331374,0.198526449977059,0,0.272269656502116,0.221988727189451,0,0
"11",0,0,0.656350575794734,0.0337116837916134,0,0.309937740413653,0,0
"12",0,0.190055785786035,0.368702833561053,0.072666195495457,0.236643302424897,0.131931882732557,0,0
"13",0,0.029125914155047,0.278219507770021,0,0,0.692654578074932,0,0
"14",0,0.175858224521501,0.370201941458688,0.0982954769984628,0.112696949413942,0.242947407607407,0,0
"15",0,0.278933211819867,0.218401379005752,0,0.401623055987902,0.101042353186479,0,0
"16",0,0.151720754260869,0.180531268790354,0.192029008763165,0.0910559606671743,0.384663007518438,0,0
"17",0,0.328417627894877,0.215014897901987,0.0235558972233663,0.159119475484576,0.273892101495194,0,0
"18",0,0.120053653399321,0.330108139906851,0.0329359085282267,0.0303144012794712,0.48658789688613,0,0
"19",0,0.471068033048411,0.173357849405579,0.166670250465296,0.0188029086152757,0.170100958465438,0,0
"20",0,0.0978784216982193,0.438563360037073,0.183856363115818,0.0867606523801844,0.192941202768705,0,0
"21",0.0336105794600961,0.199873424507236,0.263759424264958,0,0,0.502756571767709,0,0
"22",0,0.11636278639454,0.348889713938999,0.249718484419391,0.16148397591663,0.123545039330439,0,0
"23",0,0.0994374803861191,0.628920120711906,0.0735833142449154,0,0.19805908465706,0,0
"24",0,0,0.959378014811283,0,0,0.0406219851887166,0,0
"25",0,0.205625430323019,0.422080081323442,0.0410278836242494,0.21071919738279,0.120547407346499,0,0
"26",0,0.522572186403057,0.153406333192255,0,0.0397450421910743,0.284276438213614,0,0
"27",0,0.220513168642906,0.256374922724188,0,0.0576751892281195,0.386091171741973,0,0.0793455476628136
"28",0,0.184288876251571,0.143239202387009,0.140350275771581,0.266249997598099,0.26587164799174,0,0
"29",0,0.311528404945636,0.112441978751216,0,0.335105971072583,0.240923645230565,0,0
"30",0,0.087239720444251,0.432158032728443,0.0112782713448917,0.158108141550253,0.311215833932161,0,0
"31",0,0.219810017706557,0.099363414312056,0,0.596908384063688,0.0839181839176992,0,0
"32",0.170791971584246,0.145600813022402,0.214876427804734,0.215686195051651,0.142550290241763,0.110494302295203,0,0
"33",0,0.140253408414497,0.0446660458564582,0.119860060714176,0.452146984855036,0.243073500159833,0,0
"34",0,0.0468643786920135,0.664919853258276,0.141268831962685,0.0137025217714424,0.133244414315583,0,0
"35",0,0.293546416529816,0.266540341570344,0.038220745593652,0.181916050918111,0.219776445388078,0,0
"36",0.151746597230137,0.323809186435097,0.0925410852388247,0.0373362541140857,0.111411411277913,0.283155465703943,0,0
"37",0,0.118075772832131,0.287139618493873,0,0,0.594784608673996,0,0
"38",0,0.333932323793842,0.234967021634137,0.0338814587486467,0.221254407924397,0.175964787898977,0,0
"39",0,0.186432980594106,0.250960000473789,0,0.12028513742775,0.442321881504355,0,0
"40",0,0.279801698556346,0.231927453781792,0.0595064739339401,0.138529983382442,0.290234390345481,0,0
"41",0,0,0.487784656382774,0,0,0.512215343617226,0,0
"42",0,0.175855270429245,0.153274608868852,0.111357171665041,0.274447091756646,0.285065857280216,0,0
"43",0,0.278486634772293,0.197481459204176,0,0.189456746609477,0.334575159414054,0,0
"44",0,0.131917882282784,0.318645514033192,0.206004530591629,0.176980419994173,0.0941341893443203,0,0.0723174637539019
"45",0,0.114667806830186,0.140242787208445,0,0.326637061813366,0.402683291400445,0,0.0157690527475578
"46",0.0588560347616167,0.2717996075884,0.211636753994024,0.170776454305269,0.0658614734529588,0.221069675897732,0,0
"47",0,0.0644042878054314,0.3219493286752,0.0485319043087089,0.131197077031716,0.433917402178944,0,0
"48",0,0.199760910670142,0.177371577006184,0.0231788595714357,0.22478883229778,0.374899820454459,0,0
"49",0.0345714348080077,0.125022362504352,0.21478101072616,0.226046241594771,0.120431851367587,0.279147098999123,0,0
"50",0,0.0796309643274089,0.368330932286624,0.234698230165295,0.190431453562002,0.126908419658669,0,0
"51",0,0,0.645966155147892,0.161265485146153,0,0.192768359705955,0,0
"52",0,0,0.475134455337966,0.226291110699299,0.077220817620371,0.221353616342364,0,0
"53",0,0.397897737548951,0.126206147632867,0.0406171742636202,0.223565730929642,0.211713209624921,0,0
"54",0,0.0999035954027688,0.273647757385304,0,0.385048144230857,0.24140050298107,0,0
"55",0,0,0,0,0,1,0,0
"56",0.0863396891730989,0.130596486295969,0.221968581035708,0,0.0329776577401789,0.528117585755045,0,0
"57",0,0.0369227258797422,0.47772336023935,0.143033935047753,0.0573271429335402,0.284992835899615,0,0
"58",0,0.125685780622553,0.216469043486417,0.455343614109685,0,0.167417220388081,0.0350843413932639,0
"59",0,0.212996879539585,0.293358298518232,0.129195526260658,0.0725841759825614,0.291865119698963,0,0
"60",0,0.0937973325976286,0.340778850676897,0.0892160502818831,0.193056153044434,0.283151613399157,0,0
"61",0,0.0780567836568459,0.342779519603401,0.0913863342628543,0.232985260649617,0.254792101827282,0,0
"62",0.0210026214529409,0.241228358462229,0.249289566217575,0.0428063829416217,0.0341038879648449,0.393505353501879,0,0.0180638294589103
"63",0,0.0523995195194793,0.420838812061832,0.145078512062174,0.245475708613987,0.136207447742528,0,0
"64",0,0.554306857689424,0.205323955298009,0,0.059559609225289,0.180809577787279,0,0
"65",0,0,0,0,0,1,0,0
"66",0,0.17874917378961,0.295987916795017,0.0542789333452719,0.278547982319611,0.19243599375049,0,0
