,B,T,Mal,CAF,Macro,Endo,NK
0,0.11307548731565475,0.22445106506347656,0.4717262387275696,0.11625106632709503,0.055540479719638824,0.01593884266912937,0.00301680201664567
1,0.001211984665133059,0.006258612498641014,0.900367021560669,0.008079038932919502,0.08168265223503113,0.0007627303129993379,0.0016380121232941747
2,0.19409124553203583,0.0011357958428561687,0.7742971777915955,0.014831813983619213,0.006850822363048792,0.0030218095052987337,0.00577148050069809
3,0.004889329429715872,0.0049123615026474,0.964204728603363,0.0019348877249285579,0.008417892269790173,0.0005848282016813755,0.015056086704134941
4,0.260453999042511,0.2440265268087387,0.44227463006973267,0.029225312173366547,0.02072901464998722,0.0018364357529208064,0.0014540597330778837
5,0.22789908945560455,0.09141184389591217,0.4557030200958252,0.05489018186926842,0.15990255773067474,0.007883308455348015,0.002310002688318491
6,0.01673317328095436,0.05986235290765762,0.7834187150001526,0.05079036206007004,0.0843021497130394,0.0026463004760444164,0.002247024793177843
7,0.043757807463407516,0.0049657560884952545,0.9248966574668884,0.01666240766644478,0.001534401555545628,0.0023904137779027224,0.005792497657239437
8,0.9349911212921143,0.04033031314611435,0.011234142817556858,0.008035198785364628,0.0015811638440936804,0.0033975718542933464,0.00043039824231527746
9,0.4808647036552429,0.32940441370010376,0.03857138007879257,0.10133261233568192,0.025552870705723763,0.004091263748705387,0.020182665437459946
10,0.2807004749774933,0.0473853163421154,0.5449867844581604,0.03191843628883362,0.003085074480623007,0.002058317419141531,0.08986564725637436
11,0.38680437207221985,0.47561734914779663,0.0004576849169097841,0.023675410076975822,0.11215163767337799,0.0010547031415626407,0.00023876750492490828
12,0.18828682601451874,0.1101129874587059,0.3711358904838562,0.1329631209373474,0.19203265011310577,0.004718653857707977,0.0007498304476030171
13,0.3780457675457001,0.10505998134613037,0.4675734341144562,0.018547676503658295,0.025566967204213142,0.004765860270708799,0.0004402278282213956
14,0.07059520483016968,0.025010859593749046,0.7300963997840881,0.05984983965754509,0.08636543154716492,0.02102651819586754,0.007055680267512798
15,0.8132060170173645,0.13513125479221344,0.009242386557161808,0.030773472040891647,0.0015148738166317344,0.00642304215580225,0.003708888776600361
16,0.005791617091745138,0.006835144478827715,0.8194766044616699,0.1421908587217331,0.01399156078696251,0.009196029976010323,0.002518092980608344
17,0.32548531889915466,0.1993151754140854,0.3444700837135315,0.06980176270008087,0.04889145493507385,0.009636818431317806,0.002399292541667819
18,0.048020292073488235,0.03225452080368996,0.7700685262680054,0.08750204741954803,0.05525381863117218,0.004746449179947376,0.0021543197799474
19,0.3304360806941986,0.03059525042772293,0.15083767473697662,0.26897841691970825,0.16040866076946259,0.006194727029651403,0.0525490902364254
20,0.432987242937088,0.01780134253203869,0.441850870847702,0.07797852903604507,0.017210545018315315,0.006016891449689865,0.006154466420412064
21,0.03947596624493599,0.021572038531303406,0.091529980301857,0.798435628414154,0.045591339468955994,0.0019554230384528637,0.0014395315665751696
22,0.1388009935617447,0.0021406300365924835,0.822185218334198,0.0182118471711874,0.00898897647857666,0.0068255034275352955,0.0028468321543186903
23,0.46903520822525024,0.05245675519108772,0.45067739486694336,0.01555831078439951,0.003649563528597355,0.007481707725673914,0.0011409117141738534
24,0.015046505257487297,0.004106129053980112,0.9593108296394348,0.007802061270922422,0.009554053656756878,0.002437327057123184,0.0017431952292099595
